Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
332,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
333,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
334,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
335,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
336,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
337,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
338,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
340,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
343,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
347,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
349,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
350,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
353,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
354,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
355,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
356,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
357,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
359,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
362,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
363,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
364,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
365,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
366,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
367,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
368,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
369,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
371,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
374,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
376,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
377,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
378,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
380,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
382,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
383,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
384,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
387,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
389,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
390,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
391,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
393,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
394,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
395,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
396,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
397,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
398,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
400,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
402,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
408,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
414,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
415,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
416,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
417,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
420,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
421,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
422,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
423,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
424,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
425,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
430,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
444,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
449,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
451,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
452,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
453,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
454,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
471,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
472,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
473,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
474,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
476,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
477,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
479,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
480,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
481,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
482,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
484,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
485,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
486,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
487,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
488,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
490,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
491,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
492,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
493,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
494,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
495,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
496,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
497,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
498,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
499,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
500,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
501,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
502,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
503,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
504,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
505,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
506,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
507,NULL,NULL,Water,Water,Water,Cropland,Water,Grassland
508,NULL,NULL,Water,Water,Water,Bareland,NULL,Bareland
509,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
510,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
511,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
512,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
513,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
514,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
515,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
526,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
528,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
529,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
538,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
542,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
550,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
552,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
553,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
554,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
558,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
567,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
568,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
577,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
583,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
584,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
586,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
590,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
591,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
594,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
596,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
597,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
601,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
602,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
603,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
604,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
606,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
607,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
608,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
611,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
612,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
614,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
615,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
616,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
618,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
619,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
620,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
631,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
632,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
633,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
635,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
636,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
638,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
639,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
640,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
642,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
644,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
647,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
648,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
649,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
650,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
651,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
652,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
653,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
654,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
655,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
656,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
657,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
659,NULL,Cropland,Wetland,Water,Wetland,Grassland,Forest,Grassland
660,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
