Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBP_M_R
1297,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1298,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1299,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1300,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1301,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1302,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1303,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1304,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1305,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1306,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1307,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1308,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1309,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1310,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1311,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1312,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1313,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1314,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1315,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1316,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1317,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1318,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1319,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1320,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1321,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1322,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1323,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1325,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1327,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1328,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1330,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1331,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1332,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1333,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1334,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1335,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1336,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1337,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1338,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1339,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1340,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1341,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1342,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1343,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1344,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1345,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1346,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1347,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1348,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1349,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1350,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1351,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1352,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1353,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1354,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1355,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1356,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1357,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1358,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1359,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1360,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1361,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1362,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1363,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1364,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1365,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1366,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1367,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1368,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1369,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1370,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1371,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1372,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1373,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1374,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1375,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1376,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1377,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1378,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1379,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1380,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1381,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1382,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1383,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1384,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1385,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1386,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1387,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1388,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1389,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1390,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1391,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1392,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1393,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1394,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1395,NULL,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
1396,NULL,Forest,Water,Water,Water,Grassland,Water,Forest
1397,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1398,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1399,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1400,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1401,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1402,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1403,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1404,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1405,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1406,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1407,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1408,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1409,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1410,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1411,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1412,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1413,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1414,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1415,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1416,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1417,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1418,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1419,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1420,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1421,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1422,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1423,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1424,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1425,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1426,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1427,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1428,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1429,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1430,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1431,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1432,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1433,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1434,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1435,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1436,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1437,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1438,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1439,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1440,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1441,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1442,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1443,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1444,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1445,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1446,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1447,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1448,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1449,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1450,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1451,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1452,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1453,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1454,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1455,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1456,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1457,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1458,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1459,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1460,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1461,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1462,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1463,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1464,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1465,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1466,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1467,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1468,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1469,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1470,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1471,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1472,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1473,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1474,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1475,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1476,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
1477,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1478,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1479,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1480,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1481,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1482,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1483,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1484,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1485,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1486,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1487,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1488,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1489,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1490,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1491,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1492,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1493,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1494,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1495,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1496,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1497,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1551,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1552,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1553,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1554,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1555,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1558,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1559,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1560,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1561,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1562,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1563,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1564,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1565,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1566,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1567,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1568,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1569,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1570,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1571,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1572,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1573,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1574,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1575,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1576,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1577,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1578,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1579,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1580,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1581,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1582,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1583,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1584,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1585,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1586,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1587,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1588,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1589,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1590,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1591,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1592,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1593,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1594,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1595,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1596,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1597,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1598,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1599,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1600,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1601,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1602,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1603,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1604,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1605,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1606,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1607,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1608,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1609,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1610,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1611,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1612,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1613,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1614,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1615,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1616,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
