Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R
2058,NULL,NULL,Water,Water,Water,Forest,Forest,Wetland
2059,NULL,NULL,Water,Water,Water,Forest,Forest,Water
2060,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2061,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2062,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2063,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2064,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2065,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2066,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2067,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2068,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2069,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2070,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2071,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2072,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2073,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
2074,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2075,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2076,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2077,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2078,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2079,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2080,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2081,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2082,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2083,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2084,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2085,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2086,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2087,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2088,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2089,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2090,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2091,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2092,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2093,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2094,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2095,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2096,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2097,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2098,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
2099,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2100,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
2101,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2102,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2103,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2104,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2105,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2106,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2107,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2108,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2109,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2110,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2111,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2112,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2113,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2114,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2115,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2116,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
2117,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2118,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2119,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2120,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2121,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2122,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2123,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2124,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2125,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2126,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2127,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2128,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2129,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2130,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
2131,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2132,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2133,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2134,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2135,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2136,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2137,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2138,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2139,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2140,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2141,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2142,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2143,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2144,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2145,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2146,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2147,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2148,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2149,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2150,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2151,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2152,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2153,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2154,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2155,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2156,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2157,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2158,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2159,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2160,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2161,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
2162,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2163,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2164,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2165,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2166,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2167,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
2168,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2169,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2170,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2171,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2172,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2173,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2174,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2175,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2176,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
2177,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2178,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2179,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2180,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2181,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2182,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2183,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2184,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2185,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2186,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2187,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2188,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2189,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2190,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2191,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2192,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2193,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2194,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2195,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2196,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2197,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2198,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2199,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2200,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2201,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
2202,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2203,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2204,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2205,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2206,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2207,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2208,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2209,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2210,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2211,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
2212,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2213,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2214,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2215,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2216,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2217,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2218,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2219,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2220,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2221,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2222,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2223,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2224,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2225,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2226,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2227,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2228,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2229,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2230,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2231,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2232,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2233,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2234,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2235,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2236,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2237,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2238,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2239,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2240,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2241,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2242,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2243,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2244,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2245,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2246,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2247,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2248,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2249,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2250,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2251,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
2252,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
2253,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2254,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2255,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2256,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2257,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
2258,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2259,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2260,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2261,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2262,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
2263,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2264,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2265,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2266,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2267,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2268,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2269,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2270,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2271,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2272,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2273,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
2274,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2275,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2276,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2277,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2278,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2279,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
2280,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
2281,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2282,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2283,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2284,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2285,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2286,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2287,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2288,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2289,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2290,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2291,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2292,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
2293,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2294,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2295,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2296,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2297,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2298,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2299,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2300,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2301,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2302,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2303,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2304,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2305,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2306,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
2307,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2308,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2309,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2310,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2311,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2312,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2313,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2314,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2315,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
2316,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2317,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
2318,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
2319,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2320,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2321,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2322,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2323,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2324,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
2325,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2326,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2327,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2328,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2329,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2330,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2331,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2332,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2333,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2334,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
2335,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2336,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2337,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2338,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
2339,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2340,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2341,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2342,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2343,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2344,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2345,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2346,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2347,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2348,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2349,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2350,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2351,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2352,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2353,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2354,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
2355,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
2356,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2357,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,NULL
2358,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2359,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
2360,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2361,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2362,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2363,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2364,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2365,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2366,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2367,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
2368,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2369,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
2370,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2371,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2372,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
2373,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2374,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2375,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2376,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
2377,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2378,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2379,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2380,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2381,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2382,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2383,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
2384,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2385,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2386,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
