Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R
324,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
325,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
326,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
327,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
328,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
329,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
331,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
332,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
333,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
334,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
335,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Built-up
336,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
338,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
340,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
341,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
346,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
347,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
350,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
356,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
378,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
380,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
387,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
388,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
392,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
394,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
397,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
399,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
401,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
402,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
403,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
404,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
405,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
406,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
407,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
408,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
409,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
410,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
432,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
435,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
437,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
438,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
439,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
463,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
468,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
470,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
471,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
473,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
474,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
475,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
477,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
478,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
479,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
480,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
481,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
483,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
484,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
485,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
486,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
487,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
488,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
489,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
490,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
500,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
502,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
504,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
506,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
507,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
508,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
509,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
516,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
517,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
518,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
519,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
521,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
522,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
523,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
524,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
525,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
526,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
528,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
529,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
530,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
532,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
533,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
534,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
535,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
536,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
537,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
538,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
539,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
541,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
545,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
546,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
550,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
551,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
552,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
553,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
555,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
556,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
557,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
559,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
560,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
561,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
562,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
563,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
564,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
565,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
566,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
568,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
571,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
572,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
573,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
574,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
575,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
577,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
579,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
580,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
581,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
582,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
583,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
585,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
587,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
588,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
589,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
590,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
592,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
593,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
595,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
597,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
599,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
600,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
603,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
605,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
606,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
607,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
608,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
609,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
610,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
611,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
612,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
613,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
614,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
615,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
616,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
618,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
619,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
620,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
622,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
624,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
625,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
626,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
632,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
634,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
635,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
636,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
638,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
639,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
640,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
642,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
643,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
644,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
646,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
648,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
649,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
650,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
651,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
