Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHM_M_R
342,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
343,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
344,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
346,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
348,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
350,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
351,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
353,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
354,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
355,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
356,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
358,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
359,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
360,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
361,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
362,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
363,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
366,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
367,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
368,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
369,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
370,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
371,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
372,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
373,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
374,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
376,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
377,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
378,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
379,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
381,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
382,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
383,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
384,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
385,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
386,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
387,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
388,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
389,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
390,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
391,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
392,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
393,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
394,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
395,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
396,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
397,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
398,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
399,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
400,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Water
401,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
402,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
403,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
404,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
405,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
406,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
407,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
408,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
409,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
410,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
411,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
412,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
413,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
415,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
417,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
418,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
419,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
421,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
422,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
423,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
425,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
427,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
428,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
429,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
430,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
431,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
432,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
435,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
436,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
437,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
438,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
439,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
440,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
442,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
443,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
444,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
445,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
446,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
447,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
449,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
450,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
451,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
452,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
453,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
454,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
455,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
457,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
458,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
459,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
460,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
461,NULL,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
462,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
463,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
464,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
465,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
466,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
467,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
468,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
469,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
470,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
471,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
472,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
473,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
474,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
475,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
476,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
477,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
478,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
479,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
480,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
481,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
482,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
483,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
484,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
485,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
486,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
487,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
488,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
489,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
490,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
491,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
492,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
493,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
494,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
495,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
496,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
497,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
498,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
499,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
500,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
501,NULL,Water,Water,Water,Water,Bareland,Wetland,Bareland
502,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
503,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
504,NULL,Water,Water,Water,Water,Water,Bareland,Water
505,NULL,Water,Water,Water,Water,Water,Water,Grassland
506,NULL,Water,Water,Water,Water,Water,Water,Water
507,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
508,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
509,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
510,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
511,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
512,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
513,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
514,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
515,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
516,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
517,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
518,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
519,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
522,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Built-up
524,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
525,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
526,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
527,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
528,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
529,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
530,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
531,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
533,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
534,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
535,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
536,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
537,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
539,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
540,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
541,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
542,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
543,NULL,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
544,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
545,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
547,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
548,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
549,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
550,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
551,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
552,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
553,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
554,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
555,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
556,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
557,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
558,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
559,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
560,NULL,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
561,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
562,NULL,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
563,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
564,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
565,NULL,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
566,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
567,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
568,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
569,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
571,NULL,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
572,NULL,Forest,Water,Water,Water,Wetland,Wetland,Forest
573,NULL,Forest,Water,Water,Water,Bareland,Bareland,Grassland
574,NULL,Forest,Water,Water,Water,Bareland,Water,Grassland
575,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
576,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
578,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
579,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
583,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
584,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
585,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
586,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
587,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
588,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
589,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
590,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
591,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
592,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
593,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
594,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
595,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
597,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
598,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
599,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
600,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
601,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
602,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
604,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
605,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
606,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
607,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
608,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
609,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
610,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
611,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
612,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
613,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
614,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
615,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
619,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
620,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
621,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
623,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
624,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
626,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
627,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
628,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
629,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
630,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
631,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
632,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
633,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
634,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
635,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
636,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
637,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
638,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
640,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
641,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
642,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
643,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
644,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
645,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
646,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
647,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
648,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
649,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
650,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
651,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
652,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
653,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
654,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
655,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
656,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
657,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
658,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
659,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
660,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
661,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
662,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
663,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
664,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
665,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
666,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
667,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
668,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
669,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
670,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
671,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
672,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
673,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
674,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
675,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
676,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
677,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
678,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
679,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
680,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
681,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
682,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
