Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
1695,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1696,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
1697,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
1698,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Cropland
1699,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
1700,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
1701,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,NULL
1702,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1703,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
1704,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1705,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1706,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1707,NULL,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
1708,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
1709,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1710,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
1711,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1712,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
1713,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1714,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
1715,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
1716,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
1717,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
1718,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
1719,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1720,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1721,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1722,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1723,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1724,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1725,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
1726,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1727,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1728,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1729,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1730,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1731,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1732,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1733,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1734,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
1735,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1736,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
1737,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1738,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1739,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1740,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
1741,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1742,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1743,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1744,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
1745,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1746,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1747,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1748,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1749,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1750,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1751,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1752,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
1753,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1754,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1755,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
1756,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1757,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1758,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1759,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1760,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1761,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1762,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1763,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1764,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1765,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
1766,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1767,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1768,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1769,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Forest
1770,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1771,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1772,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1773,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1774,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1775,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1776,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1777,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
1778,NULL,NULL,Wetland,NULL,Wetland,Water,Built-up,Grassland
1779,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1780,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1781,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1782,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1783,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1784,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
1785,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1786,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1787,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1788,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1789,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1790,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1791,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1792,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1793,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1794,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
1795,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1796,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1797,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1798,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
1799,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1800,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
1801,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1802,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1803,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1804,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
1805,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
1806,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
1807,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
1808,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1809,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
1810,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1811,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
1812,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1813,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1814,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1815,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1816,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
1817,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
1818,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1819,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1820,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
1821,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1822,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Bareland
1823,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
1824,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1825,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1826,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1827,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
1828,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1829,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1830,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1831,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1832,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1833,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1834,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1835,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1836,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
1837,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
1838,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1839,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1840,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1841,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
1842,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
1843,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1844,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1845,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1846,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1847,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1848,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1849,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1850,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1851,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1852,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
1853,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1854,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1855,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1856,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1857,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
1858,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1859,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1860,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
1861,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1862,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Cropland
1863,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
1864,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
1865,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1866,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1867,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1868,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
1869,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1870,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1871,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1872,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1873,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Cropland
1874,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
1875,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
1876,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
1877,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
1878,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
1879,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,NULL
1880,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
1881,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
1882,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1883,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
1884,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1885,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1886,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1887,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
1888,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1889,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
1890,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1891,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
1892,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
1893,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
1894,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1895,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1896,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
1897,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1898,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
1899,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1900,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1901,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1902,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1903,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
1904,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1905,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1906,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1907,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1908,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
1909,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
1910,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
1911,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1912,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
1913,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1914,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1915,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
1916,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1917,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1918,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
1919,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1920,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
1921,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
1922,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
1923,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1924,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
1925,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1926,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
1927,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1928,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1929,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1930,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
1931,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1932,NULL,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Water
1933,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1934,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1935,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
1936,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1937,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1938,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1939,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1940,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1941,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Cropland
1942,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
1943,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1944,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
1945,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1946,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
1947,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1948,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1949,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
1950,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1951,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
1952,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1953,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
1954,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
1955,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
1956,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
1957,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
1958,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
1959,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
1960,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
1961,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1962,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1963,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1964,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1965,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1966,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1967,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1968,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1969,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1970,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1971,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1972,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
1973,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1974,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
1975,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1976,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1977,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1978,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
1979,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
1980,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
1981,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Bareland
1982,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
1983,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Forest
1984,NULL,NULL,Wetland,Water,Wetland,NULL,Water,NULL
1985,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1986,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
1987,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1988,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1989,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1990,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
1991,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,Water
1992,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1993,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1994,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Cropland
1995,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1996,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1997,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1998,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1999,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
2000,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
2001,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
2002,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
2003,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
2004,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
2005,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
2006,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
2007,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
2008,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
2009,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,NULL
2010,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
2011,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Wetland
2012,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Water
2013,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Forest
2014,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
2015,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
2016,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
2017,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
2018,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
2019,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
2020,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
2021,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
2022,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
2023,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
2024,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
2025,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
2026,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,NULL
2027,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2028,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
2029,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
2030,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
2031,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
2032,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
2033,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
2034,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
2035,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2036,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
2037,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2038,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
2039,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2040,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2041,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,NULL
