Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
2079,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2080,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2081,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2082,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2083,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
2084,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2085,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2086,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2087,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2088,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
2089,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
2090,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2091,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2092,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2093,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2094,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2095,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2096,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2097,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2098,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
2099,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2100,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2101,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2102,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2103,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2104,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2105,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2106,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2107,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
2108,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
2109,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
2110,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2111,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2112,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2113,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2114,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2115,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2116,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2117,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2118,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2119,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2120,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2121,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2122,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2123,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2124,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2125,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2126,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2127,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2128,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2129,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2130,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2131,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2132,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2133,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2134,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2135,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2136,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2137,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2138,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2139,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2140,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2141,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2142,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2143,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2144,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2145,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2146,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2147,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2148,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2149,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
2150,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2151,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2152,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Cropland
2153,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2154,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2155,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2156,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2157,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2158,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2159,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2160,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2161,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2162,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2163,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2164,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2165,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2166,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2167,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2168,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2169,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2170,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2171,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2172,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2173,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2174,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2175,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2176,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2177,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2178,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
2179,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2180,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2181,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2182,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
2183,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2184,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2185,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2186,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2187,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2188,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2189,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2190,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2191,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
2192,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2193,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2194,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2195,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2196,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2197,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2198,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2199,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2200,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2201,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2202,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2203,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2204,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2205,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2206,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2207,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2208,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2209,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2210,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2211,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2212,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2213,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2214,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2215,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2216,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2217,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2218,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2219,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2220,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2221,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2222,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2223,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2224,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
2225,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2226,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2227,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2228,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2229,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2230,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2231,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2232,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
2233,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2234,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2235,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2236,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2237,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2238,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2239,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2240,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2241,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2242,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
2243,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2244,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2245,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2246,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2247,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2248,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2249,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2250,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
2251,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2252,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2253,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2254,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2255,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2256,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2257,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2258,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2259,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2260,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2261,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2262,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2263,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
2264,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
2265,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
2266,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2267,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2268,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
2269,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2270,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
2271,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
2272,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
2273,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2274,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
2275,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2276,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2277,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2278,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2279,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2280,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2281,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2282,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2283,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2284,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
2285,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
2286,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
2287,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
2288,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2289,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
2290,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
2291,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,NULL
2292,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
2293,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
2294,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
2295,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
2296,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2297,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2298,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2299,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
2300,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2301,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
2302,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
2303,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Cropland
2304,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
2305,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
2306,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
2307,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
2308,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
2309,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
2310,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2311,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
2312,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
2313,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2314,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
2315,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2316,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2317,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
2318,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
2319,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2320,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
2321,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
2322,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2323,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2324,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
2325,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
2326,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
2327,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
2328,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
2329,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
2330,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
2331,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,NULL
2332,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2333,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2334,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2335,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2336,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
2337,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2338,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2339,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2340,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2341,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2342,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2343,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2344,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2345,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2346,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2347,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2348,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
2349,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2350,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2351,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2352,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2353,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2354,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2355,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2356,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2357,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2358,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2359,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2360,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2361,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2362,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2363,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2364,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2365,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2366,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2367,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
2368,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2369,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2370,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2371,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2372,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2373,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2374,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2375,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2376,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2377,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2378,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2379,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2380,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2381,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2382,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2383,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2384,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2385,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2386,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2387,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2388,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2389,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2390,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2391,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2392,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2393,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2394,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2395,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2396,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2397,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2398,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2399,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2400,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2401,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2402,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2403,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
2404,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2405,NULL,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
2406,NULL,Cropland,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
2407,NULL,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
