Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCK_M_R
327,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
328,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
329,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
330,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Bareland
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
348,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
349,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
351,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
352,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
353,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
354,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
355,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
356,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
357,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
358,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
359,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
360,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
361,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
362,NULL,Built-up,Water,Water,Water,Water,Water,Water
363,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
368,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
369,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
370,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
371,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
372,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
373,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
377,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
380,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
381,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
382,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
383,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
386,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
387,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
388,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
389,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
390,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
391,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
392,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
393,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
394,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
396,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
397,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
398,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
400,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
401,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
402,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
403,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
404,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
405,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
406,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
407,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
408,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
409,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
410,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
411,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
412,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
413,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
414,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
415,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
416,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
417,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
418,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
419,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
420,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
421,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
422,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
423,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
424,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
425,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
426,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
427,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
428,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
429,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
430,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
431,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
432,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
433,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
434,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
435,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
436,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
437,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
438,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
439,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
440,NULL,Water,Water,NULL,Water,Water,NULL,Water
441,NULL,Water,Water,NULL,Water,Water,Water,Forest
442,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
443,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
444,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
445,NULL,Water,Water,Water,Water,NULL,NULL,Water
446,NULL,Water,Water,Water,Water,NULL,NULL,Forest
447,NULL,Water,Water,Water,Water,Water,NULL,Water
448,NULL,Water,Water,Water,Water,Water,NULL,Forest
449,NULL,Water,Water,Water,Water,Water,Water,Water
450,NULL,Water,Water,Water,Water,Water,Water,Forest
451,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
452,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
453,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
454,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
455,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
456,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
457,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
458,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
459,NULL,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
460,NULL,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
461,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
462,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
463,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
468,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
469,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
471,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
473,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
474,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
475,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
477,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
479,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
480,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
481,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
482,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
484,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
486,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
487,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
488,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
489,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
490,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
493,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
494,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
495,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
497,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
498,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
499,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
500,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
501,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
502,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
503,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
504,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
505,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
506,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
507,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
508,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
509,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
510,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
511,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
512,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
513,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
514,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
515,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
516,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
517,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
518,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
519,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
520,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
521,NULL,Forest,Water,Water,Water,NULL,Forest,Forest
522,NULL,Forest,Water,Water,Water,Forest,NULL,Forest
523,NULL,Forest,Water,Water,Water,Forest,Forest,Forest
524,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
525,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
526,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
527,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
528,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
530,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
531,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
532,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
533,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
534,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
538,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
539,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
540,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
541,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
542,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
543,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
544,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
545,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
547,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
548,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
549,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
550,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
551,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
552,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
553,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
554,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
556,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
557,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
558,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
559,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
560,NULL,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
561,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
563,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
564,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
565,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
566,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
567,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
570,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
571,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
573,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
574,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
578,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
579,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
580,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
581,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
582,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
583,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
592,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
594,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
596,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
598,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
599,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
601,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
602,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
603,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
604,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
605,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
606,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
607,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
608,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
609,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
610,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
611,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
612,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
614,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
615,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
616,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
617,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
618,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
619,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
620,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
621,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
622,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
623,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
624,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
625,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
626,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
627,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
628,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
629,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
630,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
631,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
632,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
633,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
634,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
635,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
636,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
637,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
638,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
639,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
640,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
641,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
642,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
643,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
644,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
645,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
646,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
647,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
648,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
649,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
650,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
651,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
652,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
653,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
655,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
656,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
658,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
660,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
662,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
663,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
664,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
665,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
666,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
667,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
668,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
669,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
670,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
671,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
672,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
