Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYR_M_R
331,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
332,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
333,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
336,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
339,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
345,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
346,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
348,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
350,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
351,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
357,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
358,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
370,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
372,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
380,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
381,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
383,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
384,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
385,NULL,NULL,Water,Water,Water,Water,Water,Grassland
386,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
391,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
392,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
394,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
402,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
405,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
412,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
413,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
415,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
416,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
417,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
422,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
434,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
438,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
439,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
441,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
442,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
444,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
445,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
446,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
447,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
449,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
450,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
451,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
452,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
482,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
483,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
484,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
485,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
487,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
488,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
489,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
490,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
492,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
493,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
494,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
495,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
496,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
497,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
498,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
499,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
500,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
501,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
502,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
504,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
505,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
506,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
507,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
508,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
520,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
522,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
523,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
524,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
525,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
526,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
527,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
528,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
530,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
531,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
533,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
534,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
535,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
536,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
537,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
538,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
539,NULL,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
540,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
541,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
542,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
544,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
546,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
547,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
549,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
550,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
553,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
554,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
555,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
556,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
557,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
558,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
560,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
561,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
563,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
564,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
565,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
566,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
567,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
568,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
569,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
570,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
571,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
572,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
573,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
576,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
577,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
578,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
579,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
580,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
581,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
582,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
583,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
584,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
585,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
586,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
589,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
590,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
591,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
592,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
593,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
596,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
597,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
598,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
599,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
601,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
602,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
603,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
604,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
605,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
606,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
607,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
608,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
609,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
610,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
611,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
612,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
613,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
614,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
615,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
616,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
617,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
618,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
619,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
620,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
621,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
622,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
623,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
624,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
625,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
626,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
627,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
628,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
629,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
630,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
631,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
632,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
633,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
634,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
635,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
636,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
637,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
638,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
639,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
640,NULL,Wetland,Water,Water,Water,Water,Water,Water
641,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
642,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
643,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
644,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
645,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
646,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
647,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
648,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
649,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
650,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
652,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
653,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
654,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
655,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
656,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
657,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
658,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
659,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
660,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
661,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
662,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
663,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
