Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
330,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
344,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
345,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
346,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
347,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
348,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
350,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
352,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
353,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
354,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
355,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
356,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
358,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
359,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
360,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
361,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
362,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
363,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
364,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
365,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
367,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
368,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
371,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
372,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
373,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
374,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
375,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
377,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
378,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
379,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
380,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
381,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
383,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
384,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
385,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
386,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
387,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
388,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
389,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
390,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
392,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
394,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
395,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
397,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
398,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
400,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
402,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
403,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
404,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
405,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
406,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
407,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
408,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
409,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
410,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
411,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
412,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
413,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
414,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
415,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
416,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
417,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
418,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
419,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
420,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
421,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
422,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
423,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
424,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
425,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
426,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
427,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
428,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
441,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
442,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
443,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
444,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
445,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
446,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
447,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
448,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
449,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
453,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
454,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
455,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
456,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
458,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
459,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
460,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
461,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
462,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
463,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
464,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
465,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
466,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
467,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
468,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
469,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
470,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
471,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
472,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
473,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
475,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
476,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
477,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
478,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
479,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
480,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
482,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
483,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
484,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
485,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
486,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
487,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
488,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
489,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
490,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
491,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
492,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
493,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
495,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
496,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
497,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
498,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
499,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
500,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
502,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
503,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
504,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
505,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
506,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
507,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
508,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
509,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
510,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
511,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
512,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
513,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
514,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
515,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
516,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
517,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
518,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
519,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
520,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
521,Grassland,Wetland,Water,Water,Water,Water,Water,Water
522,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
523,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
524,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
525,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
526,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
527,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
528,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
529,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
534,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
536,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
537,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
538,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
539,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
541,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
542,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
545,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
546,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
547,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
548,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
549,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
550,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
551,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
552,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
553,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
554,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
555,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
556,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
557,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
558,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
559,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
560,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
561,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
562,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
563,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
564,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
565,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
566,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
567,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
568,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
569,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
570,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
571,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
572,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
573,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
574,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
575,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
576,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
577,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
578,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
579,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
580,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
581,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
582,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
583,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
584,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
585,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
586,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
587,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
588,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
589,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
590,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
591,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
592,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
593,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
594,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
595,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
596,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
597,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
598,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
599,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
600,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
601,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
602,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
603,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
604,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
605,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
606,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
607,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
608,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
609,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
610,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
611,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
612,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
613,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
614,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
615,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
616,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
617,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
618,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
619,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
620,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
621,Wetland,Wetland,Water,Water,Water,Water,Water,Water
622,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
623,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
624,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
625,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
626,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
627,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
628,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
629,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
630,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
631,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
632,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
633,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
634,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
635,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
636,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
637,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
638,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
639,Wetland,Water,Water,Water,Water,Water,Water,Grassland
640,Wetland,Water,Water,Water,Water,Water,Water,Wetland
641,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
642,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
643,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
644,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
649,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
650,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
652,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
655,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
656,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
657,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
658,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
659,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
660,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
661,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
662,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
663,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
664,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
665,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
666,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
667,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
