Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCP_M_R
1485,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1486,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1487,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1488,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1489,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1490,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1491,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1492,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1493,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1494,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1495,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1496,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1497,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1498,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1499,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1500,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1501,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1502,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1503,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1504,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1505,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1506,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1507,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1508,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1509,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1510,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1511,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1512,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1513,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1514,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1515,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1516,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1517,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1518,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1519,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1520,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1521,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1522,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1523,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1524,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1525,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1526,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1527,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1528,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1529,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1530,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1531,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1532,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1533,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1534,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1535,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1536,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1537,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1538,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1539,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
1540,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1541,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1542,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1543,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1544,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1545,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1546,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1547,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1548,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
1549,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1550,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1551,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1552,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1553,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1554,Forest,Forest,Forest,Water,Non_Wetland,Built-up,Wetland,Water
1555,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1556,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1557,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1558,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1559,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1560,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1561,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1562,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1563,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1564,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1565,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1566,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1567,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
