Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRK_M_R
2262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2267,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2268,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
2287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
2299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2313,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2314,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2315,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2316,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2317,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2318,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2319,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2320,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2321,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2322,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2323,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2324,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2325,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2326,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2327,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2328,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2329,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
2330,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
2331,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2332,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2333,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2334,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2335,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2336,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
2337,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2338,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2339,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2340,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
2341,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2342,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2343,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2344,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2345,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2346,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2347,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2348,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2349,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2350,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2351,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2352,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2353,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2354,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2355,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2356,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2357,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2358,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2359,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2360,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2361,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2362,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2363,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2364,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2365,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2366,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2367,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2368,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2369,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2370,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2371,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2372,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2373,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2374,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2375,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2376,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2377,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2378,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2379,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2380,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2381,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2382,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2383,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2384,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2385,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2386,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2387,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2388,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2389,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2390,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2391,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2392,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2393,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2394,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2395,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2396,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2397,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2398,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2399,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2400,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2401,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2402,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2403,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2404,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2405,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2406,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2407,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2408,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2409,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2410,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2411,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2412,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2413,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2414,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2415,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2416,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2417,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2418,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2419,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2420,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2421,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2422,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2423,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2424,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2425,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2426,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2427,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2428,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2429,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2430,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2431,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2432,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2433,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2434,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2435,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2436,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2437,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Water
2438,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2439,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2440,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2441,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2442,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
2443,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2444,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2445,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2446,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2447,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2448,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2449,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2450,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2451,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2452,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2453,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2454,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2455,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2456,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2457,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2458,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2459,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2460,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2461,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2462,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2463,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2464,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2465,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2466,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2467,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2468,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2469,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2470,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2471,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2472,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2473,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2474,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2475,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2476,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2477,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2478,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2479,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2480,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2481,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2482,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2483,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2484,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2485,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2486,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2487,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2488,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2489,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2490,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2491,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2492,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2493,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2494,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
2495,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2496,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2497,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2498,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2499,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2500,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2501,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2502,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2503,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2504,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2505,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2506,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2507,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2508,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2509,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2510,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2511,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2512,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2513,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2514,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2515,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2516,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
2517,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2518,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2519,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
2520,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
2521,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
2522,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2523,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2524,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2525,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2526,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2527,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
2528,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2529,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2530,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2531,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2532,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2533,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2534,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2535,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2536,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2537,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2538,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2539,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2540,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2541,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2542,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2543,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2544,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2545,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2546,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2547,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2548,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2549,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2550,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2551,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2552,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2553,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2554,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2555,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2556,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2557,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2558,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2559,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2560,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2561,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2562,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2563,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2564,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2565,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2566,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2567,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2568,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2569,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2570,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2571,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2572,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2574,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
