Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKQ_M_R
4773,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4774,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4775,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4776,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4777,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4778,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4779,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4780,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4781,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4782,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4783,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4784,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4785,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4786,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4787,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4788,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4789,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4790,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4791,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4792,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4793,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4794,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4795,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4796,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4797,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4798,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4799,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4800,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4801,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4802,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4803,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4804,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4805,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4806,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4807,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4808,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
4809,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4810,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4811,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4812,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4813,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4814,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4815,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4816,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4817,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4818,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4819,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4820,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4821,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4822,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4823,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4824,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4825,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4826,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4827,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4828,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
4829,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
4830,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
4831,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4832,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4833,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4834,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4835,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4836,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4837,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4838,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4839,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4840,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4841,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4842,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4843,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4844,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4845,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
4846,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4847,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4848,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4849,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4850,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4851,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4852,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4853,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4854,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4855,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4856,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4857,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4858,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4859,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4860,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4861,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4862,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4863,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4864,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4865,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4866,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4867,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4868,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4869,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4870,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4871,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4872,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4873,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
4874,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
4875,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4876,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4877,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4878,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4879,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4880,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4881,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4882,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4883,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4884,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4885,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4886,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4887,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4888,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4889,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4890,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4891,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4892,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
4893,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4894,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4895,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4896,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4897,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4898,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4899,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4900,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4901,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4902,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4903,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4904,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
4905,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4906,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4907,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4908,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4909,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4910,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4911,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
4912,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
4913,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,NULL,Forest
4914,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
4915,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4916,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4917,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4918,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4919,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4920,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4921,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4922,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4923,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4924,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4925,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4926,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4927,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4928,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4930,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4931,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4932,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4933,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4934,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4935,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4936,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4937,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4938,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4939,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4940,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4941,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4942,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4943,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4944,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4945,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4946,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4947,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4948,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4949,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4950,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4951,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4952,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4953,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4954,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4955,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4956,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4957,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4958,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
4959,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4960,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4961,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4962,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
4963,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4964,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4965,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4966,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4967,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4968,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4969,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
4970,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
4971,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
4972,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
4973,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4974,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4975,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4976,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
4977,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4978,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4979,Grassland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
4980,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
4981,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
4982,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
4983,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
4984,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4985,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
4986,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
4987,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
4988,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4989,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4990,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4991,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4992,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4993,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4994,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4995,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4996,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
4997,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4998,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4999,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5000,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
5001,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5002,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5003,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
5004,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Cropland
5005,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5006,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5007,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
5008,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5009,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5010,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5011,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5012,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5013,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5014,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5015,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5016,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5017,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5018,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5019,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5020,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5021,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5022,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5023,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5024,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5025,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5026,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5027,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5028,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5029,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5030,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5031,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5032,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5033,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5034,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5035,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5036,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5037,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5038,Grassland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
5039,Grassland,Cropland,Water,NULL,Water,NULL,Water,Forest
5040,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
5041,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5042,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
5043,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5044,Grassland,Cropland,Water,Non_Water,Water,Cropland,NULL,Grassland
5045,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
5046,Grassland,Cropland,Water,Water,Water,Bareland,NULL,Grassland
5047,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5048,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5049,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5050,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5051,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5052,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5053,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5054,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5055,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5056,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5057,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5058,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5059,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5060,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5061,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5062,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5063,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5064,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5065,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5066,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5067,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
