Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWP_M_R
4913,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4914,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4915,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4916,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4917,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4918,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4919,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4920,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4921,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4922,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4923,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4924,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4925,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4926,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4927,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4928,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4929,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4930,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4931,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4932,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4933,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4934,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4935,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4936,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4937,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4938,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4939,Grassland,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4940,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4941,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4942,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4943,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4944,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4945,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4946,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
4947,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4948,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4949,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4950,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4951,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4952,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4953,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4954,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4955,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4956,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4957,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4958,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4959,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4960,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4961,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4962,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4963,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4964,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4965,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4966,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4967,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4968,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4969,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4970,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4971,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
4972,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4973,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4974,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4975,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4976,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4977,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4978,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4979,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4980,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4981,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4982,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4983,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4984,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4985,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4986,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4987,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4988,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4989,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4990,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4991,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4992,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4993,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4994,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4995,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4996,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4997,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4998,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4999,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5000,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5001,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5002,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5003,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5004,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5005,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5006,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5007,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5008,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5009,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5010,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5011,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5012,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5013,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5014,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5015,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5016,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5017,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5018,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5019,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5020,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5021,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5022,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
5023,Grassland,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5024,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5025,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
5026,Grassland,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5027,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
5028,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5029,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Wetland
5030,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5031,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5032,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5033,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5034,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5035,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5036,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5037,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5038,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5039,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5040,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5041,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5042,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5043,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5044,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5045,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5046,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5047,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5048,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5049,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5050,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5051,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5052,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5053,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5054,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5055,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5056,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5057,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5058,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5059,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5060,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5061,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5062,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5063,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5064,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5065,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5066,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5067,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5068,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5069,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5070,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5071,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5072,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5073,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5074,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5075,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5076,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5077,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5078,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5079,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5080,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5081,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5082,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5083,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
5084,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5085,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5086,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5087,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5088,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5089,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5090,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5091,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5092,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5093,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5094,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5095,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5096,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5097,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5098,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5099,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5100,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5101,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5102,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5103,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5104,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5105,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5106,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5107,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5108,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5109,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
5110,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5111,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5112,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5113,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5114,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5115,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
5116,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5117,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5118,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5119,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5120,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5121,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5122,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5123,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5124,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5125,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5126,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5127,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5128,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5129,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5130,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5131,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5132,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
5133,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5134,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
5135,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5136,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5137,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
5138,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5139,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5140,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5141,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5142,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5145,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5146,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5147,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5148,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5149,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5150,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5151,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5152,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5153,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5154,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5155,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5156,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5157,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5158,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5159,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5160,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5161,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5162,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
5163,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5164,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5165,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
5166,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5167,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
5168,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5169,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5170,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5171,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5172,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5173,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5174,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5175,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5176,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5177,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5178,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5179,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5180,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5181,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5182,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5183,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5184,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5185,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5186,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5187,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5188,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5189,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5190,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5191,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5192,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5193,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5194,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5195,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5196,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
5197,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
5198,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5199,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
5200,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
5201,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5202,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
5203,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5204,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5205,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
5206,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
5207,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5208,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5209,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5210,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5211,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5212,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5213,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5214,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
5215,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
5216,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5217,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5218,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5219,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5220,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5221,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5222,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5223,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
