Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGC_M_R
1708,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1709,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1710,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1711,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1712,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1713,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1714,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1715,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1716,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1717,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1718,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1719,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1720,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1721,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1722,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1723,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1724,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1725,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
