Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFV_M_R
1687,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1688,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1689,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1690,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1692,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1693,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1694,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1695,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1696,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1697,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1700,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1701,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1702,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1703,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1704,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1705,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1706,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1708,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1709,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1710,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1711,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1712,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1713,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1714,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1715,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1716,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1717,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1718,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1719,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1720,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1721,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1722,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1723,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1724,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1725,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1726,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1727,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1728,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1729,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1730,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1731,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1732,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1733,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1734,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1735,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1736,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1737,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1739,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1740,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1741,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
1742,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1744,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1745,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1746,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1747,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1748,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1749,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1750,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1751,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1752,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1753,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1754,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1755,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1756,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1757,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1758,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1760,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1761,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1762,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1763,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1764,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1765,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1766,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1767,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1768,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1769,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1770,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1771,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1772,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
1773,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1774,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1775,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1777,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1778,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1779,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1780,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1781,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1782,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1783,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1784,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1785,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1787,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1788,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1789,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1790,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1791,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1792,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1793,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1794,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1796,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1797,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1798,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1799,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1800,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1801,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1802,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1803,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1804,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1805,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1806,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1807,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1808,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1809,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1811,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1812,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1813,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1814,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1815,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1816,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1817,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1818,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1819,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1821,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1822,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1823,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1824,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1825,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1826,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1827,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1828,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1829,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1830,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1831,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1833,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1834,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1835,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1836,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1837,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1838,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1839,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1840,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1841,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1842,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1843,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1844,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1845,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1846,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1847,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1848,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1849,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1850,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1851,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1852,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1853,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1854,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1855,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1856,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1857,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1858,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1859,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1860,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1861,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1862,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1864,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1865,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1866,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1867,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1868,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1869,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1870,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
