Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVD_M_R
336,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
337,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,NULL
338,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
339,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
340,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,NULL
341,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,NULL
342,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,NULL
343,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,NULL
344,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,NULL
345,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,NULL
346,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
348,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
349,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
350,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
351,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
352,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
359,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
360,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
368,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
369,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
370,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
371,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
372,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
373,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
374,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
375,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
376,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
377,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
378,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
379,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,NULL
380,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
381,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,NULL
382,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,NULL
383,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
384,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,NULL
385,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,NULL
386,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
387,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
388,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
389,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,NULL
390,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,NULL
391,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,NULL
392,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
393,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,NULL
394,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Built-up,NULL
395,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,NULL
396,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
397,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,NULL
398,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
399,NULL,NULL,Water,NULL,Water,NULL,Built-up,NULL
400,NULL,NULL,Water,NULL,Water,NULL,Water,NULL
401,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
402,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,NULL
403,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
404,NULL,NULL,Water,Water,Water,NULL,Wetland,NULL
405,NULL,NULL,Water,Water,Water,NULL,Water,NULL
406,NULL,NULL,Water,Water,Water,Bareland,NULL,NULL
407,NULL,NULL,Water,Water,Water,Bareland,Bareland,NULL
408,NULL,NULL,Water,Water,Water,Bareland,Water,NULL
409,NULL,NULL,Water,Water,Water,Water,NULL,NULL
410,NULL,NULL,Water,Water,Water,Water,Water,NULL
411,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
412,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
413,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
414,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
415,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
422,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
423,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
424,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
426,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
427,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
428,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
430,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
431,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
432,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
435,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
436,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
437,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
438,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
439,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
440,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
441,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
442,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
443,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
444,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
445,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
446,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
447,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
448,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
449,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
450,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
451,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
452,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
453,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
454,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
455,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
456,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
457,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
458,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
459,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,NULL
460,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
461,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,NULL
462,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,NULL
463,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
464,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,NULL
465,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,NULL
466,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,NULL
467,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,NULL
468,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
469,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
470,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
471,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
472,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,NULL
473,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
474,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
475,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
476,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
477,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
478,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
479,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
480,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
481,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
482,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
483,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,NULL
484,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
485,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
486,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
487,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
488,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
489,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
490,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
491,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
492,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
493,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
494,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
495,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
496,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,NULL
497,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
498,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,NULL
499,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,NULL
500,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Water,NULL
501,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
502,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,NULL
503,NULL,Cropland,NULL,Water,Non_Wetland,Built-up,Built-up,NULL
504,NULL,Cropland,NULL,Water,Non_Wetland,Water,Wetland,NULL
505,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,NULL
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
526,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
527,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
528,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
529,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
530,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
531,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
532,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
533,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
534,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
535,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
536,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
537,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
538,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
539,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
540,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
541,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
542,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
543,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
544,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,NULL
545,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
546,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
547,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
548,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,NULL
549,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
550,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
551,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
552,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
553,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
554,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
555,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
556,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
557,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
558,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
559,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
560,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
561,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
562,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
563,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
564,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
565,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
566,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
567,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
568,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
569,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
570,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
571,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
572,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,NULL
573,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
574,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
575,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland,NULL
576,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Water,NULL
577,NULL,Cropland,Grassland,Water,Non_Wetland,Water,Water,NULL
578,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
579,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
580,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
581,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
582,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
583,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
584,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
588,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
589,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
590,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
591,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
592,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
593,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
594,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
595,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
596,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
597,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
598,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
599,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
600,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
601,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
602,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
603,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
604,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
605,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
606,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
607,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
608,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
609,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
610,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
611,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
612,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
613,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
614,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
615,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,NULL
616,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
617,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,NULL
618,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,NULL
619,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
620,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,NULL
621,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
622,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
623,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
624,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
625,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
626,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
627,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
628,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
629,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
630,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
631,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
632,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
633,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
634,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
635,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
636,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
637,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,NULL
638,NULL,Cropland,Wetland,Water,Wetland,NULL,Wetland,NULL
639,NULL,Cropland,Wetland,Water,Wetland,NULL,Bareland,NULL
640,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,NULL
641,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,NULL
642,NULL,Cropland,Wetland,Water,Wetland,Wetland,Bareland,NULL
643,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,NULL
644,NULL,Cropland,Wetland,Water,Wetland,Water,Wetland,NULL
645,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,NULL
646,NULL,Cropland,Wetland,Water,Wetland,Water,Water,NULL
647,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
648,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
649,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
650,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Water,NULL
651,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
652,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
653,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
654,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Wetland,NULL
655,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Water,NULL
656,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
657,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
658,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
659,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
660,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
661,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
662,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
663,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
664,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
665,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
666,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
667,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
668,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
669,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
670,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
671,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
672,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,NULL
673,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
674,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,NULL
675,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
676,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,NULL
