Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUL_M_R
325,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
326,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
328,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
329,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
330,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
331,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
332,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
333,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
334,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
335,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
336,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
337,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
338,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
339,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
340,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
341,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
342,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
343,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
344,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
345,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
346,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
347,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
348,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
349,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
350,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
351,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
352,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
353,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
354,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
355,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
356,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
357,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
358,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
359,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
360,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
361,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
362,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
363,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
364,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
365,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
366,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
367,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
368,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
369,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
370,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
371,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
372,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
373,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
374,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
375,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
376,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
377,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
378,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
379,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
380,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
381,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
382,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
383,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
384,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
385,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Built-up
388,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
389,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
390,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
391,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
393,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
394,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
395,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
396,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
397,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
398,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
399,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
400,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
405,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
406,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
407,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
411,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
412,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
416,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Wetland,Wetland
417,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Bareland
419,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
421,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
422,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
423,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
424,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
435,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
436,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
446,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
447,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
448,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
449,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
450,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
451,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
453,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Wetland,Grassland
454,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Wetland,Forest
455,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
456,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
457,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Built-up
458,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
459,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
460,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
461,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
462,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
463,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
464,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
465,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
466,NULL,NULL,Water,Water,Water,Water,Water,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
471,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
472,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
473,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
475,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
478,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
481,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
482,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
484,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
485,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
499,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
503,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
510,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
512,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
513,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
516,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
524,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
532,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
533,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
535,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
536,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
538,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
539,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
540,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
541,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
542,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
543,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
544,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
545,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
547,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
551,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
559,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
560,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
562,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
563,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
564,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
565,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
566,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
568,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
569,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
570,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
572,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
573,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
574,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
575,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
576,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
577,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,Bareland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
579,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
580,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
582,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
583,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
584,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
586,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
587,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
588,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
589,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
590,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
591,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
593,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
594,NULL,Bareland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
595,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Water,Grassland
596,NULL,Bareland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
597,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
598,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
599,NULL,Bareland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
600,NULL,Bareland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
601,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
602,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
603,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
604,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
605,NULL,Bareland,Wetland,Water,Wetland,Wetland,NULL,Grassland
606,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
607,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
608,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
609,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
610,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
611,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
612,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
613,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
614,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
617,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
618,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
619,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
621,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
622,NULL,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
623,NULL,Bareland,Water,Non_Water,Water,Water,Water,Bareland
624,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
625,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
626,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
627,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
628,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
629,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
631,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
632,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
633,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
635,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
642,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
644,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
645,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
646,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
647,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
648,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
650,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
651,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
653,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
654,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
655,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
656,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
659,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
660,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
