Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
342,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
343,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
344,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
345,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
346,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
347,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
348,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
349,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
350,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
351,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
352,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
353,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
354,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
355,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
356,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
357,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
358,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
359,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
360,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
361,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
362,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
363,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
364,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
365,NULL,Built-up,Water,Water,Water,Water,Water,Forest
366,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
368,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
370,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
371,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
373,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
375,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
376,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
377,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
378,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
379,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
380,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
381,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
383,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
385,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
389,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
392,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
393,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
394,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
396,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
399,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
400,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
401,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
402,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
403,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
405,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
406,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
407,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
408,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,Water,Grassland,Water,Non_Wetland,Built-up,Water,Grassland
410,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
411,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
412,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
413,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Water
414,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
415,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
416,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
417,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
418,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
419,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
420,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
421,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
422,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
423,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
424,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
425,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Water
426,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
427,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
428,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
430,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
431,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
433,NULL,Water,Water,NULL,Water,NULL,NULL,Water
434,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
435,NULL,Water,Water,NULL,Water,Water,NULL,Grassland
436,NULL,Water,Water,NULL,Water,Water,NULL,Water
437,NULL,Water,Water,NULL,Water,Water,NULL,Forest
438,NULL,Water,Water,NULL,Water,Water,Water,Water
439,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
440,NULL,Water,Water,Non_Water,Water,NULL,NULL,Built-up
441,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
442,NULL,Water,Water,Non_Water,Water,Water,NULL,Water
443,NULL,Water,Water,Non_Water,Water,Water,Water,Water
444,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
445,NULL,Water,Water,Water,Water,NULL,NULL,Water
446,NULL,Water,Water,Water,Water,NULL,NULL,Forest
447,NULL,Water,Water,Water,Water,Built-up,Built-up,Forest
448,NULL,Water,Water,Water,Water,Built-up,Water,Water
449,NULL,Water,Water,Water,Water,Water,NULL,Water
450,NULL,Water,Water,Water,Water,Water,Water,Water
451,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
453,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
455,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
456,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
457,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
458,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
459,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
460,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
462,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
463,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Water
464,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
465,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
466,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
468,NULL,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
469,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
470,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
472,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
473,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
475,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
476,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
477,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
478,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
479,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
480,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
481,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
482,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
483,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
484,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
485,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
486,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
487,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
488,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
489,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
491,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
493,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
494,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
495,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
496,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
498,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
499,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
500,NULL,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
501,NULL,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
502,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
503,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
505,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
506,NULL,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
507,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
508,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
509,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
510,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
511,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
512,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
513,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
514,NULL,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
515,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
516,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Forest
517,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
518,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
519,NULL,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
520,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
521,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
522,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
523,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
524,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
525,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
526,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
527,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
528,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
529,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
530,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
531,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
532,NULL,Forest,Wetland,Water,Wetland,Water,Forest,Forest
533,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
535,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
537,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
538,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
539,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
540,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
541,NULL,Forest,Water,NULL,Water,Forest,Water,Forest
542,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
543,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
544,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
545,NULL,Forest,Water,Non_Water,Water,Water,Water,Water
546,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
547,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
548,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
549,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
550,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
551,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
552,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
554,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
555,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
556,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
557,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
558,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
559,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
560,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
561,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
562,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
563,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
565,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
566,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
567,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
568,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
569,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
570,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
571,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
572,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
574,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
577,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
580,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
581,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
582,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
583,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
585,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
588,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
589,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
590,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
592,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
593,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
594,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
595,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
596,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
597,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
598,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
601,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
602,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
603,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
606,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
608,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
609,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
610,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
611,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
612,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
613,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
614,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
615,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
616,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
617,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
618,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
619,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
620,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
621,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
622,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
623,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
624,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
625,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
626,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
627,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
628,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
629,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
630,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
631,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
632,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
635,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
640,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
641,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
643,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
644,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
645,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
646,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
647,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
648,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
649,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
650,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
651,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
652,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
653,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
654,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
655,Grassland,NULL,Water,Water,Water,Water,NULL,Water
656,Grassland,NULL,Water,Water,Water,Water,Water,Water
657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
658,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
660,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
661,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
662,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
663,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
664,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
665,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
666,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
667,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
668,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
670,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
671,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
672,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
673,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
674,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
675,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
676,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
677,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
678,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
679,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
680,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
681,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
682,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
683,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
686,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
687,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
688,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
689,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
690,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
691,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
692,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
693,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
694,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
695,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
696,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
697,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
698,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
699,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
700,Grassland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
701,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
702,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
704,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
