Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPD_M_R
2394,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2395,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2396,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2397,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2398,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2399,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2400,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2401,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2402,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2403,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2404,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2405,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2406,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2407,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2408,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2409,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2410,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2411,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2412,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2413,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2414,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2415,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2416,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2417,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2418,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2419,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2420,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2421,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2422,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2423,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2424,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2425,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2426,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2427,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2428,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2429,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2430,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2431,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2432,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2433,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2434,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2435,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2436,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2437,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2438,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2439,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
2440,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2441,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2442,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2443,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2444,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2445,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2446,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2447,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
2448,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2449,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2450,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2451,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2452,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
2453,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2454,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2455,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2456,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2457,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2458,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2459,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2460,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2461,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2462,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2463,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2464,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2465,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2466,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2467,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2468,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2469,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
2470,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
2471,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2472,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2473,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2474,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2475,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2476,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2477,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2478,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2479,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
2480,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
2481,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
2482,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
2483,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2484,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
2485,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2486,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2487,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2488,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2489,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2490,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2491,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2492,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2493,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
2494,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
2495,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2496,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2497,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2498,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2499,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2500,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
2501,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2502,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Forest
2503,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
2504,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
2505,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2506,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2507,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
2508,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
2509,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2510,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
2511,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
2512,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
2513,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
2514,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
2515,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
2516,NULL,Cropland,Wetland,Water,Wetland,Grassland,Bareland,Cropland
2517,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Cropland
2518,NULL,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
2519,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
2520,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
2521,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2522,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
2523,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2524,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
2525,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2526,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2527,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2528,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2529,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2530,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2531,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
2532,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
2533,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2534,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2535,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2536,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2537,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2538,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2539,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2540,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2541,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2542,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2543,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2544,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2545,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2546,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
2547,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2548,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2549,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2550,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2551,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2552,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2553,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
2554,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
2555,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2556,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2557,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2558,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2559,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2560,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2561,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2562,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2563,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2564,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2565,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2566,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Water
2567,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2568,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2569,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2570,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2571,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2572,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2573,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2574,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2575,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2576,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2577,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2578,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2579,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2580,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2581,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2582,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2583,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2584,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2585,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2586,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2587,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2588,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2589,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2590,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2591,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2592,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
2593,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2594,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2595,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2596,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2597,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2598,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2599,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2600,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2601,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2602,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2603,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2604,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2605,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2606,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2607,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2608,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2609,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2610,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2611,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2612,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2613,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2614,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2615,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2616,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2617,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2618,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2619,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2620,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2621,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2622,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2623,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2624,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2625,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2626,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2627,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2628,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2629,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2630,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2631,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2632,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2633,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2634,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2635,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
2636,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2637,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
2638,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2639,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
2640,NULL,Cropland,Water,NULL,Water,Forest,Forest,Forest
2641,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2642,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2643,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2644,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2645,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2646,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2647,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2648,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2649,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2650,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2651,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2652,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
2653,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2654,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2655,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2656,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2657,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2658,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2659,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2660,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2661,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2662,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2663,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2664,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2665,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2666,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2667,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2668,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2669,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2670,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2671,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2672,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2673,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2674,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2675,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2676,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2677,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2678,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2679,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2680,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2681,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2682,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2683,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2684,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2685,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2686,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2687,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2688,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2689,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2690,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2691,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2692,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2693,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2694,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2695,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2696,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2697,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
2698,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2699,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2700,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2701,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2702,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2703,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2704,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2705,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2706,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2707,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2708,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2709,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2710,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
