Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRL_M_R
3899,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3900,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3901,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3902,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3903,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3904,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3905,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3906,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3907,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3908,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3909,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3910,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3911,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3912,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3913,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3914,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3915,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3916,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3917,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3918,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3919,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3920,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3921,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3922,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3923,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3924,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3925,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3926,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3927,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3928,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3929,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3930,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3931,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3932,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3933,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3934,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3935,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3936,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3937,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3938,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3939,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3940,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
3941,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3942,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
3943,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3944,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3945,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3946,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3947,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3948,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3949,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3950,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3951,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3952,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3953,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3954,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3955,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3956,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3957,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3958,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3959,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3960,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
3961,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
3962,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3963,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
3964,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3965,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3966,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3967,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
3968,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
3969,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
3970,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
3971,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3972,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3973,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
3974,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3975,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3976,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3977,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3978,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3979,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3980,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3981,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3982,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3983,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3984,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3985,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3986,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3987,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3988,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3989,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3990,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3991,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3992,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3993,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3994,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3995,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3996,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3997,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3998,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3999,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4000,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4001,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4002,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4003,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4004,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4005,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4006,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
4007,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4008,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
4009,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
4010,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4011,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4012,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4013,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4014,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4015,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4016,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4017,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4018,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4019,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
4020,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4021,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4022,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4023,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4024,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
4025,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Cropland
4026,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
4027,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
4028,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4029,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Water
4030,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
4031,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
4032,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4033,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4034,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4035,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4036,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4037,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4038,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4039,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4040,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4041,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4042,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4043,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4044,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4045,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4046,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4047,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4048,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
4049,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4050,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4051,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4052,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4053,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4054,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4055,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4056,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4057,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4058,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4059,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4060,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4061,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4062,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4063,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4064,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4065,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4066,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4067,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4068,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4069,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4070,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4071,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4072,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4073,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4074,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4075,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4076,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4077,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4078,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4079,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4080,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4081,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4082,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4083,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4084,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
4085,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
4086,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
4087,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4088,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4089,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4090,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4091,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4092,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4093,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4094,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4095,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4096,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
4097,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
4098,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4099,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4100,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4101,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
4102,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4103,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4104,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4105,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4106,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4107,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4108,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4109,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4110,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
4111,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4112,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
4113,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
4114,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4115,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4116,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4117,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
4118,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
4119,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
4120,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4121,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4122,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
4123,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4124,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4125,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4126,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4127,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
4128,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4129,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4130,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
4131,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4132,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
4133,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4134,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4135,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
4136,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
4137,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
4138,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4139,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4140,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
4141,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
4142,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
4143,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
4144,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
4145,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
4146,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
4147,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
4148,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
4149,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
4150,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
4151,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
4152,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
4153,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
4154,Grassland,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
4155,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
4156,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4157,Grassland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
4158,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
4159,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4160,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4161,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4162,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4163,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4164,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4165,Grassland,NULL,Water,NULL,Water,Water,NULL,Water
4166,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
4167,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
4168,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
4169,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4170,Grassland,NULL,Water,Non_Water,Water,Forest,Shrubland,Grassland
4171,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
4172,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
4173,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
4174,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
4175,Grassland,NULL,Water,Water,Water,Water,NULL,Water
4176,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
4177,Grassland,NULL,Water,Water,Water,Water,Water,Water
4178,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4179,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4180,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4181,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4182,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4183,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4184,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4185,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4186,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4187,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4188,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4189,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4190,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4191,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4192,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
4193,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4194,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4195,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4196,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4197,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4198,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4199,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4200,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4201,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4202,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4203,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4204,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4205,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4206,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4207,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4208,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4209,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4210,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4211,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4212,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4213,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4214,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4215,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4216,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4217,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
4218,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4219,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4220,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
4221,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
