Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R
6291,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6292,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6293,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6294,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6295,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
6296,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6297,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6298,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6299,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6300,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6301,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6302,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6303,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6304,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6305,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6306,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6307,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6308,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6309,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6310,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6311,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6312,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
6313,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6314,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6315,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6316,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6317,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6318,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6319,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6320,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6321,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6322,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6323,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6324,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6325,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6326,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6327,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6328,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6329,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6330,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6331,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
6332,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6333,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6334,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6335,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6336,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6337,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6338,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6339,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6340,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6341,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6342,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6343,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6344,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6345,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6346,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6347,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6348,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6349,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6350,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6351,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6352,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6353,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6354,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6355,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6356,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6357,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6358,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6359,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6360,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6361,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6362,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6363,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6364,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6365,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6366,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6367,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6368,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6369,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
6370,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6371,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6372,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6373,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6374,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
6375,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6376,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6377,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6378,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6379,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6380,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
6381,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6382,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6383,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6384,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6385,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6386,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
6387,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
6388,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6389,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6390,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6391,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6392,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6393,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6394,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6395,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6396,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6397,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6398,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6399,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6400,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6401,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6402,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6403,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6404,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6405,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6406,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6407,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6408,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6409,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6410,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6411,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6412,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6413,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6414,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6415,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6416,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6417,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6418,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6422,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6429,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6431,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6432,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6433,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6434,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6435,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6436,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6437,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6438,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6439,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6440,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6441,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6448,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6449,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6450,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6451,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6452,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6453,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6454,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6455,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6463,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6464,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6465,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6466,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6468,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6469,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6470,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6471,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6472,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6473,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6474,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6475,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6476,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6477,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6487,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6488,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6491,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6492,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6493,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6494,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6495,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6496,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6497,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6499,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6510,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6518,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6522,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6523,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6524,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6526,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6527,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6528,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
6530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
6533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6534,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6535,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6536,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6537,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6538,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
6539,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6540,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6541,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6542,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6543,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6544,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6545,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6546,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6547,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6548,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6549,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6550,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6551,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
6552,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
6553,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6554,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6559,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6560,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6561,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6562,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6563,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6564,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6565,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6566,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6567,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6568,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6569,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6570,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6571,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6572,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6573,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6574,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6575,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6576,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6577,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6578,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
6579,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6580,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6581,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6582,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6583,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6584,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6585,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6586,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6587,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6588,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6589,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6590,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6591,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6592,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6593,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6594,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6595,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6596,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
6597,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6598,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6599,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6600,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6601,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6602,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6603,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6604,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
