Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHA_M_R
334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
342,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
345,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
346,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
347,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
348,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
349,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
350,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
351,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
352,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
353,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
354,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
355,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
356,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
357,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
358,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
359,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
360,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
361,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
362,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
363,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
364,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
365,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
366,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
367,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
369,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
370,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
371,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
372,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
373,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
374,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
375,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
378,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
379,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
380,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
381,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
382,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
383,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
384,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
385,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
386,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
387,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
388,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
389,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
390,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
391,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
392,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
393,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
394,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
395,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
396,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
397,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
398,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
399,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
400,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
401,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
402,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
403,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
404,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
405,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
406,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
407,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
408,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
409,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
410,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
411,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
412,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
415,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
416,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
417,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
418,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
419,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
421,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
422,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
423,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
424,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
425,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
426,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
427,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
428,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
429,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
430,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
431,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
434,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
435,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
436,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
437,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
439,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
440,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
441,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
442,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
443,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
445,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
446,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
447,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
448,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
449,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
450,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
451,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
452,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
453,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
454,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
455,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
463,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
465,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
467,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
468,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
469,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
470,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
471,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Forest
472,Cropland,NULL,Water,NULL,Water,Grassland,Forest,Forest
473,Cropland,NULL,Water,NULL,Water,Forest,Forest,Forest
474,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
477,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
478,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
479,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
481,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
482,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
483,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
484,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
485,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
486,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
487,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
488,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
489,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
490,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
491,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
492,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
493,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
494,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
496,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
497,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
498,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
499,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
502,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
503,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
504,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
505,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
506,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
507,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
508,Cropland,Forest,Water,NULL,Water,Grassland,NULL,Forest
509,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
510,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
511,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
512,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
513,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
514,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
516,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
517,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
518,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
520,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
521,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
522,Cropland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
523,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
524,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
525,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
526,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
527,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
528,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
529,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
532,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
533,Wetland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
534,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
535,Wetland,Water,Water,Water,Water,Wetland,Water,Water
536,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
538,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
539,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
540,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
541,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
544,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
545,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
548,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
549,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
552,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
553,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
555,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
557,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
558,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
559,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
560,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
561,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
562,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
564,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
565,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
566,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
567,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
568,Bareland,NULL,Wetland,NULL,Wetland,Forest,NULL,Bareland
569,Bareland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
570,Bareland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
571,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
572,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
573,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Forest
574,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
575,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
576,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
577,Bareland,NULL,Water,NULL,Water,Grassland,Water,Bareland
578,Bareland,NULL,Water,NULL,Water,Grassland,Water,Forest
579,Bareland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
580,Bareland,NULL,Water,NULL,Water,Grassland,Forest,Forest
581,Bareland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
582,Bareland,NULL,Water,NULL,Water,Wetland,NULL,Bareland
583,Bareland,NULL,Water,NULL,Water,Wetland,NULL,Forest
584,Bareland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
585,Bareland,NULL,Water,NULL,Water,Water,NULL,Grassland
586,Bareland,NULL,Water,NULL,Water,Water,NULL,Forest
587,Bareland,NULL,Water,NULL,Water,Forest,NULL,Forest
588,Bareland,NULL,Water,NULL,Water,Forest,Grassland,Forest
589,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
590,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
591,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
592,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
593,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
594,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
595,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
596,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
598,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
599,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
600,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
601,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
602,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
603,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
604,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
605,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
606,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
607,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
608,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
609,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
610,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
611,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
612,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
613,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
614,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
615,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
616,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
617,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Water,Water,Water,Water,Wetland,Water,Water
620,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
621,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
622,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
624,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
625,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
626,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
627,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
628,Bareland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
629,Bareland,Forest,Water,NULL,Water,Grassland,Water,Forest
630,Bareland,Forest,Water,NULL,Water,Grassland,Forest,Grassland
631,Bareland,Forest,Water,NULL,Water,Wetland,Forest,Grassland
632,Bareland,Forest,Water,NULL,Water,Water,Water,Forest
633,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
634,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
635,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
636,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
637,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
639,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
640,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
641,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
642,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
643,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
644,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
645,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
646,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
647,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
648,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
649,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
650,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
652,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
653,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
654,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
655,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
656,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
657,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
658,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
659,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
660,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
661,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
662,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
663,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
664,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
665,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
666,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
667,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
668,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
669,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
670,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
671,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
672,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
673,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
674,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
675,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
