Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVL_M_R
325,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
326,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
327,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
328,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
329,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
331,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
332,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
333,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
334,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
335,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
336,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
337,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
338,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
339,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
340,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
341,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
342,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
343,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
344,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
345,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
346,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
347,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
348,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
349,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
350,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
351,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
352,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
353,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
354,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
355,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
356,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
357,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
358,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
359,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
360,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
361,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
362,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
363,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
364,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
365,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
366,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
367,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
368,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
369,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
370,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
371,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
372,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
373,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
374,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
379,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
380,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
381,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
382,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
383,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
384,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
386,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
387,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
388,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
389,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
390,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
391,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
393,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
394,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
397,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
398,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
399,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
400,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
401,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
402,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
403,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
404,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
406,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
408,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
409,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
410,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
414,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
415,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
416,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
417,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
418,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
419,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
421,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
422,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
423,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
424,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
426,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
428,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
430,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
432,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
442,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
444,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
454,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
455,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
457,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
458,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
459,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
460,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
461,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
462,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
463,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
464,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
465,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
466,NULL,NULL,Water,Water,Water,Water,Water,Grassland
467,NULL,NULL,Water,Water,Water,Water,Water,Water
468,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
469,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
476,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
478,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
479,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
482,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
484,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
486,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
490,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
499,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
506,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
510,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
511,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
513,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
515,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
517,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
521,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
522,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
524,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
525,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
534,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
535,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
539,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
546,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
547,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
549,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
550,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
554,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
556,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
557,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
558,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
560,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
561,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
564,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
565,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
567,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
572,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
574,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
575,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
578,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
579,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
580,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
582,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
583,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
584,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Forest
588,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
590,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
591,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
592,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
593,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
594,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
595,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
596,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
597,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
598,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
599,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
600,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
601,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
602,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
603,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
604,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
605,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
606,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
607,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
608,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
609,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
610,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
611,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
612,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
613,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
614,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
615,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
616,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
617,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
620,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
621,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
622,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
623,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
624,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
625,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
626,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
627,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
628,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
629,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
630,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
631,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
632,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
633,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
634,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
635,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
636,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
637,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
638,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
639,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
640,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
641,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
642,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
643,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
644,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
645,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
646,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
647,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
648,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
649,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
650,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
651,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
652,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
