Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTR_M_R
1199,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1200,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1201,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1202,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1203,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1204,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1205,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1206,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1207,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
1208,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1209,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1210,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1211,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1212,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1213,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1214,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1215,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1216,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1217,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1218,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1219,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
1220,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1221,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1222,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1223,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1224,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1225,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1226,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1227,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1228,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1229,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1230,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1231,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1232,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1233,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1234,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1235,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1236,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1243,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1244,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1245,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1246,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1247,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1248,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1249,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
1251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1254,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1255,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1256,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1257,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1258,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1259,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1260,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1261,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1262,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1263,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1264,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1265,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1266,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1267,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1268,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1269,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1270,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1271,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1272,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1273,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1274,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1275,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1276,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1277,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1278,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1279,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1280,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
1281,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1282,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
1283,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1284,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
1285,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1286,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1287,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1288,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1289,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1290,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1291,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1292,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1293,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
1294,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1295,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1296,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1297,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1298,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1299,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1300,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1301,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1302,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1303,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1304,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
1305,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1306,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1307,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1308,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
1309,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1310,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1311,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1312,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1313,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
1314,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1315,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1316,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1317,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1318,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1319,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1320,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1321,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1322,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1323,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1324,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1325,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1326,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1327,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1328,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1329,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1330,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1331,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1332,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
1333,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1334,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
1335,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1336,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1337,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1338,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1339,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1340,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1341,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1342,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
1343,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1344,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1345,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1346,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1347,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1348,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1349,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1350,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1351,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1352,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1353,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
1354,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1355,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1356,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1357,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1358,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1359,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
1361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
1366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
1384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
1393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
1398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1403,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1404,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1405,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
1406,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
1407,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
1408,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1409,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1410,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1411,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1412,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1414,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1415,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
1416,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1417,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
1420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
1422,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1423,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1424,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1425,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1426,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1427,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1428,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1429,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
1430,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
1431,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
1432,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
1433,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
1434,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1435,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1436,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1437,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1438,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1439,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
1440,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
1441,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1442,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Wetland
1443,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1444,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
1445,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
1446,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1447,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
1448,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1449,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1450,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1451,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1452,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1453,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
1454,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
1455,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
1456,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1457,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1458,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1459,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1460,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1461,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1462,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1463,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
1464,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
1465,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1466,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1467,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1468,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1469,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
1470,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1471,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1472,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
1473,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
1474,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
1475,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1476,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1477,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1478,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1479,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1480,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1481,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1482,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1483,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1484,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
1485,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1486,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
1487,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1488,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1489,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
1490,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1491,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1492,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1493,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
1494,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1495,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1496,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1497,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1498,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
1499,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1500,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1501,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1502,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
1503,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1504,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1505,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1506,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
1507,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
1508,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1509,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,NULL
1510,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
1511,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
1512,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1513,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1514,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1515,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1516,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1517,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
1518,NULL,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
1519,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
1520,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1521,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
1522,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1523,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
1524,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
