Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R
1461,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1462,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1463,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1464,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1465,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1466,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1467,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1468,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1469,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1470,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1471,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1472,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1473,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1476,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1477,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1478,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1479,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1480,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1481,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1482,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1483,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1484,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1485,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1486,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1487,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1488,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1489,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1490,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1491,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1492,Cropland,Water,Water,NULL,Water,NULL,NULL,Cropland
1493,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1494,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1495,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1496,Cropland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1497,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1498,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1499,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1500,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1501,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1502,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
1503,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1504,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1505,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1507,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1508,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1509,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1511,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1512,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1513,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1514,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1515,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1516,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1518,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1519,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1520,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1521,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1522,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1523,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1524,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1525,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1526,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1527,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1528,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1529,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1531,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1532,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1533,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1535,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1536,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1537,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1538,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1539,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1540,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1542,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1543,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1544,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1545,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1547,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1548,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1549,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1550,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1551,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1552,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1553,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1554,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1555,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1556,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1557,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1558,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1559,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1560,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1561,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1562,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1563,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1564,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1565,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1566,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1567,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1568,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1569,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1570,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1571,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1572,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1573,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1574,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1575,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1576,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1577,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1578,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1579,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1580,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1581,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1583,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1585,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1587,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1588,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1589,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1590,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1591,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1592,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1593,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1594,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1595,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1596,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1598,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1599,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1600,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1601,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1602,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1603,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1604,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
1605,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1606,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1607,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1608,Cropland,Forest,Water,NULL,Water,NULL,NULL,Built-up
1609,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1610,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1611,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1612,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1613,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1614,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1615,Cropland,Forest,Water,Water,Water,NULL,NULL,Cropland
1616,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1617,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1618,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1619,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1620,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1622,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1623,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1624,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1625,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1626,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1627,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1628,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1629,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1630,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1631,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1632,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1634,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1635,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1636,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1637,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1638,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1639,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1640,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1643,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1646,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1647,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1648,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1649,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1650,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1651,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1652,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1653,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1654,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1655,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1656,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1658,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1659,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1660,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1661,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1662,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1663,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1664,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1665,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1666,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1667,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1668,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1669,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1670,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1671,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1672,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1673,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1674,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1675,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1676,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1677,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1678,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1679,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1680,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1681,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1682,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1683,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1684,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1686,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1687,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1688,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1689,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1691,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1692,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1693,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1694,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1695,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1696,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1697,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1698,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1699,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1700,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1701,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1702,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1703,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1704,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1705,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1706,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1707,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1708,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1709,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1710,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1711,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1712,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1713,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1714,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1715,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1716,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1718,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1719,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1720,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1722,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1723,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1724,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1725,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1726,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1727,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1729,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1730,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1731,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1732,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1733,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1734,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1735,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1736,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1737,Wetland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1738,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1739,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1740,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1741,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1742,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1743,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1744,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1745,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1746,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1747,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1748,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1749,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1750,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1751,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1752,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1753,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1754,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1755,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1756,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1757,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1758,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1759,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1760,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1763,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1764,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1765,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1766,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1767,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1768,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1769,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1770,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1771,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1772,Wetland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Wetland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1774,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1775,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1776,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1779,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1780,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1781,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1782,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1783,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1784,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1785,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1786,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1787,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1788,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1789,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1791,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1793,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1794,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1795,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1796,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1797,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1798,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1799,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
