Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMF_M_R
1603,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1604,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1605,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1606,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1607,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1608,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1609,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1610,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1611,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1612,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1613,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1614,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1615,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1616,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1617,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1618,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1619,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1620,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1622,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1623,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1624,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1625,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1626,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1627,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1628,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1630,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1631,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1632,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1633,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1634,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1636,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1637,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1638,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1639,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1641,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1642,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1643,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1645,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1647,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1649,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1650,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1651,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1652,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1653,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1654,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1655,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1656,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1657,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1658,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1659,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1660,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1661,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1662,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1663,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1664,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1665,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1666,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1667,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1668,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1669,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1670,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1671,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1672,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1673,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1674,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1675,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1677,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1678,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1679,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1680,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1681,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1682,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1684,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1685,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1686,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1687,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1688,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1689,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1690,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1691,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1692,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1693,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1694,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1695,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1696,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1697,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1698,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1699,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1700,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1701,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1702,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1703,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1704,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1705,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1706,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1707,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1708,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1709,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1710,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1711,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1712,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1713,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1715,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1716,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1717,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1718,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1719,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1721,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1722,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1724,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1725,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1726,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1727,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1728,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1730,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1731,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1732,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1733,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1734,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1735,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1736,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1737,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1738,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1739,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1740,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1741,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1742,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1743,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1744,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1745,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1746,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1747,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1748,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1749,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1750,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1751,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1752,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1753,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
1754,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1755,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1756,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1757,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1758,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1759,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1760,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1761,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1762,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1763,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1764,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1765,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1766,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1767,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1768,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1769,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1770,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1771,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1772,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1773,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1774,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1775,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1777,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1778,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1779,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1780,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1781,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1782,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1783,Wetland,Bareland,Water,NULL,Water,NULL,NULL,Water
1784,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1785,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1786,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1788,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1789,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1791,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1792,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1793,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1794,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1795,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1796,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1797,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Water
1798,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1799,Wetland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1800,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1802,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1803,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1804,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1805,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1806,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1808,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1810,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1811,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1812,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1813,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1814,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1815,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1816,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1817,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1818,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1819,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1820,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1821,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1822,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1823,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1824,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1825,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1826,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1827,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1828,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1829,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1830,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1831,Wetland,Water,Water,NULL,Water,NULL,NULL,Cropland
1832,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1833,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1834,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1835,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1836,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1837,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1838,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1839,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1840,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1841,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1842,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1843,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1844,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1845,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1846,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1847,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1848,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1849,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1850,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1851,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1855,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1856,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1858,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1859,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1860,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1861,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1862,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1863,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1864,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1865,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1866,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1868,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1869,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1870,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1871,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1872,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1873,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1874,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1875,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1876,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1877,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1878,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1879,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1880,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1881,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1882,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1883,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1884,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1885,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1887,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1888,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1889,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1890,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1891,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1892,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1893,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1894,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1895,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1896,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1897,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1898,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1899,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1900,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1901,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1902,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1903,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1904,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1905,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1906,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1907,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1909,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1910,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1912,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1913,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1914,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1916,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1917,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1918,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1919,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1920,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1921,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1922,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1923,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1924,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1926,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1927,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1928,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1929,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1931,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1932,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1933,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1934,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1935,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1936,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1937,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1938,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1939,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1940,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1941,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1942,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1943,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
