Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQR_M_R
1738,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1739,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1740,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1741,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1742,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1743,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1744,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1745,Water,Forest,Bareland,Water,Non_Wetland,Water
1746,Water,Forest,Bareland,Water,Non_Wetland,Forest
1747,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1748,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1749,Water,Forest,Water,NULL,Water,Bareland
1750,Water,Forest,Water,NULL,Water,Water
1751,Water,Forest,Water,NULL,Water,Forest
1752,Water,Forest,Water,Non_Water,Water,Grassland
1753,Water,Forest,Water,Non_Water,Water,Bareland
1754,Water,Forest,Water,Non_Water,Water,Water
1755,Water,Forest,Water,Water,Water,Grassland
1756,Water,Forest,Water,Water,Water,Water
1757,Water,Forest,Water,Water,Water,Forest
1758,Water,Forest,Forest,NULL,Non_Wetland,NULL
1759,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1760,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1761,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1762,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1763,Water,Forest,Forest,NULL,Non_Wetland,Water
1764,Water,Forest,Forest,NULL,Non_Wetland,Forest
1765,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1766,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1767,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1768,Water,Forest,Forest,Water,Non_Wetland,Water
1769,Water,Forest,Forest,Water,Non_Wetland,Forest
1770,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1771,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1772,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1773,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1774,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1775,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
1776,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1777,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1778,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1779,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1780,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1781,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1782,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1783,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
1784,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1785,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1786,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1787,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1788,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1789,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland
1790,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1791,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1792,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Bareland
1793,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1794,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1795,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1796,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1797,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1798,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1799,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1800,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1801,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1802,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1803,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1804,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1805,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1806,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1807,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1808,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1809,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1810,Forest,NULL,NULL,Water,Non_Wetland,Forest
1811,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1812,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1813,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1814,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1815,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1816,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1817,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1818,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1819,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1820,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1821,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1822,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1823,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1824,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1825,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1826,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1827,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1828,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1829,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1830,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1831,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1832,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1833,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1834,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1835,Forest,NULL,Grassland,Water,Non_Wetland,Water
1836,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1837,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1838,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1839,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1840,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1841,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1842,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1843,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1844,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1845,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1846,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1847,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1848,Forest,NULL,Cropland,Water,Non_Wetland,Water
1849,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1850,Forest,NULL,Wetland,Water,Wetland,Grassland
1851,Forest,NULL,Wetland,Water,Wetland,Water
1852,Forest,NULL,Wetland,Water,Wetland,Forest
1853,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1854,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1855,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1856,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1857,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1858,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1859,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1860,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1861,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1862,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1863,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1864,Forest,NULL,Bareland,Water,Non_Wetland,Water
1865,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1866,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1867,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1868,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1869,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1870,Forest,NULL,Water,NULL,Water,Grassland
1871,Forest,NULL,Water,NULL,Water,Bareland
1872,Forest,NULL,Water,NULL,Water,Water
1873,Forest,NULL,Water,NULL,Water,Forest
1874,Forest,NULL,Water,Non_Water,Water,Grassland
1875,Forest,NULL,Water,Non_Water,Water,Cropland
1876,Forest,NULL,Water,Non_Water,Water,Bareland
1877,Forest,NULL,Water,Non_Water,Water,Forest
1878,Forest,NULL,Water,Water,Water,Grassland
1879,Forest,NULL,Water,Water,Water,Bareland
1880,Forest,NULL,Water,Water,Water,Water
1881,Forest,NULL,Water,Water,Water,Forest
1882,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1884,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1885,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1886,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1887,Forest,NULL,Forest,NULL,Non_Wetland,Water
1888,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1889,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1890,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1891,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1892,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1893,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1894,Forest,NULL,Forest,Water,Non_Wetland,NULL
1895,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1896,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1897,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1898,Forest,NULL,Forest,Water,Non_Wetland,Water
1899,Forest,NULL,Forest,Water,Non_Wetland,Forest
1900,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1901,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1902,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1903,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1904,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1905,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1906,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1907,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1908,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1909,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1910,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1911,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1912,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1913,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1914,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1915,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
1916,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1917,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1918,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1919,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1920,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1921,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1922,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1923,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1924,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1925,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1926,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1927,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
1928,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1929,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1930,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1931,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1932,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1933,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1934,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
1935,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1936,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1937,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1938,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1939,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1940,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1941,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1942,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1943,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1944,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1945,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1946,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1947,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1948,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1949,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1950,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1951,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1952,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1953,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1954,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1955,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1956,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1957,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1958,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1959,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1960,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1961,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
1962,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1963,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1964,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1965,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1966,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1967,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1968,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1969,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1970,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1971,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
1972,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1973,Forest,Wetland,Water,NULL,Water,Cropland
1974,Forest,Wetland,Water,NULL,Water,Water
1975,Forest,Wetland,Water,NULL,Water,Forest
1976,Forest,Wetland,Water,Water,Water,Water
1977,Forest,Wetland,Water,Water,Water,Forest
1978,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1979,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1980,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1981,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1982,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1983,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1984,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1985,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1986,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1987,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1988,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1989,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1990,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
1991,Forest,Wetland,Forest,Water,Non_Wetland,Water
1992,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1993,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1994,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1995,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1996,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1997,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1998,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1999,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2000,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2001,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2002,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2003,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2004,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2005,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2006,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2007,Forest,Bareland,Grassland,Water,Non_Wetland,Bareland
2008,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2009,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2010,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2011,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2012,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
2013,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2014,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland
2015,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2016,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
2017,Forest,Bareland,Wetland,Water,Wetland,Bareland
2018,Forest,Bareland,Wetland,Water,Wetland,Water
2019,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2020,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2021,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2022,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2023,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2024,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2025,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2026,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
2027,Forest,Bareland,Water,NULL,Water,Water
2028,Forest,Bareland,Water,NULL,Water,Forest
2029,Forest,Bareland,Water,Non_Water,Water,Forest
2030,Forest,Bareland,Water,Water,Water,Water
2031,Forest,Bareland,Water,Water,Water,Forest
2032,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2033,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2034,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2035,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2036,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
2037,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2038,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
2039,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2040,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2041,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2042,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2043,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2049,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2050,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2051,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2052,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2053,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland
2054,Forest,Built-up,Shrubland,Water,Non_Wetland,Water
2055,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2056,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2057,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2058,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2059,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2060,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2061,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2062,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2063,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2064,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2065,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2066,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2067,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2068,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2069,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2070,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
2071,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2072,Forest,Built-up,Wetland,NULL,Wetland,Forest
2073,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
2074,Forest,Built-up,Wetland,Water,Wetland,Bareland
2075,Forest,Built-up,Wetland,Water,Wetland,Water
2076,Forest,Built-up,Wetland,Water,Wetland,Forest
2077,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2078,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2079,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2080,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2081,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2082,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2083,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2084,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland
2085,Forest,Built-up,Bareland,Water,Non_Wetland,Water
2086,Forest,Built-up,Bareland,Water,Non_Wetland,Forest
2087,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2088,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2089,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2090,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2091,Forest,Built-up,Water,NULL,Water,Grassland
2092,Forest,Built-up,Water,NULL,Water,Forest
2093,Forest,Built-up,Water,Non_Water,Water,Grassland
2094,Forest,Built-up,Water,Non_Water,Water,Forest
2095,Forest,Built-up,Water,Water,Water,Forest
2096,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2097,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2098,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2099,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2100,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2101,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2102,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2103,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2104,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland
2105,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up
2106,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2107,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2108,Forest,Built-up,Forest,Water,Non_Wetland,Bareland
2109,Forest,Built-up,Forest,Water,Non_Wetland,Water
2110,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2111,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2112,Forest,Water,NULL,NULL,Non_Wetland,Water
2113,Forest,Water,NULL,NULL,Non_Wetland,Forest
2114,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2115,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2116,Forest,Water,NULL,Water,Non_Wetland,Grassland
2117,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2118,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2119,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2120,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2121,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2122,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2123,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2124,Forest,Water,Shrubland,Non_Water,Non_Wetland,Built-up
2125,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2126,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2127,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2128,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2129,Forest,Water,Shrubland,Water,Non_Wetland,Water
2130,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2131,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2132,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2133,Forest,Water,Grassland,NULL,Non_Wetland,Water
2134,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2135,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2136,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2137,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2138,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2139,Forest,Water,Grassland,Water,Non_Wetland,Water
2140,Forest,Water,Grassland,Water,Non_Wetland,Forest
2141,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2142,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2143,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2144,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
2145,Forest,Water,Cropland,NULL,Non_Wetland,Water
2146,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2147,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2148,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2149,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2150,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2151,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2152,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2153,Forest,Water,Cropland,Water,Non_Wetland,Water
2154,Forest,Water,Cropland,Water,Non_Wetland,Forest
2155,Forest,Water,Wetland,NULL,Wetland,Grassland
2156,Forest,Water,Wetland,NULL,Wetland,Bareland
