Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYE_M_R
1401,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1402,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1403,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1404,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1406,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1407,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1408,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1411,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1412,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1413,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1415,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1416,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1419,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1420,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1421,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1422,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1423,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1426,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1427,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1428,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1429,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1430,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1431,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1432,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1433,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1434,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1435,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1436,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1437,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1438,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1439,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1440,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1441,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1442,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1443,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1444,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1445,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1446,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1447,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1448,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1449,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1450,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1453,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1455,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1456,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1457,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1458,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1459,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1460,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1461,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1462,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1463,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1464,Bareland,Built-up,Water,Water,Water,NULL,NULL,Forest
1465,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1468,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1469,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1470,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1471,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1472,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1473,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1474,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1475,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1476,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1477,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1478,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1479,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1480,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1481,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1482,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1483,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1484,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1485,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1487,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1488,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1489,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1490,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1491,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1492,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1493,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1494,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1495,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1496,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1498,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1499,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1500,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1503,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1504,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1505,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1506,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1507,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1508,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1509,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1510,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1511,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1512,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1513,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1514,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1516,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1517,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1518,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1519,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1520,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1521,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1522,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1523,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1524,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1525,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1526,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1527,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1528,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1531,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1532,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1534,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1535,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1536,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1537,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1538,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1539,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1541,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1542,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1543,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1544,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1545,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1546,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1548,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1549,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1550,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1551,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1552,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1553,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1554,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1555,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1556,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1557,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1559,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1560,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1561,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1563,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1564,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1565,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1566,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1567,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1568,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1569,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1570,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1571,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1572,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1573,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1574,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1575,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1576,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1577,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1580,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1581,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1582,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1583,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1584,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1585,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1586,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1587,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1588,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1589,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1592,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1593,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1595,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1596,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1597,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1598,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1599,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1600,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1601,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1603,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1604,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1605,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1606,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1607,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1608,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1609,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1610,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1611,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1612,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1613,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1614,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1615,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1616,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1617,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1618,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1619,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1620,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1621,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1622,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1623,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1624,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1628,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1630,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1631,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1632,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1633,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1634,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1635,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1636,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1637,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1638,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1639,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1640,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1641,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1642,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1643,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1644,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1647,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1648,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1649,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1650,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1651,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1652,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1653,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1654,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1655,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1656,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1657,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1658,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1659,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1660,Water,NULL,Water,Water,Water,NULL,NULL,Water
1661,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1662,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1663,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1664,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1665,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1666,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1667,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1668,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1669,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1670,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1671,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1672,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1673,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1674,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1675,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1676,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1677,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1678,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1679,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1680,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1682,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1683,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1684,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1685,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1686,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1687,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1688,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1689,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1690,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1691,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1692,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1693,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1694,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1695,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1697,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1698,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1699,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1702,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1703,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1704,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1705,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1706,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1707,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1708,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1709,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1710,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1711,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1713,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1714,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1715,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1716,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1717,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1718,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1719,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1721,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1722,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1723,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1724,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1725,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1726,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1727,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1728,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1729,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1730,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1732,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1733,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1734,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1735,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1736,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1737,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1738,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1739,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1740,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1741,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1742,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1743,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1744,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1745,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1746,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1747,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1748,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1749,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1750,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
