Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYA_M_R
1374,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1375,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1377,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1379,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1380,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1381,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1382,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1383,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1384,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1385,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1386,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1387,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1388,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1389,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1390,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1391,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1392,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1393,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1394,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1395,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1396,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1512,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1513,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
1514,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1515,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1516,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
1517,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1524,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1525,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1526,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1527,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1528,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1529,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1530,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1531,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1532,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1533,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1534,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1535,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1536,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1537,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1538,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1539,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1540,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1541,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1542,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1543,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1544,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1545,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1546,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1547,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1548,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1549,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1550,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1551,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1552,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1553,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1554,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1555,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1556,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1557,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1558,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1559,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1560,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1561,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1562,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1563,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1564,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1565,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1566,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1567,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1568,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1569,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1570,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1571,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1572,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1573,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1574,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1575,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1576,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1577,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1578,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1579,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1580,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1581,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1582,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1583,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1584,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1585,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1587,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1588,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1589,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1590,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1591,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1592,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1593,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1594,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1595,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1596,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1597,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1598,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1599,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1600,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1601,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1602,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1603,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1604,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1605,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1606,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1607,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1608,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1609,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1610,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1611,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1612,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1613,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1614,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1615,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1616,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1617,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1618,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1619,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1620,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1621,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1622,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1623,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1624,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1625,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1626,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1627,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1628,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1629,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1630,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1631,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1632,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1633,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1634,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1635,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1636,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1637,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1638,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1639,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1640,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1641,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1642,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1643,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1644,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1645,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1646,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1647,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1648,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1649,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1650,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1651,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1652,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1665,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1666,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1667,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1668,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1669,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1670,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1671,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1672,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1673,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1674,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1675,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1676,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1677,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1678,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1679,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1680,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1681,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1682,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1683,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1684,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1685,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1686,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
