Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUR_M_R
322,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
323,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
324,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
325,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
326,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
327,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
328,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
329,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
332,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
333,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
334,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
335,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
336,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
337,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
338,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
339,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
340,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
342,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
343,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
344,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
345,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
346,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
347,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
348,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
349,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
350,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
351,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
353,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
354,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
355,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
356,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
357,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
358,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
367,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
368,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
370,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
371,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
372,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
373,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
376,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
377,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
378,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
380,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
381,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
382,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
383,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
384,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
385,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
386,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
387,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
389,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
390,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
393,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
396,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
397,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
403,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
405,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
406,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
408,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
409,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
411,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
412,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
413,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
415,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
416,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
417,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
418,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
421,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
422,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
423,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
425,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
432,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
433,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
434,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
435,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
436,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
437,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
438,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
439,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
440,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
441,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
442,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
443,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
444,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
445,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
446,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
447,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
449,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
451,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
452,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
453,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
454,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
455,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
456,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
457,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
458,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
459,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
460,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
461,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
462,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
463,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
464,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
465,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
467,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
468,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
469,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
471,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
472,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
473,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
474,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
475,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
476,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
477,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
478,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
479,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
480,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
481,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
482,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
483,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
484,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
485,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
486,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
487,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
488,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
489,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
490,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
491,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
492,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
493,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
494,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
495,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
496,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
497,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
498,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
499,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
500,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
501,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
502,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
503,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
504,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
505,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
506,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
507,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
508,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
509,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
510,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
511,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
512,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
513,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Forest
514,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
516,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
517,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
518,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
519,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
520,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
521,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
522,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
523,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
524,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
525,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
526,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
527,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
531,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
532,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
533,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
534,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
535,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
537,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
538,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
539,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
540,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
541,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
542,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
543,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
544,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
545,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
546,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
547,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
548,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
549,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
550,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
552,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
553,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
554,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
555,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
558,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
559,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
564,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
565,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
566,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
568,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
569,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
574,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
575,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
578,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
579,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
580,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
582,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Wetland
583,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
584,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
585,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
586,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
587,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
588,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
589,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
590,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
591,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
592,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
593,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
594,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
595,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
596,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
597,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
598,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
599,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
600,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
601,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
602,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
603,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
604,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
605,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
606,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
607,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
608,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
609,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
610,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
611,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
612,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
613,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
614,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
615,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
616,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,NULL
617,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
618,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
619,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
620,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
621,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
622,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
623,NULL,NULL,Water,Non_Water,Water,Water,NULL,Bareland
624,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
625,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
626,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
627,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
628,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
629,NULL,NULL,Water,Water,Water,NULL,NULL,Water
630,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
631,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
632,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
633,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
634,NULL,NULL,Water,Water,Water,Water,Grassland,Water
635,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
636,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
638,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
639,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
640,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
641,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
642,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
644,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
648,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
650,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
651,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
652,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
653,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
654,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
656,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
657,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
658,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
660,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
662,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
663,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
665,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
666,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
667,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
668,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
669,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
670,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
671,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
672,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
