Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEF_M_R
318,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Wetland,Wetland
319,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
320,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
321,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
322,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
323,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
324,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
335,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Built-up
341,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
355,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Bareland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
373,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
375,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
376,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
377,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
378,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
379,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
386,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Cropland
387,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
388,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
389,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
390,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
391,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
392,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
393,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
394,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
395,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Cropland
396,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
397,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
398,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
400,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
401,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
402,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
417,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
418,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
423,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
431,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
453,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
455,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
456,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
457,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
459,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
460,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
463,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
464,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
465,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
466,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
471,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
472,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
473,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
474,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
475,NULL,NULL,Wetland,Non_Water,NULL,Wetland,Water,Water
476,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
477,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
478,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
479,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
480,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
483,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
484,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
486,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
487,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
488,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
489,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
490,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
492,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
493,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
494,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
496,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
497,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
498,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
499,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
500,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
501,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
502,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
503,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
504,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
505,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
506,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
507,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
508,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
509,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
512,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
513,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
514,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
515,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
516,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
517,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
518,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
519,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
520,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
521,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
522,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
523,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
524,NULL,NULL,Wetland,Water,NULL,Wetland,Water,Wetland
525,NULL,NULL,Wetland,Water,NULL,Wetland,Water,Water
526,NULL,NULL,Wetland,Water,NULL,Wetland,Water,Forest
527,NULL,NULL,Wetland,Water,NULL,Water,Water,Bareland
528,NULL,NULL,Wetland,Water,NULL,Water,Water,Water
529,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
530,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
531,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
532,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
533,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
534,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
535,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
536,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
537,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
538,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
539,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
540,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
541,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
542,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
543,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
544,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
545,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
547,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
548,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
549,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
550,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
551,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
552,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
553,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
554,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
555,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
556,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
557,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
558,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
559,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
560,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
561,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
562,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
563,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
564,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
565,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
566,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
567,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
568,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
569,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
570,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
571,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
572,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
573,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
574,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
575,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
576,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
577,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
578,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
579,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
580,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
582,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
583,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
587,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Wetland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Bareland
594,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
598,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
599,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Bareland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
607,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
610,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
611,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
625,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
627,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
629,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
630,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
631,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
632,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
633,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
634,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
636,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
637,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Grassland
638,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
639,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
640,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
641,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
642,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
643,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
644,NULL,NULL,Water,NULL,Water,Bareland,Water,Wetland
645,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
646,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
647,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
648,NULL,NULL,Water,Non_Water,NULL,Wetland,Water,Bareland
649,NULL,NULL,Water,Non_Water,NULL,Wetland,Water,Forest
650,NULL,NULL,Water,Non_Water,NULL,Wetland,Forest,Bareland
651,NULL,NULL,Water,Non_Water,NULL,Wetland,Forest,Forest
652,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
653,NULL,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
654,NULL,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
655,NULL,NULL,Water,Non_Water,Water,Cropland,Water,Grassland
656,NULL,NULL,Water,Non_Water,Water,Cropland,Water,Wetland
657,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
658,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
659,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
660,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
661,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
662,NULL,NULL,Water,Water,NULL,Wetland,Wetland,Water
663,NULL,NULL,Water,Water,NULL,Water,Water,Bareland
664,NULL,NULL,Water,Water,NULL,Water,Water,Water
665,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
666,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
667,NULL,NULL,Water,Water,Water,Cropland,Wetland,Wetland
668,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
669,NULL,NULL,Water,Water,Water,Wetland,Wetland,Cropland
670,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
