Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKB_M_R
332,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
333,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
335,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
336,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
337,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
338,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
339,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
340,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
341,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
349,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
351,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
353,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
356,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
368,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
371,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
372,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
373,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
374,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
375,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
376,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
377,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
378,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
379,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
380,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
381,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
382,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
383,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
384,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
385,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
386,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
387,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
388,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
389,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
390,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
391,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
392,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
393,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
394,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
395,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
396,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
397,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
398,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
399,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
400,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
401,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
402,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
403,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
404,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
405,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
406,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
407,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
408,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
409,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
410,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
411,NULL,NULL,Water,Water,Water,Wetland,Water,Water
412,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
413,NULL,NULL,Water,Water,Water,Bareland,Water,Water
414,NULL,NULL,Water,Water,Water,Water,Water,Grassland
415,NULL,NULL,Water,Water,Water,Water,Water,Wetland
416,NULL,NULL,Water,Water,Water,Water,Water,Water
417,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
429,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
443,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
445,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
447,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Wetland
463,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
464,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
466,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
468,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
471,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
476,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
477,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
479,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
480,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
481,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
482,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
484,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
485,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
486,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
487,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
488,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
490,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
491,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
492,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
493,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
494,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
495,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
497,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
498,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
499,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
500,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
501,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
507,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
508,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
511,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
512,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
521,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
524,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
525,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
526,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
527,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
528,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
529,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
531,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
533,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
534,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
539,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
540,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
541,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
542,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
544,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
545,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
546,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
547,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
548,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
549,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
550,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
552,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
554,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
556,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
557,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
559,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
560,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
561,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
562,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
563,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
564,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
565,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
566,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
567,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
568,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
569,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
570,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
571,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
572,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
573,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
575,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
576,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
577,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
578,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
579,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
580,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
581,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
582,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
583,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
584,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
585,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
586,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
588,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
589,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
590,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
591,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
592,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
593,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
594,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
595,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
596,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
597,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
598,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
599,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
600,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
601,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
602,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
603,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
604,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
605,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
606,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
607,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
608,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
609,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
610,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
611,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
613,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
614,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
615,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
616,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
617,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
618,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
619,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
620,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
621,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
622,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
623,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
624,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
625,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
626,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
627,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
628,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
629,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
630,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
631,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
632,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
633,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
634,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
635,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
636,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
637,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
638,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
639,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
640,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
641,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
642,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
643,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
644,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
645,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
646,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
647,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
648,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
649,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
650,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
651,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
652,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
653,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
654,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
655,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
656,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
657,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
658,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
659,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
660,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
661,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
662,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
663,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
664,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
665,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
666,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
667,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
668,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
669,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
670,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
671,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
672,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
673,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
674,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
