Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUJ_M_R
1546,Forest,Wetland,Water,Water,Water,NULL,Wetland
1547,Forest,Wetland,Water,Water,Water,NULL,Water
1548,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1549,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1550,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1551,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1552,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1553,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1554,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1555,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1556,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1557,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1558,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1559,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1560,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1561,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1562,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1563,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1564,Forest,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1565,Forest,Bareland,Wetland,NULL,Wetland,NULL,Cropland
1566,Forest,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1567,Forest,Bareland,Wetland,NULL,Wetland,NULL,Water
1568,Forest,Bareland,Wetland,NULL,Wetland,NULL,Forest
1569,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1570,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1571,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1572,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1573,Forest,Bareland,Wetland,Water,Wetland,NULL,Grassland
1574,Forest,Bareland,Wetland,Water,Wetland,NULL,Wetland
1575,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
1576,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,Wetland
1577,Forest,Bareland,Water,NULL,Water,NULL,Water
1578,Forest,Bareland,Water,NULL,Water,NULL,Forest
1579,Forest,Bareland,Water,Non_Water,Water,NULL,Water
1580,Forest,Bareland,Water,Non_Water,Water,NULL,Forest
1581,Forest,Bareland,Water,Water,Water,NULL,Wetland
1582,Forest,Bareland,Water,Water,Water,NULL,Water
1583,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1584,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Cropland
1585,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1586,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up
1587,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1588,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1589,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1590,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1591,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1592,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
1593,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
1594,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1595,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1596,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1597,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
1598,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1599,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1600,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
1601,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1602,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
1603,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
1604,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1605,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1606,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1607,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
1608,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1609,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland
1610,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water
1611,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
1612,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
1613,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water
1614,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1615,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1616,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1617,Forest,Built-up,Water,NULL,Water,NULL,Wetland
1618,Forest,Built-up,Water,Non_Water,Water,NULL,Wetland
1619,Forest,Built-up,Water,Non_Water,Water,NULL,Forest
1620,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1621,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
1622,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
1623,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1624,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1625,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
1626,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1627,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1628,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1629,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1630,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1631,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1632,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1633,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1634,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
1635,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1636,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
1637,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1638,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1639,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest
1640,Forest,Water,Wetland,NULL,NULL,NULL,Forest
1641,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
1642,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
1643,Forest,Water,Wetland,NULL,Wetland,NULL,Built-up
1644,Forest,Water,Wetland,NULL,Wetland,NULL,Water
1645,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
1646,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1647,Forest,Water,Wetland,Non_Water,Wetland,NULL,Cropland
1648,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1649,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
1650,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
1651,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
1652,Forest,Water,Wetland,Water,Wetland,NULL,Water
1653,Forest,Water,Wetland,Water,Wetland,NULL,Forest
1654,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1655,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1656,Forest,Water,Water,NULL,Water,NULL,Wetland
1657,Forest,Water,Water,NULL,Water,NULL,Water
1658,Forest,Water,Water,NULL,Water,NULL,Forest
1659,Forest,Water,Water,Non_Water,Water,NULL,Wetland
1660,Forest,Water,Water,Non_Water,Water,NULL,Water
1661,Forest,Water,Water,Non_Water,Water,NULL,Forest
1662,Forest,Water,Water,Water,Water,NULL,Wetland
1663,Forest,Water,Water,Water,Water,NULL,Water
1664,Forest,Water,Water,Water,Water,NULL,Forest
1665,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1666,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
1667,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
1668,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1669,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1670,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1671,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
1672,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
1673,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
1674,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1675,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland
1676,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1677,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1678,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1679,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1680,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
1683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1684,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1685,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1686,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1687,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1688,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
1689,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1690,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1691,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1692,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
1693,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1694,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Cropland
1695,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
1696,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
1697,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1698,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1699,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1700,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1701,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1702,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1703,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
1704,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
1705,Forest,Forest,Wetland,NULL,Wetland,NULL,Cropland
1706,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
1707,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
1708,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
1709,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
1710,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1711,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1712,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
1713,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1714,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
1715,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
1716,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland
1717,Forest,Forest,Wetland,Water,Wetland,NULL,Water
1718,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
1719,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
1720,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1721,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1722,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1723,Forest,Forest,Water,NULL,Water,NULL,Grassland
1724,Forest,Forest,Water,NULL,Water,NULL,Wetland
1725,Forest,Forest,Water,NULL,Water,NULL,Water
1726,Forest,Forest,Water,NULL,Water,NULL,Forest
1727,Forest,Forest,Water,Non_Water,Water,NULL,Wetland
1728,Forest,Forest,Water,Non_Water,Water,NULL,Water
1729,Forest,Forest,Water,Non_Water,Water,NULL,Forest
1730,Forest,Forest,Water,Water,NULL,NULL,Wetland
1731,Forest,Forest,Water,Water,NULL,NULL,Water
1732,Forest,Forest,Water,Water,Water,NULL,Wetland
1733,Forest,Forest,Water,Water,Water,NULL,Water
1734,Forest,Forest,Water,Water,Water,NULL,Forest
1735,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1736,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1737,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
1738,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1740,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1741,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
1742,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1743,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1744,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1745,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1746,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1747,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1748,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
1749,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
