Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPC_M_R
343,NULL,Wetland,Water,NULL,Water,Water,Water,Grassland
344,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
345,NULL,Wetland,Water,Water,Water,Water,Grassland,Grassland
346,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
347,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
348,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
349,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
350,NULL,Wetland,Water,Water,Water,Water,Water,Water
351,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
352,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
353,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
354,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
355,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
356,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
357,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
358,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
359,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
360,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
361,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
362,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
363,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
364,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
365,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
366,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
367,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
368,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
369,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
370,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
371,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
372,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
373,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
383,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
385,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
386,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
387,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
388,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
389,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
390,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
391,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
392,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
394,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
396,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
397,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
398,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
399,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
400,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
402,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
403,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
404,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
407,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
408,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
409,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
410,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
411,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
412,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
413,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
414,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
415,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
416,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
417,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
418,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
419,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
420,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
421,NULL,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
422,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
423,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
424,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
425,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
426,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
427,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
428,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
429,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
430,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
431,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
432,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
433,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
434,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
435,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
436,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
438,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
439,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
440,NULL,Water,Water,NULL,Water,Wetland,Water,Water
441,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
442,NULL,Water,Water,Water,Water,Wetland,Water,Forest
443,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
445,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
446,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
447,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
448,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
449,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
450,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
451,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
452,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
453,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
454,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
455,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
456,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
457,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
458,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
459,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
460,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
462,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
463,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
464,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
465,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
467,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
469,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
471,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
472,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
473,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
474,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
475,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
477,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
479,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
481,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
482,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
483,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
484,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
485,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
486,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
487,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
488,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
489,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
490,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
491,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
492,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
493,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
495,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
496,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
497,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
498,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
499,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
500,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
501,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
502,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
503,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
504,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
505,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
506,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
507,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
508,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
510,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
511,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
512,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
513,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
514,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
515,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
516,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
517,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
518,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
519,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
520,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
521,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
523,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
524,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
525,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
526,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
527,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
528,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
529,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
530,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
531,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
532,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
533,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
534,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
535,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
536,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
537,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
538,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
539,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
540,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
541,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
542,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
543,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
544,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
545,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
546,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
547,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
548,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
549,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
550,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
551,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
552,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
553,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
554,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
555,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
556,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
557,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
558,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
559,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
560,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
561,Wetland,NULL,Water,Water,Water,Water,Water,Water
562,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
563,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
564,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
565,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
566,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
567,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
568,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
569,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
570,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
571,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
572,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
573,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
574,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
575,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
576,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
577,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
578,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
579,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
580,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
581,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
582,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
583,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
584,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
585,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
586,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
587,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
588,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
589,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
590,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
591,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
592,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
593,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
594,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
595,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
596,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
597,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
598,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
599,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
600,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
601,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
602,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
603,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
604,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
605,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
606,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
607,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
608,Wetland,Wetland,Water,Water,Water,Water,Water,Water
609,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
610,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
611,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
612,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
613,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
614,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
615,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
616,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
617,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
618,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
619,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
620,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
621,Wetland,Water,Water,NULL,Water,Water,Water,Water
622,Wetland,Water,Water,Water,Water,Water,Water,Grassland
623,Wetland,Water,Water,Water,Water,Water,Water,Wetland
624,Wetland,Water,Water,Water,Water,Water,Water,Water
625,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
626,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
627,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
628,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
629,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
631,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
632,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
633,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
634,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
635,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
636,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
637,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
638,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
639,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
640,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
641,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
642,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
643,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
644,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
645,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
646,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
647,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
648,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
649,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
650,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
651,Bareland,Bareland,Water,Water,Water,Water,Water,Water
652,Bareland,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
653,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
654,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
655,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
656,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
657,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
658,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
659,Bareland,Water,Bareland,Water,Non_Wetland,Cropland,Water,Forest
660,Bareland,Water,Water,NULL,Water,Wetland,Water,Forest
661,Bareland,Water,Water,NULL,Water,Water,Water,Forest
662,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
663,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
664,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
665,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
666,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
667,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
668,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
669,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
670,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
671,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
672,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
673,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
674,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
675,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
676,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
677,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
678,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
679,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
680,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
681,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
682,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
683,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
684,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
685,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
686,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
687,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
688,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
689,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
690,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
691,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
692,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
693,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
694,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
695,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
696,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
697,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
698,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
699,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
