Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGQ_M_R
333,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
334,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
335,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
337,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
338,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Water
339,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
341,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
343,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
344,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
345,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Wetland,Water
346,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
349,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
351,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
352,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
353,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
354,NULL,Cropland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
356,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
357,NULL,Cropland,Water,Non_Water,Water,Grassland,Wetland,Grassland
358,NULL,Cropland,Water,Non_Water,Water,Grassland,Wetland,Water
359,NULL,Cropland,Water,Water,Water,Bareland,Water,Grassland
360,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
362,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
364,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
365,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
367,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
368,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
369,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
370,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
371,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
374,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
376,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
378,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
379,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
380,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
381,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
382,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
383,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
384,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
386,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
387,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
389,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
391,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
392,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
393,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
395,NULL,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
396,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
397,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
398,NULL,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
399,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
400,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
401,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
403,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
404,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
405,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
406,NULL,Bareland,Water,NULL,Water,Water,Bareland,Forest
407,NULL,Bareland,Water,Water,Water,Water,Water,Water
408,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
410,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
411,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
412,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
413,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
415,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
416,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
417,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
418,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
419,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
420,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
421,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
422,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
423,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
425,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
426,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
427,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
428,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
429,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
430,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
431,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
432,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
433,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
434,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
435,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
436,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
437,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
438,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
439,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Grassland
441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
471,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
472,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
473,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
474,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
475,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
476,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
477,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
479,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
480,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
481,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
483,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
484,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Water
485,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
486,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
487,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
488,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
489,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
490,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Water
491,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
492,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
493,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Forest
494,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
495,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
510,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
511,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
512,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
513,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
514,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
516,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
517,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
519,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
520,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
521,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
529,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
530,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
531,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
532,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
533,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
534,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
535,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
537,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
538,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
539,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
540,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
541,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
544,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
545,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
546,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
547,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Grassland
548,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Built-up,Forest
549,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
550,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Forest
551,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
554,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
555,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
557,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
558,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
559,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
560,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
561,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
562,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
563,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
565,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
566,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
567,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
568,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
569,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
570,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
571,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
572,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
573,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
574,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
575,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
576,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
577,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
578,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
579,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
580,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
581,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
582,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
583,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
584,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Water
585,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
586,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
587,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
588,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
589,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
590,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
592,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
593,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
594,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
595,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
596,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
597,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
598,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
599,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
600,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
601,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
602,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
603,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Forest,Forest
604,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
605,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
607,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
608,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
609,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Water
610,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Water
611,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
614,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
616,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
617,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
618,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
619,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
620,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
621,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
622,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
623,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
624,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
625,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
626,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
627,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
637,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
639,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
640,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
641,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
642,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
643,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
644,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
645,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
646,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
647,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
648,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
649,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
650,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
652,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
653,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
654,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
655,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
656,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
659,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
660,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
661,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
