Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTF_M_R
1729,Water,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1730,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1731,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1732,Water,Bareland,Built-up,Water,Non_Wetland,Water
1733,Water,Bareland,Built-up,Water,Non_Wetland,Forest
1734,Water,Bareland,Water,NULL,Water,Grassland
1735,Water,Bareland,Water,NULL,Water,Bareland
1736,Water,Bareland,Water,NULL,Water,Water
1737,Water,Bareland,Water,NULL,Water,Forest
1738,Water,Bareland,Water,Non_Water,Water,Grassland
1739,Water,Bareland,Water,Non_Water,Water,Bareland
1740,Water,Bareland,Water,Non_Water,Water,Water
1741,Water,Bareland,Water,Non_Water,Water,Forest
1742,Water,Bareland,Water,Water,Water,Grassland
1743,Water,Bareland,Water,Water,Water,Bareland
1744,Water,Bareland,Water,Water,Water,Water
1745,Water,Bareland,Water,Water,Water,Forest
1746,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1747,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1748,Water,Bareland,Forest,NULL,Non_Wetland,Water
1749,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1750,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1751,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1752,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1753,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1754,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1755,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1756,Water,Bareland,Forest,Water,Non_Wetland,Water
1757,Water,Bareland,Forest,Water,Non_Wetland,Forest
1758,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1759,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1760,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1761,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1762,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1763,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1764,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1765,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1766,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1767,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1768,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1769,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1770,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1771,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1772,Water,Built-up,Wetland,Water,Wetland,Forest
1773,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1774,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1775,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1776,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1777,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1778,Water,Built-up,Water,NULL,Water,Bareland
1779,Water,Built-up,Water,NULL,Water,Water
1780,Water,Built-up,Water,Non_Water,Water,Bareland
1781,Water,Built-up,Water,Non_Water,Water,Water
1782,Water,Built-up,Water,Non_Water,Water,Forest
1783,Water,Built-up,Water,Water,Water,Water
1784,Water,Built-up,Water,Water,Water,Forest
1785,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1786,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1787,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1788,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1789,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1790,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1791,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1792,Water,Water,NULL,NULL,Non_Wetland,Grassland
1793,Water,Water,NULL,NULL,Non_Wetland,Bareland
1794,Water,Water,NULL,NULL,Non_Wetland,Water
1795,Water,Water,NULL,NULL,Non_Wetland,Forest
1796,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1797,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1798,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1799,Water,Water,NULL,Non_Water,Non_Wetland,Water
1800,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1801,Water,Water,NULL,Water,Non_Wetland,Grassland
1802,Water,Water,NULL,Water,Non_Wetland,Bareland
1803,Water,Water,NULL,Water,Non_Wetland,Water
1804,Water,Water,NULL,Water,Non_Wetland,Forest
1805,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1806,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1807,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1808,Water,Water,Shrubland,NULL,Non_Wetland,Water
1809,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1810,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1811,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1812,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1813,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1814,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1815,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1816,Water,Water,Shrubland,Water,Non_Wetland,Water
1817,Water,Water,Shrubland,Water,Non_Wetland,Forest
1818,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1819,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1820,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1821,Water,Water,Grassland,NULL,Non_Wetland,Water
1822,Water,Water,Grassland,NULL,Non_Wetland,Forest
1823,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1824,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1825,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1826,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1827,Water,Water,Grassland,Water,Non_Wetland,Grassland
1828,Water,Water,Grassland,Water,Non_Wetland,Bareland
1829,Water,Water,Grassland,Water,Non_Wetland,Water
1830,Water,Water,Grassland,Water,Non_Wetland,Forest
1831,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1832,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1833,Water,Water,Cropland,NULL,Non_Wetland,Water
1834,Water,Water,Cropland,NULL,Non_Wetland,Forest
1835,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1836,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1837,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1838,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1839,Water,Water,Cropland,Water,Non_Wetland,Grassland
1840,Water,Water,Cropland,Water,Non_Wetland,Bareland
1841,Water,Water,Cropland,Water,Non_Wetland,Water
1842,Water,Water,Cropland,Water,Non_Wetland,Forest
1843,Water,Water,Wetland,NULL,Wetland,Grassland
1844,Water,Water,Wetland,NULL,Wetland,Bareland
1845,Water,Water,Wetland,NULL,Wetland,Water
1846,Water,Water,Wetland,NULL,Wetland,Forest
1847,Water,Water,Wetland,Non_Water,Wetland,Grassland
1848,Water,Water,Wetland,Non_Water,Wetland,Cropland
1849,Water,Water,Wetland,Non_Water,Wetland,Bareland
1850,Water,Water,Wetland,Non_Water,Wetland,Water
1851,Water,Water,Wetland,Non_Water,Wetland,Forest
1852,Water,Water,Wetland,Water,Wetland,Grassland
1853,Water,Water,Wetland,Water,Wetland,Bareland
1854,Water,Water,Wetland,Water,Wetland,Water
1855,Water,Water,Wetland,Water,Wetland,Forest
1856,Water,Water,Bareland,NULL,Non_Wetland,NULL
1857,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1858,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1859,Water,Water,Bareland,NULL,Non_Wetland,Water
1860,Water,Water,Bareland,NULL,Non_Wetland,Forest
1861,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1862,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1863,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1864,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1865,Water,Water,Bareland,Water,Non_Wetland,Grassland
1866,Water,Water,Bareland,Water,Non_Wetland,Bareland
1867,Water,Water,Bareland,Water,Non_Wetland,Water
1868,Water,Water,Bareland,Water,Non_Wetland,Forest
1869,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1870,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1871,Water,Water,Built-up,NULL,Non_Wetland,Water
1872,Water,Water,Built-up,NULL,Non_Wetland,Forest
1873,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1874,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1875,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1876,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1877,Water,Water,Built-up,Water,Non_Wetland,Bareland
1878,Water,Water,Built-up,Water,Non_Wetland,Built-up
1879,Water,Water,Built-up,Water,Non_Wetland,Water
1880,Water,Water,Built-up,Water,Non_Wetland,Forest
1881,Water,Water,Water,NULL,Water,Grassland
1882,Water,Water,Water,NULL,Water,Cropland
1883,Water,Water,Water,NULL,Water,Bareland
1884,Water,Water,Water,NULL,Water,Water
1885,Water,Water,Water,NULL,Water,Forest
1886,Water,Water,Water,Non_Water,Water,Grassland
1887,Water,Water,Water,Non_Water,Water,Bareland
1888,Water,Water,Water,Non_Water,Water,Water
1889,Water,Water,Water,Non_Water,Water,Forest
1890,Water,Water,Water,Water,Water,NULL
1891,Water,Water,Water,Water,Water,Grassland
1892,Water,Water,Water,Water,Water,Bareland
1893,Water,Water,Water,Water,Water,Built-up
1894,Water,Water,Water,Water,Water,Water
1895,Water,Water,Water,Water,Water,Forest
1896,Water,Water,Forest,NULL,Non_Wetland,NULL
1897,Water,Water,Forest,NULL,Non_Wetland,Grassland
1898,Water,Water,Forest,NULL,Non_Wetland,Cropland
1899,Water,Water,Forest,NULL,Non_Wetland,Bareland
1900,Water,Water,Forest,NULL,Non_Wetland,Water
1901,Water,Water,Forest,NULL,Non_Wetland,Forest
1902,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1903,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1904,Water,Water,Forest,Non_Water,Non_Wetland,Water
1905,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1906,Water,Water,Forest,Water,Non_Wetland,Grassland
1907,Water,Water,Forest,Water,Non_Wetland,Bareland
1908,Water,Water,Forest,Water,Non_Wetland,Water
1909,Water,Water,Forest,Water,Non_Wetland,Forest
1910,Water,Forest,NULL,NULL,Non_Wetland,NULL
1911,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1912,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1913,Water,Forest,NULL,NULL,Non_Wetland,Water
1914,Water,Forest,NULL,NULL,Non_Wetland,Forest
1915,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1916,Water,Forest,NULL,Water,Non_Wetland,Water
1917,Water,Forest,NULL,Water,Non_Wetland,Forest
1918,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1919,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1920,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1921,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1922,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1923,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1924,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1925,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1926,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1927,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1928,Water,Forest,Shrubland,Water,Non_Wetland,NULL
1929,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1930,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1931,Water,Forest,Shrubland,Water,Non_Wetland,Water
1932,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1933,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1934,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1935,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1936,Water,Forest,Grassland,NULL,Non_Wetland,Water
1937,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1938,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1939,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1940,Water,Forest,Grassland,Non_Water,Non_Wetland,Water
1941,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1942,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1943,Water,Forest,Grassland,Water,Non_Wetland,Bareland
1944,Water,Forest,Grassland,Water,Non_Wetland,Water
1945,Water,Forest,Grassland,Water,Non_Wetland,Forest
1946,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1947,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1948,Water,Forest,Cropland,NULL,Non_Wetland,Water
1949,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1950,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1951,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1952,Water,Forest,Cropland,Water,Non_Wetland,Water
1953,Water,Forest,Cropland,Water,Non_Wetland,Forest
1954,Water,Forest,Wetland,NULL,Wetland,Grassland
1955,Water,Forest,Wetland,NULL,Wetland,Bareland
1956,Water,Forest,Wetland,NULL,Wetland,Water
1957,Water,Forest,Wetland,NULL,Wetland,Forest
1958,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1959,Water,Forest,Wetland,Non_Water,Wetland,Cropland
1960,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1961,Water,Forest,Wetland,Non_Water,Wetland,Water
1962,Water,Forest,Wetland,Non_Water,Wetland,Forest
1963,Water,Forest,Wetland,Water,Wetland,Bareland
1964,Water,Forest,Wetland,Water,Wetland,Water
1965,Water,Forest,Wetland,Water,Wetland,Forest
1966,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1967,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1968,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1969,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1970,Water,Forest,Bareland,NULL,Non_Wetland,Water
1971,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1972,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1973,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1974,Water,Forest,Bareland,Water,Non_Wetland,Water
1975,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1976,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1977,Water,Forest,Built-up,NULL,Non_Wetland,Water
1978,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1979,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
1980,Water,Forest,Built-up,Water,Non_Wetland,Water
1981,Water,Forest,Water,NULL,Water,NULL
1982,Water,Forest,Water,NULL,Water,Grassland
1983,Water,Forest,Water,NULL,Water,Bareland
1984,Water,Forest,Water,NULL,Water,Water
1985,Water,Forest,Water,NULL,Water,Forest
1986,Water,Forest,Water,Non_Water,Water,Bareland
1987,Water,Forest,Water,Non_Water,Water,Water
1988,Water,Forest,Water,Non_Water,Water,Forest
1989,Water,Forest,Water,Water,Water,Grassland
1990,Water,Forest,Water,Water,Water,Bareland
1991,Water,Forest,Water,Water,Water,Water
1992,Water,Forest,Water,Water,Water,Forest
1993,Water,Forest,Forest,NULL,Non_Wetland,NULL
1994,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1995,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1996,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1997,Water,Forest,Forest,NULL,Non_Wetland,Water
1998,Water,Forest,Forest,NULL,Non_Wetland,Forest
1999,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2000,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
2001,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2002,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2003,Water,Forest,Forest,Water,Non_Wetland,Grassland
2004,Water,Forest,Forest,Water,Non_Wetland,Cropland
2005,Water,Forest,Forest,Water,Non_Wetland,Bareland
2006,Water,Forest,Forest,Water,Non_Wetland,Water
2007,Water,Forest,Forest,Water,Non_Wetland,Forest
2008,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2009,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
2010,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2011,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2012,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2013,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2014,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2015,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2016,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2017,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2018,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
2019,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2020,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2021,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2022,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
2023,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
2024,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
2025,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2026,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2027,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2028,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2029,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2030,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2031,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
2032,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2033,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2034,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2035,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
2036,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2037,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
2038,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
2039,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
2040,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water
2041,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2042,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2043,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2044,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2045,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
2046,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
2047,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Forest
2048,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland
2049,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
2050,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
2051,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
2052,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2053,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
2054,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2055,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
2056,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
2057,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
2058,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2059,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2060,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2061,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Cropland
2062,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2063,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2064,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
2065,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
2066,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2067,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2068,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
2069,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
2070,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2071,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2072,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2073,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2074,Forest,NULL,NULL,NULL,Non_Wetland,Water
2075,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2076,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2077,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland
2078,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
2079,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2080,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2081,Forest,NULL,NULL,Water,Non_Wetland,Bareland
2082,Forest,NULL,NULL,Water,Non_Wetland,Forest
2083,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2084,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2085,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2086,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2087,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2088,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2089,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2090,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2091,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2092,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2093,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2094,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2095,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2096,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2097,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2098,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2099,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2100,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2101,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2102,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2103,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2104,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2105,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2106,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2107,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
2108,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2109,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2110,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2111,Forest,NULL,Grassland,Water,Non_Wetland,Water
2112,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2113,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2114,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2115,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2116,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2117,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2118,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2119,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2120,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2121,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2122,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2123,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2124,Forest,NULL,Cropland,Water,Non_Wetland,Water
2125,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2126,Forest,NULL,Wetland,NULL,Wetland,Grassland
2127,Forest,NULL,Wetland,NULL,Wetland,Bareland
2128,Forest,NULL,Wetland,NULL,Wetland,Water
2129,Forest,NULL,Wetland,NULL,Wetland,Forest
2130,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2131,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
2132,Forest,NULL,Wetland,Non_Water,Wetland,Water
2133,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2134,Forest,NULL,Wetland,Water,Wetland,Grassland
2135,Forest,NULL,Wetland,Water,Wetland,Bareland
2136,Forest,NULL,Wetland,Water,Wetland,Water
2137,Forest,NULL,Wetland,Water,Wetland,Forest
2138,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2139,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2140,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2141,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2142,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2143,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2144,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2145,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2146,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2147,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2148,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2149,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2150,Forest,NULL,Bareland,Water,Non_Wetland,Water
2151,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2152,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2153,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2154,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2155,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2156,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2157,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2158,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
2159,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2160,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
