Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
6745,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6746,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6747,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6748,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6749,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6750,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6751,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6752,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6753,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6754,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
6755,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6756,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6757,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
6758,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6759,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
6760,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6761,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6762,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6763,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
6764,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
6765,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
6766,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
6767,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
6768,Grassland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6769,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6770,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
6771,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
6772,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
6773,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6774,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6775,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6776,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6777,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6778,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6779,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6780,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6781,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
6782,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
6783,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6784,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6785,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6786,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6787,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6788,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6789,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
6790,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6791,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
6792,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6793,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
6794,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6795,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
6796,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6797,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6798,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6799,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6800,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
6801,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6802,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6803,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6804,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6805,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6806,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6807,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6808,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
6809,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6810,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6811,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6812,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
6813,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
6814,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6815,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6816,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
6817,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
6818,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6819,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
6820,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6821,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6822,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
6823,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
6824,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6825,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6826,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
6827,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
6828,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
6829,Grassland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
6830,Grassland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
6831,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland,Wetland
6832,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,NULL
6833,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
6834,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6835,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
6836,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6837,Grassland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
6838,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6839,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6840,Grassland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
6841,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6842,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6843,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,NULL,NULL
6844,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
6845,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
6846,Grassland,Wetland,Water,Non_Water,Water,Shrubland,NULL,Wetland
6847,Grassland,Wetland,Water,Non_Water,Water,Shrubland,NULL,Forest
6848,Grassland,Wetland,Water,Non_Water,Water,Water,NULL,Forest
6849,Grassland,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
6850,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
6851,Grassland,Wetland,Water,Water,Water,NULL,Water,Forest
6852,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6853,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6854,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6855,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6856,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6857,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6858,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6859,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6860,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
6861,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6862,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6863,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6864,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6865,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6866,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6867,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6868,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6869,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6870,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6871,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6872,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
6873,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
6874,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
6875,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6876,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6877,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
6878,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6879,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
6880,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
6881,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
6882,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6883,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
6884,Grassland,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
6885,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
6886,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6887,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6888,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6889,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6890,Grassland,Built-up,Bareland,Water,Non_Wetland,Forest,NULL,Forest
6891,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6892,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6893,Grassland,Water,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6894,Grassland,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
6895,Grassland,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
6896,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6897,Grassland,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6898,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6899,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6900,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
6901,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6902,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6903,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
6904,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
6905,Grassland,Water,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
6906,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6907,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6908,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6909,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6910,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6911,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
6912,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
6913,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6914,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6915,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Water
6916,Grassland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6917,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6918,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
6919,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
6920,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
6921,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6922,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6923,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6924,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6925,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6926,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
6927,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6928,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6929,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6930,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6931,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6932,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6933,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
6934,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6935,Grassland,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6936,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
6937,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
6938,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
6939,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6940,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6941,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Cropland
6942,Grassland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6943,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6944,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6945,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6946,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6947,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6948,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6949,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6950,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6951,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
6952,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
6953,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6954,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6955,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
6956,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6957,Grassland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6958,Grassland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6959,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6960,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6961,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
6962,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
6963,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Forest
6964,Grassland,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6965,Grassland,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
6966,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
6967,Grassland,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
6968,Grassland,Water,Wetland,Water,Wetland,Grassland,NULL,Water
6969,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
6970,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
6971,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
6972,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
6973,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
6974,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
6975,Grassland,Water,Wetland,Water,Wetland,Forest,NULL,Forest
6976,Grassland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6977,Grassland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6978,Grassland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6979,Grassland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6980,Grassland,Water,Water,NULL,Water,NULL,Water,Grassland
6981,Grassland,Water,Water,NULL,Water,NULL,Water,Cropland
6982,Grassland,Water,Water,NULL,Water,NULL,Water,Forest
6983,Grassland,Water,Water,NULL,Water,Water,Water,Forest
6984,Grassland,Water,Water,NULL,Water,Forest,Water,Forest
6985,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
6986,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
6987,Grassland,Water,Water,Non_Water,Water,NULL,Water,Wetland
6988,Grassland,Water,Water,Non_Water,Water,NULL,Water,Forest
6989,Grassland,Water,Water,Non_Water,Water,Water,NULL,Grassland
6990,Grassland,Water,Water,Non_Water,Water,Water,NULL,Forest
6991,Grassland,Water,Water,Non_Water,Water,Water,Water,Wetland
6992,Grassland,Water,Water,Non_Water,Water,Water,Water,Forest
6993,Grassland,Water,Water,Non_Water,Water,Forest,NULL,Forest
6994,Grassland,Water,Water,Water,Water,NULL,NULL,NULL
6995,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
6996,Grassland,Water,Water,Water,Water,NULL,Water,NULL
6997,Grassland,Water,Water,Water,Water,NULL,Water,Forest
6998,Grassland,Water,Water,Water,Water,Water,NULL,Wetland
6999,Grassland,Water,Water,Water,Water,Water,NULL,Forest
7000,Grassland,Water,Water,Water,Water,Water,Water,Wetland
7001,Grassland,Water,Water,Water,Water,Water,Water,Water
7002,Grassland,Water,Water,Water,Water,Water,Water,Forest
7003,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7004,Grassland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7005,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7006,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7007,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7008,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7009,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7010,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7011,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
7012,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7013,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
7014,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
7015,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7016,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7017,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7018,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
7019,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7020,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7021,Grassland,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
7022,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7023,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7024,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7025,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7026,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7027,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7028,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7029,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7030,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7031,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7032,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7033,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7034,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7035,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
7036,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7037,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7038,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7039,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7040,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7041,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7042,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7043,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7044,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7045,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
7046,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
7047,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
7048,Grassland,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
7049,Grassland,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
7050,Grassland,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
7051,Grassland,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
7052,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7053,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7054,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7055,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7056,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7057,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7058,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7063,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7064,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7065,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7066,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7067,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7068,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7069,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7070,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
7071,Grassland,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7072,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7073,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
