Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
1123,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1124,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1126,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1127,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1130,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1133,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1134,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1136,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1138,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1140,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1143,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1144,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1149,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1150,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1151,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1152,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1153,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1154,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1156,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1157,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1158,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1159,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1160,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1161,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1162,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1164,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1165,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1168,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1169,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1170,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1171,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1172,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1173,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1177,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1178,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1181,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1182,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1183,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1185,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1186,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1187,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1188,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1189,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1190,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1192,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1196,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1198,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1199,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1200,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1201,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1202,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1203,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1204,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1206,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1208,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1210,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1212,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1213,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1216,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
1217,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1218,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1220,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1222,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1223,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1224,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1226,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1227,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1228,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1230,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1233,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1235,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1236,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1239,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1240,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1242,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1244,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1245,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1247,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1248,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1249,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1250,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1251,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1252,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1253,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1255,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1257,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1258,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1259,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1261,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1262,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1263,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1264,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1265,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1268,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1270,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1272,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1273,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1275,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1276,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1277,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1279,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1280,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1281,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1282,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1284,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1285,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1286,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1288,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1291,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1292,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1293,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1294,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1296,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1297,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1298,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1299,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1300,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1303,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1304,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1305,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1306,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1307,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1308,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1309,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1310,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1312,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1313,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1314,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1315,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1316,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1320,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1321,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1322,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1323,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1324,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1325,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1326,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1327,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1328,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1332,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1334,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1335,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1337,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1338,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1339,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1340,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1342,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1343,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1344,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1346,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1347,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1348,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1349,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1351,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1352,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1353,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1355,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1356,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1357,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1359,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1360,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1361,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1362,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1363,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1364,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1365,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1366,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1367,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1368,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1369,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1370,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1371,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1372,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1373,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1374,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1375,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1376,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1378,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1379,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1380,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1381,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1382,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1383,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1384,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1386,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1387,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1388,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1389,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1390,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1391,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1392,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1393,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1394,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1395,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1397,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1398,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1399,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1400,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1401,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1402,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1403,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1404,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1405,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1406,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1407,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1408,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1409,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1410,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1411,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1412,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1413,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1414,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1416,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1417,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1418,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1419,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1420,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1421,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1423,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
1424,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1426,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1427,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1428,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1429,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1431,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1432,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1433,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1434,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1435,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1436,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1437,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1438,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1440,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1442,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1443,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1444,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1445,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1446,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1447,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1448,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1449,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1450,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
