Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBR_M_R
1421,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1423,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1429,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1430,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1431,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1432,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1433,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1434,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1435,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1436,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1437,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1438,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1439,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1440,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1441,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1442,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1443,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1444,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1446,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1447,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1448,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1449,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1450,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1451,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1452,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1454,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1457,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1458,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1459,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1460,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1461,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1462,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1463,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1464,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1465,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1466,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1467,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1468,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1469,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1470,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1471,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1472,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1473,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1474,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1475,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1476,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1477,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1478,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1479,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1480,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1481,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1482,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1483,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1484,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1485,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1486,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1487,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1488,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1489,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1490,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1491,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1492,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1493,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1494,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1495,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1496,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1497,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1498,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1499,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1500,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1501,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1502,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1503,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1504,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1505,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1506,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1507,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1508,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1509,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1510,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1511,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1512,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1513,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1514,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1515,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1516,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1517,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1518,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1519,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1520,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1521,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1522,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1523,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1524,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1525,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1526,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1527,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1528,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1529,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1530,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
1531,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1532,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1533,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1534,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1535,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1536,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1537,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1538,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1539,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1540,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1541,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1542,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1543,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1544,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1545,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1546,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1547,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1548,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1549,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1550,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1551,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1552,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1553,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1554,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1555,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1556,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1557,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1558,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1559,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1560,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1561,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1562,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1563,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1564,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1565,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1566,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
1567,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1568,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1569,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1570,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
1571,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1572,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1573,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1574,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1575,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1576,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
1577,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1578,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1579,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
1580,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1581,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1582,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1583,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1584,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1585,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1586,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1587,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1588,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
1589,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1590,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1591,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1592,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1593,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1594,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1595,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1596,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1597,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1598,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1599,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1600,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1601,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1602,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1603,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1604,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1605,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
1606,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1607,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1608,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1609,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1610,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1611,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
1612,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1613,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1614,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1615,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1616,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1617,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1618,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1619,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1620,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1621,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1622,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1623,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1624,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Forest
1625,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1626,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1627,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1628,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1629,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1630,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1631,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
1632,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1633,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1634,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1635,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1636,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
1637,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1638,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1639,Forest,Forest,Water,Water,Water,NULL,Water,Water
1640,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1641,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1642,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
1643,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1644,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1645,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
1646,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1647,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1648,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
1649,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1650,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1651,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1652,Forest,Forest,Water,Water,Water,Water,Water,Water
1653,Forest,Forest,Water,Water,Water,Water,Water,Forest
1654,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1655,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
1656,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1657,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1658,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1659,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1660,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1661,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1662,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1663,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1664,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1665,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1666,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1667,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1668,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1669,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1670,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1671,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1672,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1673,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1674,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1675,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1676,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1677,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1678,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1679,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1680,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1681,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1682,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1683,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1684,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1685,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1686,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1687,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1688,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1689,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1690,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1691,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1692,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1693,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1694,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1695,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1696,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1697,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1698,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1699,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1700,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1701,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1702,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1703,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1704,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1705,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1706,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1707,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1708,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1709,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1710,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1711,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1712,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1713,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1714,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1715,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1716,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1717,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1718,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1719,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1720,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1721,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1722,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1723,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1724,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1725,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1726,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1727,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1728,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1729,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1730,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1731,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1732,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1733,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1734,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1735,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1736,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1737,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1738,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1739,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1740,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1741,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1742,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1743,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1744,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1745,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1746,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1747,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1748,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1749,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1750,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1751,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1752,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1753,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1754,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1755,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1756,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1757,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1758,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1759,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1760,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1761,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1762,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1763,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1764,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1765,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1766,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
1767,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
