Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQS_M_R
330,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
331,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
332,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
333,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
334,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
336,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
337,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
338,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
343,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
346,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
347,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
348,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
349,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
350,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
357,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
359,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
361,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
362,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
364,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
381,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
382,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
383,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
384,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
386,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
387,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
388,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
389,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
390,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
391,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
392,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
393,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
396,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
397,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
398,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
399,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
400,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
401,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
402,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
403,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
404,NULL,NULL,Water,Water,Water,Water,Grassland,Water
405,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
430,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
436,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
438,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
439,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
451,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
454,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
457,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
460,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
461,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
464,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
466,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
467,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
469,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
476,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
477,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
479,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
480,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
481,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
482,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
484,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
486,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
488,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
491,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
492,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
493,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
495,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
496,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
497,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
499,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
501,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
502,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
503,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
504,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
506,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
507,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
508,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
510,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
511,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
512,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
513,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
514,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
515,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
516,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
517,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
518,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
519,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
520,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
521,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
522,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
523,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
524,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
525,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
526,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
527,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
528,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
529,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
530,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
531,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
532,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
533,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
534,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
535,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
536,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
538,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
539,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
540,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
541,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
543,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
544,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
545,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
546,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
547,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
548,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
551,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
553,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
554,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
555,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
556,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
558,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
559,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
560,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
561,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
562,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
563,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
564,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
565,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
579,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
580,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
582,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
583,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
584,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
585,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
586,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
588,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
589,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
591,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
592,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
595,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
596,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
597,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
599,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
600,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
601,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
602,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
614,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
616,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
617,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
618,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
619,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
620,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
621,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
622,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
623,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
624,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
626,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
627,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
637,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
638,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
641,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
642,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
643,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
644,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
645,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
646,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
647,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
648,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
649,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
650,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
651,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
652,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
653,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
655,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
656,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
657,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
658,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
659,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
660,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
661,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
