Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
1442,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1443,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1444,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1445,Forest,NULL,Water,Water,Water,Water,Water,Forest
1446,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1447,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1448,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1449,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1450,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1451,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1452,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1453,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1454,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1455,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1456,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1457,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1458,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1459,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1460,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1461,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1462,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1463,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1464,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1465,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1466,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1467,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1468,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1470,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1471,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1472,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1473,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1474,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1475,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1476,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1477,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1478,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1479,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1480,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1481,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1482,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1483,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1484,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1485,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1486,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1487,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1488,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1489,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1490,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1491,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1492,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1493,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1494,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1495,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1496,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1497,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1498,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1499,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1500,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1501,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1502,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1503,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1504,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1505,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1506,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1507,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1508,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1509,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1510,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1511,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1512,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1513,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1514,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1515,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1516,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1517,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1518,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1519,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1520,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1521,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1522,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1523,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1524,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1525,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1526,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1527,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
1528,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1529,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
1530,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1531,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1532,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1533,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1534,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1535,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1536,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1537,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1538,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1539,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1540,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1541,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1542,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1543,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1544,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1545,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1546,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1547,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1548,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1549,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1550,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1551,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1552,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1553,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1554,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1555,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1556,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1557,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1558,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1559,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1560,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1561,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1562,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1563,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1564,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1565,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1566,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1567,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1568,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1569,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1570,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1571,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1572,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1573,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1574,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1575,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1576,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1577,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1578,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1579,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
1580,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1581,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1582,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1583,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1584,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1585,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1586,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1587,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1588,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1589,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1590,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1591,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1592,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1593,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1594,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1595,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1596,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1597,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1598,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1599,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1600,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1601,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1602,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1603,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1604,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1605,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1606,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1607,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1608,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1609,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1610,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1611,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1612,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1613,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1614,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1615,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1616,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1617,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1618,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1619,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1620,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1621,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1622,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1623,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1624,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
1625,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1626,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1627,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1628,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1629,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1630,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1631,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1632,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1633,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1634,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1635,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1636,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1637,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1638,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1639,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1640,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
1641,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1642,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1643,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1644,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1645,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1646,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1647,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1648,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1649,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1650,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1651,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1652,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1653,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
1654,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1655,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
1656,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
1657,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1658,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1659,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1660,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1661,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1662,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1663,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1664,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1665,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1666,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1667,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1668,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
1669,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
1670,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
1671,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1672,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1673,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1674,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1675,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1676,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
1677,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1678,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1679,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
1680,Forest,Wetland,Water,Water,Water,NULL,Water,Water
1681,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1682,Forest,Wetland,Water,Water,Water,Shrubland,Wetland,Forest
1683,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1684,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1685,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1686,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1687,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1688,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1689,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1690,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1691,Forest,Wetland,Water,Water,Water,Water,Wetland,Bareland
1692,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1693,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1694,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1695,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1696,Forest,Wetland,Water,Water,Water,Water,Water,Water
1697,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1698,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
1699,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
1700,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1701,Forest,Wetland,Water,Water,Water,Forest,Water,Water
1702,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1703,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1704,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1705,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1706,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1707,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1708,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1709,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1710,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1711,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1712,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1713,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1714,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1715,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1716,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1717,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1718,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1719,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1720,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1721,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1722,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1723,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1724,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1725,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1726,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1727,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1728,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1729,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1730,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1731,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1732,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
1733,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1734,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1735,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1736,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1737,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1738,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1739,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1740,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1741,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1742,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1743,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1744,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1745,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1746,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1747,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1748,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1749,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1750,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1751,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1752,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1753,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1754,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1755,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1756,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1757,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1758,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1759,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1760,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1761,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1762,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1763,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1764,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1765,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1766,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1767,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1768,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1769,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1770,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1771,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1772,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1773,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1774,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1775,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1776,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1777,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1778,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1779,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
1780,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1781,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1782,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1783,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1784,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1785,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1786,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1787,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1788,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1789,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1790,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
