Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVC_M_R
5466,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
5467,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5468,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5469,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5470,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5471,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5472,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5473,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5474,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5475,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
5476,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
5477,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5478,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5479,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5480,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5481,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
5482,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
5483,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
5484,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5485,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
5486,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
5487,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5488,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
5489,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5490,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5491,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
5492,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5493,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5494,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5495,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5496,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5497,Grassland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5498,Grassland,Wetland,Water,NULL,Water,Shrubland,Grassland,Forest
5499,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
5500,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
5501,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
5502,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
5503,Grassland,Wetland,Water,NULL,Water,Grassland,Water,Wetland
5504,Grassland,Wetland,Water,NULL,Water,Grassland,Forest,Forest
5505,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
5506,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
5507,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5508,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5509,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Water
5510,Grassland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
5511,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
5512,Grassland,Wetland,Water,NULL,Water,Water,Water,Forest
5513,Grassland,Wetland,Water,NULL,Water,Forest,Grassland,Wetland
5514,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
5515,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5516,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
5517,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
5518,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
5519,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
5520,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
5521,Grassland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5522,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
5523,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5524,Grassland,Wetland,Water,Water,Water,Water,Grassland,Wetland
5525,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
5526,Grassland,Wetland,Water,Water,Water,Water,Water,Water
5527,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5528,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5529,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5530,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5531,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5532,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5533,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5534,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
5535,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5536,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5537,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5538,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5539,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5540,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5541,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5542,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5543,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5544,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5545,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5546,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5547,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5548,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5549,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5550,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5551,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5552,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5553,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5554,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5555,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5556,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5557,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5558,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5559,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5560,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5561,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5562,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5563,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5564,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5565,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5566,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5567,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5568,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5569,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5570,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5571,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5572,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5573,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5574,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5575,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5576,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5577,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5578,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5579,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5580,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5581,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5582,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5583,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5584,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5585,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
5586,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5587,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5588,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5589,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5590,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5591,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5592,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5593,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5594,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5595,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5596,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5597,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5598,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5599,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5600,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5601,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5602,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5603,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5604,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5605,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5606,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
5607,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5608,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
5609,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5610,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
5611,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5612,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Water
5613,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
5614,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
5615,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5616,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5617,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5618,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5619,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5620,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5621,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5622,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5623,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5624,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5625,Grassland,Bareland,Water,Water,Water,Bareland,Water,Water
5626,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5627,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5628,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5629,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5630,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5631,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5632,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5633,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5634,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5635,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5636,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5637,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5638,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5639,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5640,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5641,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5642,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5643,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5644,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5645,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5646,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5647,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5648,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5649,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5650,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5651,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
5652,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5653,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5654,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5655,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5656,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5657,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5658,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5659,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
5660,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5661,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5662,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5663,Grassland,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
5664,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5665,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5666,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5667,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5668,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5669,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5670,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5671,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5672,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5673,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5674,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5675,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5676,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5677,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5678,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5679,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5680,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5681,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5682,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
5683,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5684,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
5685,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5686,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
5687,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5688,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5689,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5690,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5691,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5692,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Forest
5693,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5694,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5695,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5696,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5697,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5698,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5699,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5700,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5701,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5702,Grassland,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
5703,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5704,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5705,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
5706,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
5707,Grassland,Water,Water,NULL,Water,Wetland,Water,Wetland
5708,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
5709,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Water
5710,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5711,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5712,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
5713,Grassland,Water,Water,Water,Water,Water,Water,Water
5714,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5715,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5716,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5717,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5718,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5719,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5720,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5721,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5722,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5723,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5724,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5725,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5726,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5727,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5728,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5729,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5730,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
5731,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5732,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5733,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5734,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5735,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5736,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5737,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5738,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5739,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5740,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5741,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5742,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5743,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5744,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5745,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5746,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5747,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5748,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
5749,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5750,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5751,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
5752,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5753,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5754,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5755,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5756,Grassland,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
5757,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5758,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5759,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5760,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5761,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5762,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5763,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5764,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5765,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5766,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5767,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
