Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R
324,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
325,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
326,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
327,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
328,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
329,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
330,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
331,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
332,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
333,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
334,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Bareland
335,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
339,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
340,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
343,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
344,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
350,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
351,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
352,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
353,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
354,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
355,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
356,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
357,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
358,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
359,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
363,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
364,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
383,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
397,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
398,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
405,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
406,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
407,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
408,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
410,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
412,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
413,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
414,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
415,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
416,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
417,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
418,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
419,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
420,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
421,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
422,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
423,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
424,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
425,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
426,NULL,NULL,Water,Water,Water,Water,Grassland,Water
427,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
438,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
440,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
441,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
450,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
458,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
472,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
475,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
487,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
488,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
490,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
491,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
492,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
493,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
494,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
496,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
498,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
499,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
500,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
501,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
512,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
513,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
514,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
515,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
516,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
517,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
519,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
520,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
521,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
522,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
523,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
524,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
525,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
526,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
528,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
532,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
533,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
534,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
535,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
536,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
537,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
565,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
566,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
567,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
569,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
570,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
571,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
572,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
573,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
574,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
575,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
576,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
577,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
578,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
579,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
580,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
581,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
582,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
583,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
589,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
590,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
591,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
592,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
593,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
594,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
595,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
596,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
597,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
598,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
599,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
600,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
601,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
603,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
604,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
605,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
612,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
617,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
618,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
620,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
622,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
623,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
624,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
625,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
626,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
627,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
628,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
629,NULL,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
630,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Water
631,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
632,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
633,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
635,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
636,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
637,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
638,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
639,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
640,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
642,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
644,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
645,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
647,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
649,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
650,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
651,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
