Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWR_M_R
341,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
343,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
351,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
352,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
354,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
357,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
358,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
360,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
361,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
362,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
363,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
364,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
365,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
368,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
369,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
370,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
373,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
374,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
375,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
376,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
383,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
385,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
386,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
387,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
388,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
389,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
390,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
391,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
392,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
393,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
394,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
395,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Built-up
400,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
401,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
402,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
403,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
404,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
405,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
406,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
409,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
410,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
412,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
413,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
414,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
415,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
416,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
417,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
418,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
419,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
420,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
421,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
427,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
428,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
429,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
430,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
432,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
433,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
434,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
435,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
436,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
437,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
438,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
439,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
440,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
441,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
442,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
443,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
444,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
445,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
446,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
447,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
448,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
449,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
451,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
458,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
459,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
460,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
463,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
464,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
466,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
469,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
470,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
471,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
473,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
474,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
475,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
477,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
478,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
479,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
480,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
481,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
482,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
483,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
486,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
487,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
488,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
490,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
491,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
492,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
496,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
497,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
498,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
499,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
500,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
501,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
502,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
503,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
504,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
505,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
506,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
507,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
508,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
509,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
510,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
511,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
513,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
514,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
516,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
517,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
518,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
519,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
520,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
521,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
522,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
524,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
525,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
526,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
527,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
528,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
529,NULL,Water,Water,NULL,Water,NULL,NULL,Water
530,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
531,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
532,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
533,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
534,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
535,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
536,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
537,NULL,Water,Water,Water,Water,NULL,NULL,Water
538,NULL,Water,Water,Water,Water,NULL,NULL,Forest
539,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
541,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
542,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
543,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
546,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
547,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
548,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
549,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
550,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
551,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
552,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
554,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
555,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
556,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
557,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
559,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
560,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
561,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
562,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
563,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
564,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
565,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
566,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
568,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
569,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
570,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
571,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
572,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
576,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
577,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
578,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
579,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
580,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
581,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
582,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
583,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
584,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
585,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
586,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
589,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
590,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
591,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
592,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
593,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
594,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
595,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
596,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
597,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
598,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
599,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
600,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
601,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
602,NULL,Forest,Water,Water,Water,NULL,NULL,Water
603,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
604,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
605,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
606,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
607,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
608,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
609,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
612,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
613,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
614,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
615,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
616,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
617,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
618,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
619,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
620,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
621,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
622,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
624,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
625,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
626,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
627,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
628,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
629,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
630,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
633,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
634,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
635,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
640,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
641,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
642,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
643,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
645,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
646,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
649,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
651,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
652,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
654,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
655,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
656,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
657,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
661,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
662,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
663,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
665,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
666,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
667,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
668,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
669,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
670,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
671,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
672,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
673,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
674,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
675,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
676,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
677,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
678,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
679,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
680,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
681,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
682,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
683,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
684,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
685,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
686,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
688,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
689,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
