Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
367,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
369,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
370,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
371,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
372,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
373,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
376,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
379,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
382,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
383,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
414,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
598,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
599,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
600,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
601,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
602,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
603,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
604,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
605,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
607,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
608,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
609,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
610,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
611,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
612,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
614,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
615,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
616,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
617,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
618,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
619,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
620,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
621,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
622,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
623,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
624,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
625,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
627,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
628,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
629,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
631,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
632,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
634,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
635,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
636,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
637,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
638,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
640,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
641,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
645,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
646,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
647,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
650,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
653,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
654,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
