Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQQ_M_R
322,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
323,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
324,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
325,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
326,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
327,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
328,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
330,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
331,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
332,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
333,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
334,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
336,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
337,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
339,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
340,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
342,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
343,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
344,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
345,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
346,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
347,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
348,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
349,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
356,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
357,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
380,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
385,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
391,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
392,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
399,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
400,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
401,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
406,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
411,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
412,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
413,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
414,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
415,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
417,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
419,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
421,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
422,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
424,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
425,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
426,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
427,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
428,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
429,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
430,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
431,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
432,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
435,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
436,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
437,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
447,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
448,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
449,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
451,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
453,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
455,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
456,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
457,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
458,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
460,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
461,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
463,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
465,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
466,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
467,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
469,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
476,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
477,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
479,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
481,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
482,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
483,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
484,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
485,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
486,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
487,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
488,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
489,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
490,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
491,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
492,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
493,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
494,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
495,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
496,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
497,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
498,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
500,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
501,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
502,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
503,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
504,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
506,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
509,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
510,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
511,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
512,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
514,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
515,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
516,NULL,Bareland,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
517,NULL,Bareland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
518,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
519,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
520,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
521,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
522,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
523,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
524,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
525,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
526,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
527,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
528,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
529,NULL,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
530,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
532,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
533,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
534,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
539,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
541,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
542,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
544,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
558,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
560,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
563,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
564,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
565,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
566,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
568,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
569,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
570,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
572,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
573,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
574,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
575,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
576,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
600,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
605,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
609,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
610,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
612,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
613,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
614,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
615,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
618,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
620,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
621,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
622,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
623,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
624,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
625,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
626,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
627,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
629,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
630,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
631,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
632,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
633,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
634,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
635,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
636,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
637,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
638,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
640,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
641,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
642,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
643,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
644,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
645,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
646,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
647,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
648,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
649,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
650,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
651,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
652,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
653,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
654,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
