Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYG_M_R
324,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
328,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
333,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
338,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
342,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
343,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
353,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
360,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
372,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
373,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
375,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
376,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
377,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
378,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
381,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
382,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
387,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
389,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
390,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
393,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
396,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
397,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
398,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
401,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
402,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
403,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
404,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
405,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
406,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
407,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
408,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
409,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
410,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
411,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
414,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
415,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
417,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
418,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
421,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
422,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
425,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
427,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
430,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
432,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
433,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
436,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
439,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
440,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
441,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
442,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
443,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
444,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
445,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
446,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
449,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
451,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
452,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
453,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
454,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
455,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
456,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
457,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
458,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
459,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
460,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
461,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
462,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
463,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
464,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
465,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
466,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
467,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
468,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
469,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
470,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
471,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
472,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
473,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
474,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
475,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
476,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
477,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
478,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
479,NULL,NULL,Water,Water,Water,Grassland,Water,Water
480,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
481,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
482,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
483,NULL,NULL,Water,Water,Water,Wetland,Water,Water
484,NULL,NULL,Water,Water,Water,Bareland,Wetland,Forest
485,NULL,NULL,Water,Water,Water,Water,NULL,Water
486,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
487,NULL,NULL,Water,Water,Water,Water,Wetland,Water
488,NULL,NULL,Water,Water,Water,Water,Water,Water
489,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
492,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
495,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
496,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
497,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
498,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
500,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
502,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
503,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
505,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
507,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
508,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
509,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
511,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
513,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
514,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
517,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
522,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
524,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
525,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
527,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
528,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
529,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
530,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
531,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
532,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
533,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
535,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
536,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
538,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
542,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
543,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
548,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
550,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
552,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
553,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
554,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
557,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
558,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
566,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
567,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
568,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
570,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
572,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
576,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
578,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
580,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
585,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
586,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
587,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
589,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Bareland
590,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
591,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
592,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
593,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
595,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
596,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
597,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
598,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
599,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
601,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
602,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
603,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
605,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
606,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
607,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
608,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
609,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
610,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
611,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
612,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
614,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
615,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
616,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
619,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
621,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
622,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
623,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
624,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
625,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
626,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
627,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
628,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
629,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
630,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
631,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
632,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
633,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
634,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
635,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
636,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
637,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
638,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
639,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
640,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
642,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
643,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
644,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
645,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
646,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
647,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
648,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
649,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
650,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
651,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
652,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
653,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
654,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
655,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
656,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
657,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
658,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
659,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
660,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
661,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
662,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
663,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
664,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
665,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
666,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
667,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
