Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWF_M_R
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
346,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
350,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
372,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
375,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
385,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
386,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
390,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
398,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
455,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
524,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
525,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
526,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
527,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
528,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
529,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
530,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
531,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
532,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
533,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
534,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
536,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
537,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
538,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
539,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
540,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
542,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
543,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
545,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
547,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
548,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
551,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
552,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
553,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
554,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
555,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
556,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
557,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
558,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
559,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
561,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
562,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
563,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
564,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
565,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
566,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
568,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
570,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
571,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
572,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
573,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
574,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
575,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
576,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
577,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
578,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
579,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
580,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
581,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
582,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
583,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
584,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
585,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
586,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
587,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
588,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
589,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
591,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
592,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
593,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
594,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
595,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
596,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
597,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
598,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
599,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
600,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
601,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
602,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
603,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
604,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
605,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
606,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
607,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
608,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
609,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
611,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
612,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
613,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
614,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
615,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
616,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
617,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
618,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
619,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
620,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Cropland
621,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
622,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
623,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
625,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
627,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
628,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Bareland
629,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
631,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
632,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
633,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
634,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
635,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
636,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
637,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
638,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
640,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
641,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
644,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
