Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
329,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
330,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
331,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
332,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
333,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
334,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
346,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
348,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
349,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
356,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
358,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
359,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
360,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
362,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Built-up
363,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
365,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
367,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
369,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
371,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
372,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
373,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
374,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
375,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
376,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
377,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
378,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
379,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
380,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
381,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
382,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
383,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
384,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
385,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
386,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
387,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
388,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
389,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
390,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
391,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
392,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
393,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
394,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
395,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
396,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
397,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
398,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
399,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
400,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
401,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
402,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
403,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
404,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
405,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
406,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
408,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
409,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
410,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
412,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
413,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
414,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
415,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
416,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
417,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
418,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
419,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
420,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
421,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
422,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
423,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
424,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
425,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
426,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
427,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
428,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
429,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
430,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
431,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
432,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
434,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
435,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
438,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
439,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
440,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
441,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
442,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
443,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
444,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
445,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
446,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
447,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
448,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
449,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
450,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
451,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
452,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
513,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
515,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
516,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
517,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
518,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
519,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
521,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
522,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
523,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
524,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
525,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
527,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
528,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
529,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
531,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
532,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
533,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
534,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
539,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
540,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
541,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
542,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
543,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
544,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
545,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
546,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
547,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
548,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
549,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
550,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
551,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
552,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
553,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
555,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
558,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
559,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
560,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
561,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
563,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
564,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
565,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
566,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
568,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
569,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
570,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
571,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
572,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
573,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
574,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
575,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
577,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
578,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
579,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
580,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
581,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
582,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
583,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
584,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
588,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
589,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
590,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
591,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
592,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
593,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
594,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
596,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
597,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
598,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
601,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
602,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
603,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
604,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
605,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
612,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
617,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
618,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
620,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
621,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
622,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
623,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
624,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
625,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
626,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
627,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
628,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
629,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
630,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
639,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
641,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
642,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
643,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
644,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
646,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
647,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
648,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
649,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
650,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
651,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
652,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
653,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
654,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
