Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,NULL
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
468,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
469,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
471,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
473,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Cropland
475,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
477,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
478,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
480,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
481,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
483,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
487,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
490,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
492,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
495,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
505,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
518,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
536,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
541,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
547,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
548,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
549,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
