Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
8382,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8383,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
8384,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
8385,Grassland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8386,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
8387,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8388,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8389,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
8390,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8391,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
8392,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8393,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8394,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8395,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8396,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8397,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8398,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8399,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8400,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8401,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8402,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8403,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8404,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8405,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8406,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8407,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8408,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8409,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8410,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8411,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8412,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8413,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8414,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8415,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8416,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8417,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8418,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8419,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8420,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8421,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8422,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8423,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8424,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8425,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8426,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8427,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8428,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8429,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8430,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8431,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8432,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8433,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8434,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8435,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8436,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8437,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8438,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
8439,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8440,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8441,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8442,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8443,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8444,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8445,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8446,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8447,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8448,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8449,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8450,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8451,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8452,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8453,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8454,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8455,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8456,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8457,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8458,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
8459,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8460,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8461,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8462,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8463,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8464,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8465,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8466,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8467,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8468,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8469,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8470,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8471,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8472,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8473,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8474,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8475,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8476,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8477,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8478,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8479,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8480,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8481,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8482,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8483,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8484,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8485,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8486,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8487,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8488,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8489,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8490,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
8491,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8492,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8493,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8494,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8495,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8496,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8497,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8498,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8499,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8500,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
8501,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8502,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8503,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8504,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
8505,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8506,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8507,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8508,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8509,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8510,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8511,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8512,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8513,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8514,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8515,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8516,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8517,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8518,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8519,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8520,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8521,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8522,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8523,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8524,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8525,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8526,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
8527,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8528,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8529,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8530,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8531,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8532,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
8533,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8534,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8535,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8536,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8537,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8538,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8539,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8540,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8541,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8542,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8543,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8544,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
8545,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8546,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8547,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8548,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8549,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8550,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8551,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8552,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8553,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8554,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8555,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8556,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8557,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8558,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8559,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8560,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
8561,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8562,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8563,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8564,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8565,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8566,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8568,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8569,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
8582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
8584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8592,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8593,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8594,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8595,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8596,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8597,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8598,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
8628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8640,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8641,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
8662,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8663,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8664,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8665,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8666,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8667,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8668,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8669,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8670,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8674,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8676,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8677,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8678,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8679,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8680,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8681,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8682,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8683,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8684,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8685,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8686,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
8687,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8688,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8689,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8690,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8691,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8692,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8693,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8694,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
