Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLG_M_R
1413,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1414,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1415,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1416,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1417,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1418,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1419,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1420,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1421,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1422,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1423,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1424,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1425,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1426,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1436,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1437,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1438,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1439,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1440,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1441,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1442,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1443,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1444,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1445,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1446,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1447,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1448,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1449,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1450,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1451,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1452,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1453,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1454,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1455,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1456,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1457,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1458,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1459,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1460,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1461,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1462,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1463,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1464,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1465,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1466,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1467,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1468,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1469,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1470,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1471,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1472,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1473,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1474,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1475,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1476,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1477,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1478,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1479,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1480,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1481,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1482,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1483,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1484,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1485,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1486,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1487,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1488,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1489,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1490,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1491,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1492,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1493,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1494,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1495,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1496,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1497,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1498,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1499,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1500,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1501,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1502,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1503,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1504,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1505,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1506,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1507,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1508,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1509,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1510,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1511,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1512,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1513,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1514,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1515,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1516,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1517,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1518,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1519,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1520,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1521,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1522,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1523,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1524,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1525,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1526,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1527,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1528,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1529,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1530,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1531,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1532,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1533,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1534,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1535,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1536,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1537,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1538,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1539,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1540,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1541,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1542,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1543,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1544,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1545,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1546,Forest,Water,Water,NULL,Water,NULL,Water,Water
1547,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1548,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1549,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1550,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1551,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1552,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1553,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1554,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1555,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1556,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
1557,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1558,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1559,Forest,Water,Water,NULL,Water,Water,Water,Water
1560,Forest,Water,Water,NULL,Water,Water,Water,Forest
1561,Forest,Water,Water,NULL,Water,Water,Forest,Water
1562,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1563,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1564,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1565,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1566,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1567,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1568,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1569,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1570,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1571,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1572,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1573,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1574,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1575,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1576,Forest,Water,Water,Water,Water,NULL,NULL,Water
1577,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1578,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1579,Forest,Water,Water,Water,Water,NULL,Water,Water
1580,Forest,Water,Water,Water,Water,NULL,Water,Forest
1581,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1582,Forest,Water,Water,Water,Water,Grassland,Water,Water
1583,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1584,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1585,Forest,Water,Water,Water,Water,Wetland,Water,Water
1586,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1587,Forest,Water,Water,Water,Water,Water,Wetland,Water
1588,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1589,Forest,Water,Water,Water,Water,Water,Water,Water
1590,Forest,Water,Water,Water,Water,Water,Water,Forest
1591,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1593,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1594,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1595,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1596,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1597,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1598,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1599,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1600,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1601,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1602,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1603,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1604,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1605,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1606,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1607,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1608,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1609,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1610,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1611,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1612,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1613,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1614,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1615,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1616,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1617,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1618,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1619,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1620,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1621,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1622,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1623,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1624,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1625,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1626,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1627,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1628,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1629,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1630,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1631,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1632,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1633,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1634,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1635,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1636,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1637,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1638,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1639,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1640,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1641,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1642,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1643,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1644,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1645,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1646,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1647,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1650,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1651,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1652,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1653,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1654,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1655,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1656,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1657,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1658,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1659,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1660,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1661,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1662,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1663,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1664,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1668,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1669,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1670,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1671,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1672,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1673,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1674,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1675,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1676,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1677,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1678,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1679,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
1680,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1681,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1682,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1683,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1684,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1685,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1686,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1687,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1688,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1689,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1690,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1691,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1692,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1693,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1694,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1695,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1696,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1697,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1698,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1699,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1715,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1716,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1717,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1718,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1719,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1721,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1722,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1726,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1727,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
1728,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1729,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1730,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1731,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1734,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1735,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
1736,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1738,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1739,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1740,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1741,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1742,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1743,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1744,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1745,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1746,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1747,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1748,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1749,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1750,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1751,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1752,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1753,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1754,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1755,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1756,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1757,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1758,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1759,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1760,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1761,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1762,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1763,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1764,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1765,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1766,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
