Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRU_M_R
1738,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1739,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1740,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1741,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1742,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1743,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1744,Water,Water,Shrubland,Water,Non_Wetland,NULL
1745,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1746,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1747,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1748,Water,Water,Shrubland,Water,Non_Wetland,Water
1749,Water,Water,Shrubland,Water,Non_Wetland,Forest
1750,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1751,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1752,Water,Water,Grassland,NULL,Non_Wetland,Water
1753,Water,Water,Grassland,NULL,Non_Wetland,Forest
1754,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1755,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1756,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1757,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1758,Water,Water,Grassland,Water,Non_Wetland,Grassland
1759,Water,Water,Grassland,Water,Non_Wetland,Bareland
1760,Water,Water,Grassland,Water,Non_Wetland,Water
1761,Water,Water,Grassland,Water,Non_Wetland,Forest
1762,Water,Water,Cropland,NULL,Non_Wetland,NULL
1763,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1764,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1765,Water,Water,Cropland,NULL,Non_Wetland,Water
1766,Water,Water,Cropland,NULL,Non_Wetland,Forest
1767,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1768,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1769,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1770,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1771,Water,Water,Cropland,Water,Non_Wetland,Grassland
1772,Water,Water,Cropland,Water,Non_Wetland,Cropland
1773,Water,Water,Cropland,Water,Non_Wetland,Bareland
1774,Water,Water,Cropland,Water,Non_Wetland,Water
1775,Water,Water,Cropland,Water,Non_Wetland,Forest
1776,Water,Water,Wetland,NULL,Wetland,NULL
1777,Water,Water,Wetland,NULL,Wetland,Grassland
1778,Water,Water,Wetland,NULL,Wetland,Cropland
1779,Water,Water,Wetland,NULL,Wetland,Bareland
1780,Water,Water,Wetland,NULL,Wetland,Water
1781,Water,Water,Wetland,NULL,Wetland,Forest
1782,Water,Water,Wetland,Non_Water,Wetland,NULL
1783,Water,Water,Wetland,Non_Water,Wetland,Grassland
1784,Water,Water,Wetland,Non_Water,Wetland,Cropland
1785,Water,Water,Wetland,Non_Water,Wetland,Bareland
1786,Water,Water,Wetland,Non_Water,Wetland,Water
1787,Water,Water,Wetland,Non_Water,Wetland,Forest
1788,Water,Water,Wetland,Water,Wetland,NULL
1789,Water,Water,Wetland,Water,Wetland,Grassland
1790,Water,Water,Wetland,Water,Wetland,Cropland
1791,Water,Water,Wetland,Water,Wetland,Bareland
1792,Water,Water,Wetland,Water,Wetland,Built-up
1793,Water,Water,Wetland,Water,Wetland,Water
1794,Water,Water,Wetland,Water,Wetland,Forest
1795,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1796,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1797,Water,Water,Bareland,NULL,Non_Wetland,Water
1798,Water,Water,Bareland,NULL,Non_Wetland,Forest
1799,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1800,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1801,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1802,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1803,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1804,Water,Water,Bareland,Water,Non_Wetland,NULL
1805,Water,Water,Bareland,Water,Non_Wetland,Grassland
1806,Water,Water,Bareland,Water,Non_Wetland,Bareland
1807,Water,Water,Bareland,Water,Non_Wetland,Water
1808,Water,Water,Bareland,Water,Non_Wetland,Forest
1809,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1810,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1811,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1812,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1813,Water,Water,Built-up,NULL,Non_Wetland,Water
1814,Water,Water,Built-up,NULL,Non_Wetland,Forest
1815,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1816,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1817,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
1818,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1819,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1820,Water,Water,Built-up,Water,Non_Wetland,Grassland
1821,Water,Water,Built-up,Water,Non_Wetland,Bareland
1822,Water,Water,Built-up,Water,Non_Wetland,Water
1823,Water,Water,Built-up,Water,Non_Wetland,Forest
1824,Water,Water,Water,NULL,Water,NULL
1825,Water,Water,Water,NULL,Water,Grassland
1826,Water,Water,Water,NULL,Water,Cropland
1827,Water,Water,Water,NULL,Water,Bareland
1828,Water,Water,Water,NULL,Water,Water
1829,Water,Water,Water,NULL,Water,Forest
1830,Water,Water,Water,Non_Water,Water,NULL
1831,Water,Water,Water,Non_Water,Water,Grassland
1832,Water,Water,Water,Non_Water,Water,Cropland
1833,Water,Water,Water,Non_Water,Water,Bareland
1834,Water,Water,Water,Non_Water,Water,Water
1835,Water,Water,Water,Non_Water,Water,Forest
1836,Water,Water,Water,Water,Water,NULL
1837,Water,Water,Water,Water,Water,Grassland
1838,Water,Water,Water,Water,Water,Cropland
1839,Water,Water,Water,Water,Water,Bareland
1840,Water,Water,Water,Water,Water,Built-up
1841,Water,Water,Water,Water,Water,Water
1842,Water,Water,Water,Water,Water,Forest
1843,Water,Water,Forest,NULL,Non_Wetland,NULL
1844,Water,Water,Forest,NULL,Non_Wetland,Grassland
1845,Water,Water,Forest,NULL,Non_Wetland,Cropland
1846,Water,Water,Forest,NULL,Non_Wetland,Bareland
1847,Water,Water,Forest,NULL,Non_Wetland,Water
1848,Water,Water,Forest,NULL,Non_Wetland,Forest
1849,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1850,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1851,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1852,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1853,Water,Water,Forest,Non_Water,Non_Wetland,Water
1854,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1855,Water,Water,Forest,Water,Non_Wetland,NULL
1856,Water,Water,Forest,Water,Non_Wetland,Grassland
1857,Water,Water,Forest,Water,Non_Wetland,Cropland
1858,Water,Water,Forest,Water,Non_Wetland,Bareland
1859,Water,Water,Forest,Water,Non_Wetland,Water
1860,Water,Water,Forest,Water,Non_Wetland,Forest
1861,Water,Forest,NULL,NULL,Non_Wetland,NULL
1862,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1863,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1864,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1865,Water,Forest,NULL,NULL,Non_Wetland,Water
1866,Water,Forest,NULL,NULL,Non_Wetland,Forest
1867,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1868,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1869,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1870,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1871,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1872,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
1873,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1874,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1875,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1876,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1877,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1878,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1879,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1880,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1881,Water,Forest,Shrubland,Water,Non_Wetland,Water
1882,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1883,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1884,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1885,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1886,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1887,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1888,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1889,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1890,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1891,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1892,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1893,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
1894,Water,Forest,Cropland,NULL,Non_Wetland,Water
1895,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1896,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1897,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1898,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1899,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1900,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1901,Water,Forest,Cropland,Water,Non_Wetland,Bareland
1902,Water,Forest,Cropland,Water,Non_Wetland,Water
1903,Water,Forest,Cropland,Water,Non_Wetland,Forest
1904,Water,Forest,Wetland,NULL,Wetland,Grassland
1905,Water,Forest,Wetland,NULL,Wetland,Water
1906,Water,Forest,Wetland,NULL,Wetland,Forest
1907,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1908,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1909,Water,Forest,Wetland,Non_Water,Wetland,Water
1910,Water,Forest,Wetland,Non_Water,Wetland,Forest
1911,Water,Forest,Wetland,Water,Wetland,Water
1912,Water,Forest,Wetland,Water,Wetland,Forest
1913,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1914,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1915,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1916,Water,Forest,Bareland,NULL,Non_Wetland,Built-up
1917,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1918,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1919,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1920,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1921,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1922,Water,Forest,Bareland,Water,Non_Wetland,Water
1923,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1924,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1925,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1926,Water,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1927,Water,Forest,Built-up,Non_Water,Non_Wetland,Water
1928,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
1929,Water,Forest,Built-up,Water,Non_Wetland,Bareland
1930,Water,Forest,Built-up,Water,Non_Wetland,Forest
1931,Water,Forest,Water,NULL,Water,NULL
1932,Water,Forest,Water,NULL,Water,Grassland
1933,Water,Forest,Water,NULL,Water,Bareland
1934,Water,Forest,Water,NULL,Water,Water
1935,Water,Forest,Water,NULL,Water,Forest
1936,Water,Forest,Water,Non_Water,Water,NULL
1937,Water,Forest,Water,Non_Water,Water,Grassland
1938,Water,Forest,Water,Non_Water,Water,Bareland
1939,Water,Forest,Water,Non_Water,Water,Water
1940,Water,Forest,Water,Non_Water,Water,Forest
1941,Water,Forest,Water,Water,Water,Grassland
1942,Water,Forest,Water,Water,Water,Bareland
1943,Water,Forest,Water,Water,Water,Water
1944,Water,Forest,Water,Water,Water,Forest
1945,Water,Forest,Forest,NULL,Non_Wetland,NULL
1946,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1947,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1948,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1949,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1950,Water,Forest,Forest,NULL,Non_Wetland,Water
1951,Water,Forest,Forest,NULL,Non_Wetland,Forest
1952,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
1953,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1954,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1955,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1956,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1957,Water,Forest,Forest,Water,Non_Wetland,Grassland
1958,Water,Forest,Forest,Water,Non_Wetland,Cropland
1959,Water,Forest,Forest,Water,Non_Wetland,Bareland
1960,Water,Forest,Forest,Water,Non_Wetland,Water
1961,Water,Forest,Forest,Water,Non_Wetland,Forest
1962,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1963,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1964,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Cropland
1965,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1966,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1967,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1968,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1969,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1970,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1971,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1972,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1973,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1974,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1975,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1976,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1977,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1978,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water
1979,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
1980,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1981,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1982,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1983,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL
1984,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1985,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
1986,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1987,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1988,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1989,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1990,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1991,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1992,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1993,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Grassland
1994,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1995,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1996,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
1997,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL
1998,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1999,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2000,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
2001,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
2002,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2003,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
2004,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2005,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
2006,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
2007,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
2008,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2009,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
2010,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2011,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
2012,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
2013,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2014,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
2015,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
2016,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL
2017,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
2018,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2019,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2020,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2021,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland
2022,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2023,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL
2024,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
2025,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2026,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2027,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
2028,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2029,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2030,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2031,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2032,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2033,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2034,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2035,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2036,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2037,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2038,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2039,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2040,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2041,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2042,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2043,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2044,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2045,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2046,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2047,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2048,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2049,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2050,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2051,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2052,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2053,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2054,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2055,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2056,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2057,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
2058,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2059,Forest,NULL,Grassland,Water,Non_Wetland,Water
2060,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2061,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2062,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2063,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2064,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2065,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2066,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2067,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2068,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2069,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2070,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2071,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2072,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2073,Forest,NULL,Cropland,Water,Non_Wetland,Water
2074,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2075,Forest,NULL,Wetland,NULL,Wetland,Grassland
2076,Forest,NULL,Wetland,NULL,Wetland,Bareland
2077,Forest,NULL,Wetland,NULL,Wetland,Water
2078,Forest,NULL,Wetland,NULL,Wetland,Forest
2079,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2080,Forest,NULL,Wetland,Non_Water,Wetland,Water
2081,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2082,Forest,NULL,Wetland,Water,Wetland,Grassland
2083,Forest,NULL,Wetland,Water,Wetland,Bareland
2084,Forest,NULL,Wetland,Water,Wetland,Water
2085,Forest,NULL,Wetland,Water,Wetland,Forest
2086,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2087,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2088,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2089,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2090,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2091,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2092,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2093,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2094,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2095,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2096,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2097,Forest,NULL,Bareland,Water,Non_Wetland,Water
2098,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2099,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2100,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2101,Forest,NULL,Built-up,NULL,Non_Wetland,Water
2102,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2103,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2104,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2105,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
2106,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2107,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2108,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2109,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2110,Forest,NULL,Water,NULL,Water,NULL
2111,Forest,NULL,Water,NULL,Water,Grassland
2112,Forest,NULL,Water,NULL,Water,Cropland
2113,Forest,NULL,Water,NULL,Water,Bareland
2114,Forest,NULL,Water,NULL,Water,Water
2115,Forest,NULL,Water,NULL,Water,Forest
2116,Forest,NULL,Water,Non_Water,Water,Grassland
2117,Forest,NULL,Water,Non_Water,Water,Bareland
2118,Forest,NULL,Water,Non_Water,Water,Water
2119,Forest,NULL,Water,Non_Water,Water,Forest
2120,Forest,NULL,Water,Water,Water,NULL
2121,Forest,NULL,Water,Water,Water,Grassland
2122,Forest,NULL,Water,Water,Water,Bareland
2123,Forest,NULL,Water,Water,Water,Water
2124,Forest,NULL,Water,Water,Water,Forest
2125,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2126,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2127,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2128,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2129,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2130,Forest,NULL,Forest,NULL,Non_Wetland,Water
2131,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2132,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2133,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2134,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2135,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2136,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2137,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2138,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2139,Forest,NULL,Forest,Water,Non_Wetland,Water
2140,Forest,NULL,Forest,Water,Non_Wetland,Forest
2141,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2142,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2143,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2144,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2145,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2146,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2147,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2148,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2149,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2150,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2151,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2152,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2153,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2154,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2155,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2156,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2157,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2158,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2159,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2160,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2161,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2162,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2163,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2164,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2165,Forest,Cropland,Water,NULL,Water,Grassland
2166,Forest,Cropland,Water,Non_Water,Water,Grassland
2167,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
