Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R
1225,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1226,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1227,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1228,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
1229,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1230,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1231,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
1232,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1233,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Water
1234,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1235,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1236,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1237,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
1238,NULL,NULL,Water,Water,Water,Water,NULL,Water
1239,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1240,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1241,NULL,NULL,Water,Water,Water,Water,Bareland,Wetland
1242,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1243,NULL,NULL,Water,Water,Water,Water,Water,Water
1244,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1245,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1246,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1247,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1248,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1249,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1250,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1251,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1252,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1253,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1254,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1255,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1256,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1257,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1258,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1259,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1260,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1261,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1262,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1263,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1264,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1265,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1266,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1267,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1268,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1269,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1270,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1271,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1272,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1273,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1274,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1275,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1276,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1277,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1278,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1279,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1280,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1281,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1282,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1283,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1284,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1285,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1286,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1287,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1288,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1289,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1290,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1291,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1292,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1293,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1294,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1295,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1296,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1297,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1298,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1299,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1300,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1301,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1302,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1303,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1304,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1305,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1306,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1307,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1308,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1309,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1310,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1311,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1312,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1313,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1314,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1315,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1316,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1317,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1318,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1319,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1320,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1321,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1322,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1323,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1324,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1326,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1327,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1328,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1329,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1330,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1331,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1332,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1333,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1334,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1335,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1338,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1339,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1340,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1341,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1342,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1343,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1344,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1345,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1346,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
1347,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1348,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1349,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1350,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1351,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1352,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1353,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1354,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1355,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1356,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1357,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1358,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1359,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1360,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1361,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1362,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1363,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1364,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1365,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1366,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1367,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1368,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1369,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
1370,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1371,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1372,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1373,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1374,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1375,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1376,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1378,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1379,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1380,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1381,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1382,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1383,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1384,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1385,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1386,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1387,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1388,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1389,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1390,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1391,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1392,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1393,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1394,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1395,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1396,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1397,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1398,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1399,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1400,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1401,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1402,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1403,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1404,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1405,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1406,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1407,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1408,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1409,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
1410,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1411,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1412,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1413,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1414,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1415,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1416,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
1417,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1418,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1419,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1420,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1421,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1422,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1423,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1424,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1425,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1426,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1427,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1428,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1429,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1430,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1431,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
1432,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1433,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1434,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1435,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1436,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1437,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1438,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1439,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1440,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1441,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1442,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1443,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1444,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1445,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1446,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1447,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1448,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1449,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1450,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1451,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1452,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1453,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1454,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1455,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1456,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1457,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1458,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1459,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1460,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1461,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1462,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1463,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1464,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1465,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1466,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
1467,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1468,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1469,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1470,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1471,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1472,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1473,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1474,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1475,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1476,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1477,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1478,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1479,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1480,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
1481,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
1482,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1483,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
1484,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1485,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1486,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1487,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
1488,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1489,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1490,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1491,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1492,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1493,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
1494,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
1495,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1496,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
1497,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1498,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1499,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1500,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
1501,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1502,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
1503,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
1504,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1505,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1506,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1507,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Wetland
1508,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1509,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
1510,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1511,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1512,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1513,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1514,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1515,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1516,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1517,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1518,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1519,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1520,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1521,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1522,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1523,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1524,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1525,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1526,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1527,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1528,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1529,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1530,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1531,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1532,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1533,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1534,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1535,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1536,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1537,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1538,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1539,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1540,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1541,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1542,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1543,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1544,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1545,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1546,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1547,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1548,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1549,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1550,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1551,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1552,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1553,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1554,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1555,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1556,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1557,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1558,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
