Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
330,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
331,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
332,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
333,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
334,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
335,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
336,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
337,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
338,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
339,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
340,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
341,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
342,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
344,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
345,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
346,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
347,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
348,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
349,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
350,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Cropland
351,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
352,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
353,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
354,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
355,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
356,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
357,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
358,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
359,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
360,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Forest
361,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
362,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
365,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,NULL,Grassland
366,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
368,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
370,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
374,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
375,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
377,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
378,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
379,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
381,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
382,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
383,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,NULL
384,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
385,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
386,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
387,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
388,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
389,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
390,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
391,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
393,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
394,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Wetland
395,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
396,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
398,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
400,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
403,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
406,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
410,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
412,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
414,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
415,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
416,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
417,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
418,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
419,NULL,NULL,Water,NULL,Water,Wetland,NULL,Water
420,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
421,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
422,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
423,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
424,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
425,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
426,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
427,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
428,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Water
429,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
430,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
431,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
432,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
433,NULL,NULL,Water,Non_Water,Water,Water,NULL,Forest
434,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
435,NULL,NULL,Water,Non_Water,Water,Forest,NULL,Forest
436,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
437,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
438,NULL,NULL,Water,Water,Water,NULL,NULL,Water
439,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
440,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
441,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
442,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
443,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
444,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
445,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
446,NULL,NULL,Water,Water,Water,Wetland,NULL,Forest
447,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
448,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
449,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
450,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
451,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
452,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
453,NULL,NULL,Water,Water,Water,Water,NULL,Water
454,NULL,NULL,Water,Water,Water,Water,NULL,Forest
455,NULL,NULL,Water,Water,Water,Forest,NULL,Wetland
456,NULL,NULL,Water,Water,Water,Forest,NULL,Water
457,NULL,NULL,Water,Water,Water,Forest,NULL,Forest
458,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
459,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
461,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
462,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
463,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
464,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
466,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
469,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
493,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
495,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
497,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
500,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
505,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
511,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
518,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
521,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
522,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
523,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
525,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
526,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
527,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
528,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
529,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
531,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
532,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
533,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
534,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
535,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
536,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
538,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
539,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
540,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
541,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
542,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
543,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
544,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
545,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
546,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
549,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
550,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
551,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
552,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
553,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
554,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
555,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
556,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
557,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
558,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
559,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
560,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
561,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
563,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
565,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
566,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
567,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
568,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
570,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
571,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
582,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
583,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
584,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
585,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
586,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
588,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
590,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
593,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
594,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
595,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
596,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
597,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
598,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
603,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
605,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
606,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
607,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
608,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
618,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
619,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
620,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
621,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
622,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
624,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
626,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
628,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
629,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
630,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
631,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
632,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
633,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
634,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
635,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
636,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
637,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
638,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
639,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
640,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
642,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
643,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
644,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
645,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
646,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
647,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
648,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
649,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
650,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
651,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
653,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
654,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
655,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
656,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
657,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
658,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
659,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
661,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
662,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
663,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
664,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
665,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
666,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
668,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
669,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
670,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
671,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
672,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
673,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
674,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
