Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHE_M_R
2005,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2006,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
2007,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2008,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
2009,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
2010,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2011,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2012,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2013,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
2014,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2015,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2016,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2017,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
2018,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
2019,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2020,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2021,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2022,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2023,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
2024,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2025,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
2026,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2027,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
2028,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2029,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2030,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2031,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
2032,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2033,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2034,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
2035,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2036,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
2037,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2038,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2039,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
2040,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2041,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
2042,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2043,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2044,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2045,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
2046,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2047,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
2048,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2049,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
2050,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2051,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
2052,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2053,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2054,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
2055,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
2056,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2057,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2058,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2059,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
2060,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2061,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2062,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
2063,NULL,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
2064,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
2065,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Built-up
2066,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
2067,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
2068,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2069,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2070,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2071,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2072,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2073,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2074,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2075,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2076,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2077,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2078,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2079,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2080,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2081,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2082,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2083,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2084,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2085,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2086,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2087,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2088,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2089,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2090,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2091,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2092,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2093,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2094,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2095,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2096,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2097,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2098,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2099,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2100,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2101,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
2102,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2103,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
2104,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2105,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2106,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2107,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
2108,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2109,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2110,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2111,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2112,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
2113,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2114,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2115,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2116,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2117,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2118,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2119,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2120,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2121,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2122,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2123,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2124,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2125,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2126,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2127,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2128,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2129,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2130,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2131,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2132,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2133,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2134,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2135,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2136,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2137,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2138,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2139,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2140,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2141,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2142,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2143,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2144,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2145,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2146,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2147,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2148,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2149,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2150,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2151,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2152,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2153,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2154,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2155,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2156,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2157,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2158,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2159,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2160,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2161,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2162,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2163,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2164,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2165,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2166,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2167,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2168,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2169,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2170,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2171,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2172,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2173,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2174,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2175,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2176,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2177,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2178,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
2179,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2180,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
2181,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2182,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2183,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2184,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2185,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2186,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2187,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2188,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2189,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2190,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2191,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2192,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2193,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2194,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2195,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2196,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2197,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2198,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2199,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2200,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2201,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2202,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2203,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2204,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2205,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2206,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2207,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2208,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2209,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2210,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2211,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2212,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2213,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2214,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2215,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2216,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
2217,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2218,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2219,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2220,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2221,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2222,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2223,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2224,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2225,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2226,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2227,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2228,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
2229,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2230,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2231,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2232,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2233,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2234,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2235,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2236,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2237,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2238,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2239,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2240,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2241,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2242,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
2243,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2244,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
2245,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2246,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2247,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2248,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2249,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2250,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2251,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2252,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2253,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2254,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2255,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2256,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2257,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2258,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2259,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2260,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
2261,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2262,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
2263,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2264,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2265,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2266,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2267,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2268,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2269,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2270,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
2271,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2272,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2273,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2274,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2275,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2276,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2277,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2278,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
2279,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2280,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2281,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2282,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
2283,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2284,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
2285,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2286,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2287,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2288,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2289,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2290,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
2291,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2292,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2293,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2294,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
2295,NULL,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
2296,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2297,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2298,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2299,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2300,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2301,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2302,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2303,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2304,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2305,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2306,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2307,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2308,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2309,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
2310,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2311,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2312,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2313,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2314,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2315,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2316,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2317,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2318,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2319,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2320,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2321,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2322,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2323,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2324,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2325,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2326,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2327,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
