Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
3656,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3657,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3658,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3659,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3660,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3661,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3662,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3663,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3664,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3665,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3666,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3667,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3668,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
3669,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3670,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3671,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3672,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3673,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3674,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3675,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3676,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3677,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3678,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3679,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3680,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3681,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3682,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3683,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3684,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3685,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3686,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3687,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3688,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3689,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3690,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3691,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3692,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3693,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3694,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3695,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3696,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3697,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3698,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3699,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3700,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3701,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3702,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3703,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3704,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3705,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3706,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3707,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3708,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3709,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3710,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3711,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3712,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
3713,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3714,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3715,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3716,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3717,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
3718,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3719,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3720,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3721,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
3722,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3723,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
3724,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3725,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3726,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
3727,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3728,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3729,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3730,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3731,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3732,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
3733,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3734,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3735,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3736,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3737,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3738,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3739,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3740,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3741,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3742,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3743,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3744,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3745,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3746,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3747,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3748,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3749,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3750,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3751,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3752,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3753,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
3754,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
3796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3833,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3834,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
3838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3839,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3840,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
3841,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3842,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3843,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3844,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
3845,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3846,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3847,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
3848,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3849,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3850,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3851,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3852,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3853,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3854,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3855,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3856,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3857,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3858,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3859,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3860,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3861,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3862,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3863,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3864,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3865,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3866,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3867,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3868,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3869,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
3870,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3871,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3872,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3873,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3874,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3875,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3876,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3877,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3878,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3879,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3880,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3881,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3882,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3883,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3884,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3885,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3886,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3887,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3888,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3889,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3890,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3891,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3892,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3893,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3894,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3895,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3896,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3897,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3898,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3899,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3900,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3901,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3902,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3903,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3904,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3905,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
3906,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3907,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3908,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3909,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3910,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3911,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3912,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3913,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3914,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3915,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3916,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3917,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3918,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3919,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3920,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3921,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3922,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3923,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3924,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3925,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3926,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3927,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3928,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3929,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3930,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3931,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3932,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3933,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3934,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3935,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3936,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
3937,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3938,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3939,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3940,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
3941,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3942,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3943,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3944,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3945,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3946,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3947,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3948,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
3949,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3950,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
3951,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
3952,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3953,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3954,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3955,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3956,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3957,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3958,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
3959,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3960,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
3961,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3962,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
3963,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3964,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
3965,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3966,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3967,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
3968,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3969,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3970,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
