Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
1077,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1080,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1082,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1083,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1085,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1086,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1087,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1090,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1092,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1093,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1096,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1097,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1098,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1099,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1101,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1102,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1103,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1104,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1106,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1107,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1108,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1109,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1110,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1111,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1112,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1113,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1114,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1115,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1116,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1117,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1118,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1119,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1121,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1122,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1123,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1124,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1126,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1127,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1128,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1129,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1131,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1132,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1134,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1136,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1137,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1138,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1141,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1142,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1144,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1145,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1146,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1147,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1149,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1150,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1153,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1154,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1156,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1157,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1158,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1162,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1163,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1164,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1165,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1166,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1167,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1170,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1172,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1173,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1174,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1177,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1180,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1181,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1183,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1191,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1192,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1193,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1194,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1195,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1196,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1197,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1198,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1199,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1200,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1201,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1202,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1203,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1207,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1208,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1209,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1210,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1213,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1214,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1215,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1216,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1217,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1218,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1219,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1221,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1222,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1223,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1224,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1225,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1226,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1227,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1228,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1229,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1230,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1231,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1232,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1233,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1234,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1235,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1236,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1237,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1238,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1239,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1240,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1242,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1244,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1245,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1246,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1250,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1251,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1252,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1253,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1254,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1255,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1256,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1259,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1260,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1262,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1263,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1264,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1265,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1266,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1267,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1270,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1271,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1273,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1274,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1275,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1277,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1278,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1279,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1281,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1282,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1283,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1284,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1287,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1290,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1291,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1292,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1293,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1294,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1295,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1297,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1298,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1299,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1301,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1302,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1303,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1304,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1306,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1307,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1309,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1311,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1312,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1313,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1314,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1315,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1316,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1317,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1318,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1319,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1320,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1321,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1322,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1323,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1327,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1329,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1331,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1332,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1333,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1334,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1335,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1336,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1337,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1338,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1339,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1342,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1343,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1346,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1348,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1349,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1350,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1351,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1352,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1354,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1356,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1357,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1360,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1361,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1362,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1363,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1364,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1365,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1366,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1367,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1370,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1371,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1372,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1373,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1374,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1376,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1377,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1378,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1382,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1383,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1384,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1385,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1386,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1387,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1388,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1389,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1390,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1391,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1392,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1393,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1394,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1395,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1396,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1397,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1398,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1399,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1400,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1401,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1402,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1403,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1404,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
