Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
322,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
323,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
331,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
332,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
343,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
351,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
355,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
356,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
360,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
391,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
392,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
395,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
396,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
397,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
398,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
399,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
400,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
401,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
402,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
405,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
406,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
407,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
412,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
413,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
455,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
457,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
463,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
464,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
465,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
470,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
471,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
472,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
473,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
475,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
476,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
477,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
478,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
479,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
480,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
481,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
482,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
484,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
485,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
486,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
487,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
488,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
489,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
490,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
492,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
493,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
494,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
495,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
496,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
497,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
498,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
499,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
500,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
502,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
503,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
504,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
505,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
507,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
508,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
509,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
510,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
511,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
512,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
514,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
515,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
516,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
517,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
519,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
520,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
521,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
522,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
524,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
525,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
526,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
528,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
530,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
532,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
533,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
534,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
535,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
536,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
537,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
538,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
539,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
540,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
546,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
547,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
549,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
551,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
552,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
554,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
558,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
559,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
560,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
562,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
563,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
564,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
565,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
567,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
568,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
569,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
570,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
571,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
572,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
573,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
574,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
575,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
576,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
577,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
578,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
579,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
580,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
581,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
582,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
583,NULL,NULL,Water,NULL,Water,Wetland,Grassland,NULL
584,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
585,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
586,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
587,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
588,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
589,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
590,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
591,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
592,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
593,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
594,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
595,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
596,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
597,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
598,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
599,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
600,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
601,NULL,NULL,Water,NULL,Water,Water,Water,Forest
602,NULL,NULL,Water,NULL,Water,Forest,Grassland,Forest
603,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
604,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
605,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
606,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
607,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
608,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
609,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
610,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
611,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
612,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
613,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
614,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
615,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
616,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
617,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
618,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
619,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
620,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
621,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
622,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
623,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
624,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
625,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
626,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
627,NULL,NULL,Water,Water,Water,Wetland,Water,Water
628,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
629,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
630,NULL,NULL,Water,Water,Water,Water,Grassland,Water
631,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
632,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
633,NULL,NULL,Water,Water,Water,Water,Wetland,Water
634,NULL,NULL,Water,Water,Water,Water,Water,Grassland
635,NULL,NULL,Water,Water,Water,Water,Water,Wetland
636,NULL,NULL,Water,Water,Water,Water,Water,Water
637,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
639,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
641,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
643,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
644,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
645,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
646,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
648,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
651,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
653,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
658,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
659,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
660,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
662,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
663,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
665,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
668,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
669,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
670,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
671,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
672,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
673,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
674,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
