Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDE_M_R
334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
356,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
357,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
358,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
359,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
360,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
361,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
362,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
363,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
364,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
365,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
366,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
367,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
368,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
369,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
370,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
371,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
372,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
375,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
376,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
377,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
378,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
379,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
380,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
381,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
382,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
383,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
384,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
385,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
386,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
387,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
388,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,NULL
389,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
390,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
391,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
392,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
393,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
394,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
395,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
396,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
397,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
398,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
399,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
400,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
401,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
402,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
403,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
404,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
405,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
406,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
407,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
408,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
409,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
410,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
411,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
412,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
413,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
414,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
415,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,NULL
416,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,NULL
417,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
418,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
419,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
420,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
421,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
422,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
423,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
424,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
425,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
426,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
427,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
428,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
429,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
430,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
431,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
432,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
433,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
434,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
435,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
440,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
450,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
451,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
452,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
453,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
454,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
455,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
456,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
457,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
458,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
459,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
460,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
461,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
462,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
463,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
464,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,NULL
465,NULL,Built-up,Water,NULL,Water,Wetland,Water,NULL
466,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,NULL
467,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,NULL
468,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,NULL
469,NULL,Built-up,Water,NULL,Water,Bareland,Water,NULL
470,NULL,Built-up,Water,NULL,Water,Built-up,Wetland,NULL
471,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,NULL
472,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
473,NULL,Built-up,Water,NULL,Water,Built-up,Water,NULL
474,NULL,Built-up,Water,NULL,Water,Water,Wetland,NULL
475,NULL,Built-up,Water,NULL,Water,Water,Built-up,NULL
476,NULL,Built-up,Water,NULL,Water,Water,Water,NULL
477,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
478,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
479,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
480,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
481,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
482,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
483,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
484,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
485,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
486,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
487,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
488,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
489,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
490,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
491,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
492,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,NULL
493,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
494,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
495,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
496,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
497,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
498,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,NULL
499,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
500,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
501,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
502,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
503,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
504,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
505,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
506,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
507,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
508,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
509,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
510,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
511,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
512,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
513,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
514,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
515,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
516,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
517,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
518,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
519,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
520,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
521,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
522,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
523,NULL,Water,Wetland,NULL,Wetland,NULL,Water,NULL
524,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
525,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
526,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
527,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
528,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
529,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
530,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
531,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
532,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
533,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
534,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
535,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
536,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
537,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
538,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
539,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
540,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
541,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
542,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
543,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
544,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
545,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
546,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
547,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
548,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
549,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
550,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
551,NULL,Water,Water,NULL,Water,Bareland,Water,NULL
552,NULL,Water,Water,NULL,Water,Water,Water,NULL
553,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
554,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
555,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
556,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
557,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
558,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
559,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
560,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
561,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
562,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
563,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
564,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
565,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
566,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
567,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
568,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
569,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
570,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
571,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
572,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
573,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
574,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
575,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
576,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
577,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
578,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
579,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
580,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
581,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
582,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
583,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
584,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
585,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
586,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
587,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
588,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
589,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
590,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
591,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
592,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
593,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
594,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
595,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
596,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
597,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
598,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
599,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
600,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
601,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
602,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
603,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
604,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
605,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
606,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
607,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
608,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
609,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
610,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
611,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
612,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
613,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
614,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
615,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
616,NULL,Forest,Wetland,NULL,Wetland,Built-up,Wetland,NULL
617,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
618,NULL,Forest,Wetland,NULL,Wetland,Water,Water,NULL
619,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
620,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
621,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
622,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
623,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
624,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
625,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
626,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
627,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
628,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
629,NULL,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
630,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
631,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
632,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
633,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
634,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
635,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
636,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
637,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
638,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
639,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
640,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
641,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
642,NULL,Forest,Water,NULL,Water,Grassland,Wetland,NULL
643,NULL,Forest,Water,NULL,Water,Wetland,Wetland,NULL
644,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
645,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
646,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
647,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
648,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
649,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
650,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
651,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
652,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
653,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
654,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
655,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
656,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
657,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
658,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
659,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
660,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
661,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
662,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
663,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
664,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
665,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
666,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
667,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
668,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
669,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
670,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
671,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
672,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
673,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
674,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
675,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
676,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
677,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
678,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
679,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
