Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMS_M_R
1041,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1042,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
1043,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1044,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1045,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1046,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1047,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1048,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
1049,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1050,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1051,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1052,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1053,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
1054,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
1055,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
1056,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
1057,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1058,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1059,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
1060,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1061,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
1062,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Bareland
1063,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1064,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1065,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1066,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1067,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
1068,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1069,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1070,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1071,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1072,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1074,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1075,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1076,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1077,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1078,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1079,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1080,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1081,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1082,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1083,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Cropland
1084,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1085,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
1086,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
1087,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1088,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1089,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1090,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1091,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1092,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1093,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1094,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1095,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1096,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1097,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1098,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1099,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1100,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1101,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1102,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
1103,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1104,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1105,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1106,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1107,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1108,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1109,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1110,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1111,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1112,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1113,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1114,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1115,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
1116,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1117,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1118,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1119,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1120,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1121,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1122,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
1123,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1124,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1125,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1126,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1127,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1128,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1129,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1130,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1131,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1132,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1133,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1134,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1135,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1136,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1137,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1138,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1139,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1140,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1141,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1142,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1143,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1144,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1145,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1146,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1147,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
1148,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1149,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
1150,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1151,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1152,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
1153,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1154,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1155,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1156,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1157,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
1158,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1159,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1160,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
1161,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
1162,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1163,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1164,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1165,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1166,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1167,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1168,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1169,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1170,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1171,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1172,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1173,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1174,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1175,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1176,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1177,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1179,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1180,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1181,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1182,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1183,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1184,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1185,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1186,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1187,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1188,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1189,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1190,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1191,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1192,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1193,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
1194,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1195,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1196,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1197,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Cropland
1198,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
1199,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1200,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1201,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1202,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1203,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1204,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1205,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1206,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
1207,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1208,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1209,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1210,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1211,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1212,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1213,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1214,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1215,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1216,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1217,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1218,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1219,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1220,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1221,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1222,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1223,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1224,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1225,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1226,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1227,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1228,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1229,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1230,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1231,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1232,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1233,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1234,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1235,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1236,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1237,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1238,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1239,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1240,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1241,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1242,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1243,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1244,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1245,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1246,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1247,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1248,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1249,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1250,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1251,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1252,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1253,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1254,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1255,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1256,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1257,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1258,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1259,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1260,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1261,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
1262,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1263,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1264,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1265,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1266,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1267,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1268,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1269,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
1270,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1271,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
1272,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1273,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1274,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1275,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1276,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1277,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1278,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1279,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1280,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1281,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
1282,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1283,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
1284,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1285,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1286,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
1287,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
1288,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
1289,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
1290,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1291,NULL,NULL,Water,NULL,Water,Water,Forest,Bareland
1292,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1293,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1294,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Wetland
1295,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1296,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1297,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Cropland
1298,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1299,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1300,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
1301,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
1302,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
1303,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
1304,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1305,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
1306,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1307,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1308,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
1309,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
1310,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1311,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1312,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1313,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1314,NULL,NULL,Water,Water,Water,Wetland,Wetland,Cropland
1315,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1316,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1317,NULL,NULL,Water,Water,Water,Wetland,Bareland,Wetland
1318,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
1319,NULL,NULL,Water,Water,Water,Wetland,Water,Cropland
1320,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1321,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1322,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
1323,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
1324,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1325,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
1326,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1327,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1328,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1329,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
1330,NULL,NULL,Water,Water,Water,Water,NULL,Water
1331,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1332,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1333,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1334,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
1335,NULL,NULL,Water,Water,Water,Water,Wetland,Cropland
1336,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1337,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1338,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
1339,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1340,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1341,NULL,NULL,Water,Water,Water,Water,Water,Water
1342,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
1343,NULL,NULL,Water,Water,Water,Water,Forest,Water
1344,NULL,NULL,Water,Water,Water,Forest,Water,Wetland
1345,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1348,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1349,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1350,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1351,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1352,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1353,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1354,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1355,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1356,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1357,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1358,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1359,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1360,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1361,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1362,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1363,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1364,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1378,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
