Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R
1802,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1803,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1804,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1805,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1806,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1807,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1808,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1809,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1810,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Grassland
1811,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1812,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1813,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Grassland
1814,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1815,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1816,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1817,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1818,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1819,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1820,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1821,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1822,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1823,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1824,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Bareland
1825,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
1826,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1827,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1828,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
1829,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1830,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1831,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1832,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1833,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1834,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1835,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1836,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1837,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1838,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1839,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1840,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Bareland
1841,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1842,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1843,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Water
1844,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1845,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1846,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1847,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1848,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1849,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1850,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Bareland
1851,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1852,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1853,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1854,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1855,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1856,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1857,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1858,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1859,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
