Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTT_M_R
1491,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
1492,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1493,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1494,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1495,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1496,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1497,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1498,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1499,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
1500,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1501,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1502,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1503,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1504,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1505,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1506,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1507,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1508,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1509,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
1510,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1511,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1512,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1513,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1514,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1515,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1516,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1517,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1518,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1519,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1520,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1521,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1522,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1523,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1524,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Wetland
1525,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
1526,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1527,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1528,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
1529,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1530,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1532,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
1533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1540,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1541,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1542,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1543,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1544,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1545,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1546,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1547,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1548,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1549,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1550,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1551,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1552,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1553,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1554,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1555,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1556,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1557,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1558,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1559,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1560,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1561,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1562,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1563,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
1564,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1565,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
1566,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1567,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
1568,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1569,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1570,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1571,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1572,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1573,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1574,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1575,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1576,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1577,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1578,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1579,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1580,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1581,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1582,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1583,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1584,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1585,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
1586,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1587,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1588,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1589,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1590,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1591,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1592,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1593,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1594,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1595,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1596,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1597,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1598,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1599,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1604,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1605,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1606,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1607,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1608,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1609,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1610,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1611,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1612,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1613,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1614,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1615,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1616,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1617,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1618,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1619,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1620,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1621,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1622,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1623,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1624,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1625,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1626,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1627,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1628,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1629,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1630,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1631,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1632,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1633,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1634,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
1635,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
1636,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1637,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
1638,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1639,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1640,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1641,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1642,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
1643,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1644,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
1645,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
1646,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
1647,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1648,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Wetland
1649,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1650,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1651,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
1652,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1653,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1654,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1655,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1656,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1657,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1658,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1659,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1660,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1661,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1662,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
1663,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1664,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,Grassland
1665,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1666,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,NULL
1667,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Water
1668,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1669,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1670,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,NULL
1671,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
1672,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
1673,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
1674,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1675,NULL,NULL,Water,NULL,Water,NULL,Grassland,NULL
1676,NULL,NULL,Water,NULL,Water,NULL,Bareland,Grassland
1677,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1678,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1679,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1680,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1681,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1682,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1683,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1684,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1685,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
1686,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1687,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1688,NULL,NULL,Water,NULL,Water,Built-up,NULL,Bareland
1689,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1690,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1691,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1692,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1693,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
1694,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1695,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1696,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Bareland
1697,NULL,NULL,Water,Non_Water,Water,Bareland,Built-up,Grassland
1698,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1699,NULL,NULL,Water,Non_Water,Water,Built-up,Built-up,Bareland
1700,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1701,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
1702,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1703,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
1704,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1705,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
1706,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
1707,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1708,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1709,NULL,NULL,Water,Water,Water,Built-up,Water,Wetland
1710,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
1711,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1712,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1713,NULL,NULL,Water,Water,Water,Water,Water,Water
1714,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1715,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1716,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1717,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1718,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1719,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1720,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1721,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1722,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1723,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1724,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1725,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1726,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1727,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1728,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1729,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1730,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1731,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1732,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1733,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1734,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1735,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1736,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1737,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1738,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1739,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1740,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1741,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
1742,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1743,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1744,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1745,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1746,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1747,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1748,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1749,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1750,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1751,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1752,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1753,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1754,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
1755,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1756,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1757,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1758,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1759,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1760,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1761,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1762,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1763,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1764,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1765,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1766,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1767,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1768,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1769,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1770,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1771,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1772,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1773,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1774,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1775,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1776,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1777,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1778,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
1779,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1780,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1781,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1782,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1783,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1784,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1785,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1786,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1787,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1788,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1789,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1790,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1791,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1792,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1793,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1794,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1795,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1796,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1797,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1798,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1799,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1800,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1801,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1802,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1803,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1804,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1805,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1806,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1807,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1808,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1809,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1810,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1811,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1812,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1813,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1814,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1815,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1816,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1817,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1818,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
1819,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1820,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1821,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1822,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
